Poniedziałek,10,Sierpień,2026,18:11:35:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'014,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Obciążenie,Zliczanie, ,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,305.09,1952,63.5,1,aktywna,304.38,0,0,0,aktywna,304.74,0, , ,aktywna
,306.13,2208,78.4,1,aktywna,305.44,0,0,0,aktywna,305.79,0, , ,aktywna
,307.12,2528,81.2,1,aktywna,306.46,0,0,0,aktywna,306.79,0, , ,aktywna
,308.11,2784,0.0,1,nieaktywna,307.46,0,0,0,aktywna,307.79,0, , ,aktywna
,309.18,1856,26.7,1,aktywna,308.46,0,0,0,nieaktywna,308.82,0, , ,nieaktywna
,310.27,1824,85.5,1,aktywna,309.56,0,0,0,aktywna,309.91,0, , ,aktywna
,311.33,1984,87.1,1,aktywna,310.63,0,0,0,aktywna,310.99,0, , ,aktywna
,312.36,2048,28.2,1,aktywna,311.67,0,0,0,aktywna,312.02,0, , ,aktywna
,313.41,2048,17.6,1,nieaktywna,312.71,0,0,0,aktywna,313.05,0, , ,nieaktywna
,314.47,1856,19.2,1,nieaktywna,313.75,0,0,0,nieaktywna,314.11,0, , ,nieaktywna
,315.57,1728,0.0,1,nieaktywna,314.84,0,0,0,nieaktywna,315.20,0, , ,nieaktywna
,316.66,1664,67.8,1,aktywna,315.93,0,0,0,nieaktywna,316.28,0, , ,nieaktywna
,317.77,1792,76.9,1,aktywna,317.01,0,0,0,aktywna,317.38,0, , ,aktywna
,318.91,1888,75.3,1,aktywna,318.16,0,0,0,aktywna,318.53,0, , ,nieaktywna
,319.98,2016,73.7,1,aktywna,319.26,0,0,0,aktywna,319.62,0, , ,aktywna
,321.00,2048,35.3,1,nieaktywna,320.32,0,0,0,nieaktywna,320.65,0, , ,nieaktywna
,322.07,2048,16.1,1,nieaktywna,321.35,0,0,0,aktywna,321.70,0, , ,nieaktywna
,323.15,1920,0.0,1,nieaktywna,322.42,0,0,0,nieaktywna,322.79,0, , ,nieaktywna
,324.20,1792,0.0,1,nieaktywna,323.50,0,0,0,nieaktywna,323.85,0, , ,nieaktywna
,325.27,1760,25.1,1,nieaktywna,324.55,0,0,0,nieaktywna,324.90,0, , ,nieaktywna
,326.35,1664,28.2,1,aktywna,325.62,0,0,0,aktywna,325.98,0, , ,aktywna
,327.47,1664,36.9,1,aktywna,326.70,0,0,0,aktywna,327.09,0, , ,aktywna
,328.51,1664,41.2,1,aktywna,327.82,0,0,0,aktywna,328.16,0, , ,aktywna
,329.67,1728,42.7,1,nieaktywna,328.90,0,0,0,nieaktywna,329.28,0, , ,aktywna
,330.76,1760,28.2,1,aktywna,330.03,0,0,0,aktywna,330.40,0, , ,aktywna
,331.83,1760,34.1,1,aktywna,331.11,0,0,0,aktywna,331.47,0, , ,aktywna
,332.91,1760,47.1,1,aktywna,332.20,0,0,0,aktywna,332.57,0, , ,aktywna
,333.97,1760,32.5,1,aktywna,333.27,0,0,0,aktywna,333.63,0, , ,aktywna
,335.07,1728,32.5,1,aktywna,334.34,0,0,0,aktywna,334.71,0, , ,aktywna
,336.18,1728,26.7,1,aktywna,335.43,0,0,0,aktywna,335.82,0, , ,aktywna
,337.29,1696,25.1,1,aktywna,336.53,0,0,0,aktywna,336.91,0, , ,aktywna
,338.33,1696,25.1,1,aktywna,337.64,0,0,0,aktywna,337.99,0, , ,aktywna
,339.44,1664,48.6,1,aktywna,338.72,0,0,0,aktywna,339.06,0, , ,aktywna
,340.45,1696,34.1,1,aktywna,339.79,0,0,0,aktywna,340.12,0, , ,aktywna
,341.54,1696,51.8,1,aktywna,340.84,0,0,0,aktywna,341.17,0, , ,aktywna
,342.60,1760,40.0,1,nieaktywna,341.88,0,0,0,nieaktywna,342.23,0, , ,nieaktywna
,343.73,1792,36.9,1,aktywna,342.97,0,0,0,aktywna,343.37,0, , ,aktywna
,344.87,1856,35.3,1,aktywna,344.10,0,0,0,aktywna,344.48,0, , ,aktywna
,345.98,1888,44.3,1,aktywna,345.25,0,0,0,aktywna,345.62,0, , ,aktywna
,347.06,1952,38.4,1,aktywna,346.35,0,0,0,aktywna,346.70,0, , ,aktywna
,348.14,1984,34.1,1,aktywna,347.42,0,0,0,aktywna,347.80,0, , ,aktywna
,349.24,1920,17.6,1,nieaktywna,348.51,0,0,0,aktywna,348.88,0, , ,aktywna
,350.33,1888,19.2,1,nieaktywna,349.60,0,0,0,nieaktywna,349.95,0, , ,nieaktywna
,351.38,1824,25.1,1,nieaktywna,350.69,0,0,0,nieaktywna,351.04,0, , ,nieaktywna
,352.46,1760,28.2,1,aktywna,351.75,0,0,0,aktywna,352.09,0, , ,aktywna
,353.48,1696,22.0,1,aktywna,352.82,0,0,0,aktywna,353.16,0, , ,aktywna
,354.48,1600,23.5,1,aktywna,353.80,0,0,0,aktywna,354.15,0, , ,aktywna
,355.56,1568,60.4,1,aktywna,354.88,0,0,0,aktywna,355.20,0, , ,aktywna
,356.64,1728,69.4,1,aktywna,355.91,0,0,0,aktywna,356.30,0, , ,aktywna
,357.71,1856,69.4,1,nieaktywna,356.97,0,0,0,aktywna,357.34,0, , ,nieaktywna
,358.77,2048,90.2,1,nieaktywna,358.06,0,0,0,aktywna,358.42,0, , ,aktywna
,359.79,2240,91.4,1,aktywna,359.12,0,0,0,nieaktywna,359.46,0, , ,aktywna
,360.83,2464,91.4,1,aktywna,360.12,0,0,0,aktywna,360.47,0, , ,aktywna
,361.84,2688,91.4,1,aktywna,361.16,0,0,0,aktywna,361.50,0, , ,aktywna
,362.87,2656,0.0,1,nieaktywna,362.18,0,0,0,aktywna,362.53,0, , ,aktywna
,363.92,2112,56.1,1,aktywna,363.22,0,0,0,nieaktywna,363.57,0, , ,aktywna
,364.93,2144,28.2,1,aktywna,364.25,0,0,0,aktywna,364.59,0, , ,aktywna
,365.95,2112,22.0,1,aktywna,365.26,0,0,0,aktywna,365.61,0, , ,aktywna
,366.97,2144,50.2,1,aktywna,366.28,0,0,0,aktywna,366.63,0, , ,aktywna
,367.97,2176,84.3,1,aktywna,367.31,0,0,0,aktywna,367.64,0, , ,aktywna
,369.01,2272,87.1,1,aktywna,368.31,0,0,0,aktywna,368.65,0, , ,aktywna
,370.04,2368,91.4,1,aktywna,369.35,0,0,0,aktywna,369.69,0, , ,aktywna
,371.07,2496,91.4,1,aktywna,370.36,0,0,0,aktywna,370.71,0, , ,aktywna
,372.06,2592,91.4,1,aktywna,371.40,0,0,0,aktywna,371.72,0, , ,aktywna
,373.10,2688,91.4,1,aktywna,372.40,0,0,0,aktywna,372.76,0, , ,aktywna
,374.14,2752,19.2,2,nieaktywna,373.44,0,0,0,aktywna,373.80,0, , ,aktywna
,375.13,2688,0.0,2,nieaktywna,374.49,0,0,1,nieaktywna,374.81,0, , ,nieaktywna
,376.14,2624,0.0,2,nieaktywna,375.45,0,0,1,nieaktywna,375.80,0, , ,nieaktywna
,377.13,2560,0.0,2,nieaktywna,376.47,0,0,1,nieaktywna,376.80,0, , ,nieaktywna
,378.07,2496,0.0,2,nieaktywna,377.45,0,0,1,nieaktywna,377.77,0, , ,nieaktywna
,379.06,2304,0.0,2,nieaktywna,378.41,0,0,1,nieaktywna,378.74,0, , ,nieaktywna
,380.07,2080,0.0,2,nieaktywna,379.39,0,0,1,nieaktywna,379.73,0, , ,nieaktywna
,381.13,2112,91.4,2,nieaktywna,380.41,0,0,1,nieaktywna,380.76,0, , ,nieaktywna
,382.15,2208,88.6,2,aktywna,381.47,0,0,1,nieaktywna,381.81,0, , ,aktywna
,383.17,2144,0.0,2,nieaktywna,382.49,0,0,1,aktywna,382.83,0, , ,nieaktywna
,384.24,1952,0.0,2,nieaktywna,383.53,0,0,1,nieaktywna,383.88,0, , ,nieaktywna
,385.23,1696,0.0,2,nieaktywna,384.57,0,0,1,nieaktywna,384.91,0, , ,nieaktywna
,386.27,1568,0.0,2,nieaktywna,385.57,0,0,1,nieaktywna,385.93,0, , ,nieaktywna
,387.40,1440,0.0,2,nieaktywna,386.69,0,0,1,nieaktywna,387.05,0, , ,nieaktywna
,388.37,1312,0.0,2,nieaktywna,387.72,0,0,1,nieaktywna,388.05,0, , ,nieaktywna
,389.34,1280,23.5,2,nieaktywna,388.71,0,0,1,nieaktywna,389.01,0, , ,nieaktywna
,390.29,992,25.1,2,nieaktywna,389.66,0,0,1,nieaktywna,389.99,0, , ,nieaktywna
,391.17,896,29.4,2,nieaktywna,390.58,0,0,1,nieaktywna,390.88,0, , ,nieaktywna
,392.10,896,29.4,2,nieaktywna,391.47,0,0,1,nieaktywna,391.77,0, , ,nieaktywna
,393.02,896,29.4,2,nieaktywna,392.39,0,0,1,nieaktywna,392.70,0, , ,nieaktywna
,393.97,896,29.4,2,nieaktywna,393.34,0,0,1,nieaktywna,393.66,0, , ,nieaktywna
,394.91,896,28.2,2,nieaktywna,394.29,0,0,1,nieaktywna,394.60,0, , ,nieaktywna
,395.85,896,28.2,2,aktywna,395.22,0,0,1,aktywna,395.53,0, , ,aktywna
,396.76,896,28.2,2,aktywna,396.16,0,0,1,aktywna,396.47,0, , ,aktywna
,397.71,896,28.2,2,aktywna,397.06,0,0,1,aktywna,397.39,0, , ,aktywna
,398.66,896,28.2,2,nieaktywna,398.03,0,0,1,nieaktywna,398.35,0, , ,nieaktywna
,399.54,736,28.2,2,nieaktywna,398.96,0,0,1,nieaktywna,399.27,0, , ,nieaktywna
,400.54,1600,35.3,2,nieaktywna,399.81,0,0,1,nieaktywna,400.20,0, , ,nieaktywna
,401.65,1344,36.9,2,aktywna,400.98,0,0,1,aktywna,401.32,0, , ,aktywna
,402.60,1152,42.7,2,aktywna,401.96,0,0,1,aktywna,402.26,0, , ,aktywna
,403.61,1376,23.5,2,aktywna,402.93,0,0,1,aktywna,403.25,0, , ,aktywna
,404.47,768,38.4,2,aktywna,403.93,0,0,1,aktywna,404.20,0, , ,nieaktywna
,405.35,736,47.1,2,aktywna,404.76,0,0,1,nieaktywna,405.04,0, , ,nieaktywna
,406.26,896,28.2,2,aktywna,405.64,0,0,1,aktywna,405.95,0, , ,aktywna
,407.16,768,28.2,2,aktywna,406.58,0,0,1,aktywna,406.88,0, , ,aktywna
,408.04,800,28.2,2,aktywna,407.45,0,0,1,aktywna,407.75,0, , ,aktywna
,408.90,800,29.4,2,aktywna,408.32,0,0,1,aktywna,408.60,0, , ,aktywna
,409.80,768,29.4,2,aktywna,409.21,0,0,1,aktywna,409.51,0, , ,aktywna
,410.68,768,29.4,2,aktywna,410.09,0,0,1,aktywna,410.39,0, , ,aktywna
,411.56,768,31.0,2,aktywna,410.97,0,0,1,aktywna,411.27,0, , ,aktywna
,412.45,768,29.4,2,aktywna,411.86,0,0,1,aktywna,412.15,0, , ,aktywna
,413.36,800,29.4,2,aktywna,412.75,0,0,1,aktywna,413.04,0, , ,aktywna
,414.26,800,29.4,2,aktywna,413.65,0,0,1,aktywna,413.95,0, , ,aktywna
,415.18,800,29.4,2,aktywna,414.57,0,0,1,aktywna,414.87,0, , ,aktywna
,416.12,800,29.4,2,aktywna,415.48,0,0,1,aktywna,415.81,0, , ,aktywna
,417.00,800,29.4,2,aktywna,416.42,0,0,1,aktywna,416.71,0, , ,aktywna
,417.90,800,29.4,2,aktywna,417.30,0,0,1,aktywna,417.59,0, , ,aktywna
,418.81,768,29.4,2,aktywna,418.20,0,0,1,aktywna,418.51,0, , ,aktywna
,419.70,800,31.0,2,aktywna,419.11,0,0,1,aktywna,419.41,0, , ,aktywna
,420.61,800,31.0,2,aktywna,420.01,0,0,1,aktywna,420.31,0, , ,aktywna
,421.53,800,31.0,2,aktywna,420.92,0,0,1,aktywna,421.23,0, , ,aktywna
,422.43,800,29.4,2,aktywna,421.83,0,0,1,aktywna,422.13,0, , ,aktywna
,423.32,800,31.0,2,aktywna,422.72,0,0,1,aktywna,423.01,0, , ,aktywna
,424.22,768,31.0,2,aktywna,423.61,0,0,1,aktywna,423.93,0, , ,aktywna
,425.13,800,31.0,2,aktywna,424.53,0,0,1,aktywna,424.83,0, , ,aktywna
,426.03,800,29.4,2,aktywna,425.43,0,0,1,aktywna,425.74,0, , ,aktywna
,426.93,800,31.0,2,aktywna,426.33,0,0,1,aktywna,426.63,0, , ,aktywna
,427.83,800,29.4,2,aktywna,427.23,0,0,1,aktywna,427.53,0, , ,aktywna
,428.73,768,31.0,2,aktywna,428.13,0,0,1,aktywna,428.43,0, , ,aktywna
,429.66,768,31.0,2,aktywna,429.04,0,0,0,aktywna,429.36,0, , ,aktywna
,430.57,800,31.0,2,aktywna,429.96,0,0,0,aktywna,430.26,0, , ,aktywna
,431.46,800,31.0,2,aktywna,430.86,0,0,0,aktywna,431.16,0, , ,aktywna
,432.36,800,31.0,2,aktywna,431.75,0,0,0,aktywna,432.05,0, , ,aktywna
,433.25,800,31.0,2,aktywna,432.66,0,0,0,aktywna,432.96,0, , ,aktywna
,434.13,800,31.0,2,aktywna,433.55,0,0,0,aktywna,433.85,0, , ,aktywna
,435.04,800,31.0,2,aktywna,434.43,0,0,0,aktywna,434.73,0, , ,aktywna
,435.91,768,31.0,2,aktywna,435.33,0,0,0,aktywna,435.63,0, , ,aktywna
,436.83,800,31.0,2,aktywna,436.22,0,0,0,aktywna,436.52,0, , ,aktywna
,437.74,800,31.0,2,aktywna,437.15,0,0,0,aktywna,437.44,0, , ,aktywna
,438.61,800,31.0,2,aktywna,438.02,0,0,0,aktywna,438.31,0, , ,aktywna
,439.51,800,31.0,2,aktywna,438.92,0,0,0,aktywna,439.21,0, , ,aktywna
,440.44,800,31.0,2,aktywna,439.81,0,0,0,aktywna,440.12,0, , ,aktywna
,441.35,800,31.0,2,aktywna,440.74,0,0,0,aktywna,441.05,0, , ,aktywna
,442.23,800,31.0,2,aktywna,441.64,0,0,0,aktywna,441.93,0, , ,aktywna
,443.14,800,31.0,2,aktywna,442.53,0,0,0,aktywna,442.84,0, , ,aktywna
,444.03,800,31.0,2,aktywna,443.44,0,0,0,aktywna,443.74,0, , ,aktywna
,444.92,800,31.0,2,aktywna,444.33,0,0,0,aktywna,444.63,0, , ,aktywna
,445.81,768,31.0,2,aktywna,445.22,0,0,0,aktywna,445.52,0, , ,aktywna
,446.69,800,31.0,2,aktywna,446.10,0,0,0,aktywna,446.40,0, , ,aktywna
,447.60,800,29.4,2,aktywna,446.99,0,0,0,aktywna,447.28,0, , ,aktywna
,448.49,800,29.4,2,aktywna,447.89,0,0,0,aktywna,448.18,0, , ,aktywna
,449.40,800,31.0,2,aktywna,448.79,0,0,0,aktywna,449.10,0, , ,aktywna
,450.29,800,31.0,2,aktywna,449.69,0,0,0,aktywna,449.99,0, , ,aktywna
,451.19,800,29.4,2,aktywna,450.60,0,0,0,aktywna,450.89,0, , ,aktywna
,452.11,800,31.0,2,aktywna,451.50,0,0,0,aktywna,451.81,0, , ,aktywna
,453.01,768,29.4,2,aktywna,452.41,0,0,0,aktywna,452.71,0, , ,aktywna
,453.90,768,29.4,2,aktywna,453.30,0,0,0,aktywna,453.60,0, , ,aktywna
,454.81,800,29.4,2,aktywna,454.20,0,0,0,aktywna,454.50,0, , ,aktywna
,455.73,800,31.0,2,aktywna,455.12,0,0,0,aktywna,455.43,0, , ,aktywna
,456.63,800,31.0,2,aktywna,456.04,0,0,0,aktywna,456.33,0, , ,aktywna
,457.53,800,31.0,2,aktywna,456.93,0,0,0,aktywna,457.23,0, , ,aktywna
,458.44,768,31.0,2,aktywna,457.85,0,0,0,aktywna,458.14,0, , ,aktywna
,459.33,800,31.0,2,aktywna,458.73,0,0,0,aktywna,459.04,0, , ,aktywna
,460.23,800,32.5,2,aktywna,459.63,0,0,0,aktywna,459.93,0, , ,aktywna
,461.15,800,31.0,2,aktywna,460.53,0,0,0,aktywna,460.84,0, , ,aktywna
,462.07,800,31.0,2,aktywna,461.46,0,0,0,aktywna,461.76,0, , ,aktywna
,462.96,768,31.0,2,aktywna,462.36,0,0,0,aktywna,462.66,0, , ,aktywna
,463.84,768,31.0,2,aktywna,463.24,0,0,0,aktywna,463.53,0, , ,aktywna
,579.04,768,32.5,12,aktywna,579.35,0,0,0,aktywna,578.73,2, , ,aktywna
,579.96,800,32.5,18,aktywna,580.24,0,0,0,aktywna,579.64,8, , ,aktywna
,580.83,800,32.5,24,aktywna,581.13,0,0,0,aktywna,580.52,14, , ,aktywna
,581.72,768,32.5,30,aktywna,582.02,0,0,0,aktywna,581.42,20, , ,aktywna
,582.63,800,32.5,36,aktywna,582.93,0,0,0,aktywna,582.33,26, , ,aktywna
,583.53,768,32.5,40,aktywna,583.82,0,0,0,aktywna,583.23,32, , ,aktywna
,584.42,768,32.5,45,aktywna,584.72,0,0,0,aktywna,584.12,36, , ,aktywna
,585.34,800,34.1,48,aktywna,585.67,0,0,0,aktywna,585.03,38, , ,aktywna
,586.29,1440,53.3,52,aktywna,586.69,0,0,0,aktywna,585.98,44, , ,aktywna
,587.28,832,47.1,52,aktywna,587.56,0,0,0,aktywna,587.00,44, , ,aktywna
,588.18,1056,45.9,52,aktywna,588.48,0,0,0,aktywna,587.87,44, , ,aktywna
,589.14,1536,53.3,52,aktywna,589.51,0,0,0,nieaktywna,588.79,44, , ,aktywna
,590.18,2368,85.5,52,aktywna,590.52,0,0,0,aktywna,589.84,44, , ,nieaktywna
,591.28,3776,0.0,52,nieaktywna,591.63,0,0,0,nieaktywna,590.89,44, , ,aktywna
,592.30,2336,90.2,52,aktywna,592.62,0,0,0,aktywna,591.98,44, , ,aktywna
,593.30,2848,91.4,52,aktywna,593.66,0,0,0,aktywna,592.95,44, , ,aktywna
,594.36,3360,91.4,52,aktywna,594.75,0,0,0,aktywna,594.01,44, , ,aktywna
,595.53,3808,92.9,52,aktywna,595.90,0,0,0,nieaktywna,595.14,44, , ,aktywna
,596.65,2656,90.2,52,nieaktywna,596.99,0,0,0,aktywna,596.29,44, , ,aktywna
,597.65,2880,90.2,52,aktywna,598.02,0,0,0,aktywna,597.33,44, , ,aktywna
,598.66,3040,91.4,52,aktywna,599.04,0,0,0,aktywna,598.28,44, , ,aktywna
,599.76,3232,91.4,52,aktywna,600.12,0,0,0,aktywna,599.40,44, , ,aktywna
,600.81,3264,19.2,52,nieaktywna,601.16,0,0,0,nieaktywna,600.46,44, , ,aktywna
,601.82,3136,0.0,52,nieaktywna,602.15,0,0,0,nieaktywna,601.49,44, , ,nieaktywna
,603.03,2976,0.0,52,nieaktywna,603.30,0,0,0,nieaktywna,602.57,44, , ,nieaktywna
,603.97,2848,0.0,52,nieaktywna,604.32,0,0,0,nieaktywna,603.62,44, , ,nieaktywna
,604.98,2752,0.0,52,nieaktywna,605.30,0,0,0,nieaktywna,604.64,44, , ,nieaktywna
,605.97,2624,0.0,52,nieaktywna,606.33,0,0,0,nieaktywna,605.63,44, , ,nieaktywna
,607.06,1824,19.2,52,aktywna,607.40,0,0,0,aktywna,606.70,44, , ,nieaktywna
,608.15,1888,53.3,52,aktywna,608.51,0,0,0,aktywna,607.79,44, , ,aktywna
,609.23,1920,47.1,52,aktywna,609.59,0,0,0,aktywna,608.88,44, , ,nieaktywna
,610.30,1984,53.3,52,aktywna,610.64,0,0,0,aktywna,609.96,44, , ,aktywna
,611.38,2016,50.2,52,aktywna,611.72,0,0,0,aktywna,611.01,44, , ,aktywna
,612.44,2048,48.6,52,aktywna,612.80,0,0,0,aktywna,612.07,44, , ,aktywna
,613.47,2080,47.1,52,aktywna,613.81,0,0,0,aktywna,613.13,44, , ,aktywna
,614.53,2112,47.1,52,aktywna,614.87,0,0,0,aktywna,614.17,44, , ,aktywna
,615.56,2112,19.2,52,aktywna,615.91,0,0,0,nieaktywna,615.22,44, , ,aktywna
,616.59,2080,0.0,52,nieaktywna,616.94,0,0,0,nieaktywna,616.25,44, , ,nieaktywna
,617.63,2016,0.0,52,nieaktywna,617.97,0,0,0,nieaktywna,617.29,44, , ,nieaktywna
,618.68,1984,0.0,52,nieaktywna,619.01,0,0,0,nieaktywna,618.33,44, , ,nieaktywna
,619.71,1920,0.0,52,nieaktywna,620.04,0,0,0,nieaktywna,619.35,44, , ,nieaktywna
,620.71,1856,0.0,52,nieaktywna,621.04,0,0,0,nieaktywna,620.39,44, , ,nieaktywna
,621.75,1824,0.0,52,nieaktywna,622.15,0,0,0,nieaktywna,621.39,44, , ,nieaktywna
,622.82,1760,0.0,52,nieaktywna,623.18,0,0,0,nieaktywna,622.47,44, , ,nieaktywna
,623.86,1696,0.0,52,nieaktywna,624.19,0,0,0,nieaktywna,623.53,44, , ,nieaktywna
,624.86,1664,0.0,52,nieaktywna,625.18,0,0,0,nieaktywna,624.52,44, , ,nieaktywna
,625.82,1600,0.0,52,nieaktywna,626.16,0,0,0,nieaktywna,625.49,44, , ,nieaktywna
,626.83,1568,0.0,52,nieaktywna,627.21,0,0,0,nieaktywna,626.50,44, , ,nieaktywna
,627.88,1536,26.7,52,aktywna,628.20,0,0,0,aktywna,627.51,44, , ,aktywna
,628.91,1568,51.8,52,nieaktywna,629.27,0,0,0,nieaktywna,628.55,44, , ,nieaktywna
,629.97,1632,22.0,52,aktywna,630.31,0,0,0,aktywna,629.63,44, , ,nieaktywna
,631.00,1632,22.0,52,aktywna,631.33,0,0,0,aktywna,630.67,44, , ,aktywna
,632.01,1600,22.0,52,aktywna,632.35,0,0,0,aktywna,631.66,0, , ,aktywna
,633.04,1600,22.0,52,aktywna,633.41,0,0,0,aktywna,632.69,0, , ,aktywna
,634.11,1568,22.0,52,aktywna,634.47,0,0,0,aktywna,633.76,0, , ,aktywna
,635.12,1568,47.1,52,aktywna,635.45,0,0,0,aktywna,634.79,0, , ,aktywna
,636.18,1600,45.9,52,aktywna,636.54,0,0,0,aktywna,635.81,0, , ,aktywna
,637.22,1632,44.3,52,aktywna,637.56,0,0,0,aktywna,636.87,0, , ,aktywna
,638.30,1664,23.5,52,aktywna,638.65,0,0,0,aktywna,637.92,0, , ,aktywna
,639.31,1632,22.0,52,aktywna,639.66,0,0,0,aktywna,638.98,0, , ,aktywna
,640.31,1600,22.0,52,aktywna,640.67,0,0,0,aktywna,639.99,0, , ,aktywna
,641.36,1536,22.0,52,aktywna,641.69,0,0,0,aktywna,641.04,0, , ,aktywna
,642.31,1536,22.0,52,aktywna,642.64,0,0,0,aktywna,642.00,0, , ,aktywna
,643.41,1504,23.5,52,aktywna,643.72,0,0,0,aktywna,642.99,0, , ,aktywna
,644.62,1472,22.0,52,aktywna,645.04,0,0,0,aktywna,644.18,0, , ,aktywna
,645.68,1440,23.5,52,aktywna,646.04,0,0,0,aktywna,645.31,0, , ,aktywna
,646.69,1440,23.5,52,aktywna,646.99,0,0,0,aktywna,646.36,0, , ,aktywna
,647.61,1216,25.1,52,aktywna,647.98,0,0,0,aktywna,647.30,0, , ,aktywna
,648.72,1856,19.2,52,nieaktywna,649.08,0,0,0,nieaktywna,648.36,0, , ,nieaktywna
,649.81,1920,26.7,52,aktywna,650.18,0,0,0,aktywna,649.46,0, , ,aktywna
,650.89,1984,42.7,52,aktywna,651.25,0,0,0,aktywna,650.53,0, , ,aktywna
,651.94,2016,31.0,52,aktywna,652.29,0,0,0,aktywna,651.60,0, , ,aktywna
,652.99,2048,28.2,52,aktywna,653.32,0,0,0,aktywna,652.64,0, , ,aktywna
,654.02,2080,20.8,52,aktywna,654.38,0,0,0,nieaktywna,653.67,0, , ,aktywna
,655.08,2016,16.1,52,nieaktywna,655.43,0,0,0,nieaktywna,654.73,0, , ,nieaktywna
,656.14,1984,0.0,52,nieaktywna,656.49,0,0,0,nieaktywna,655.78,0, , ,nieaktywna
,657.21,1888,0.0,52,nieaktywna,657.56,0,0,0,nieaktywna,656.85,0, , ,nieaktywna
,658.27,1856,0.0,52,nieaktywna,658.61,0,0,0,nieaktywna,657.92,0, , ,nieaktywna
,659.28,1792,0.0,52,nieaktywna,659.61,0,0,0,nieaktywna,658.93,0, , ,nieaktywna
,660.35,1728,22.0,52,nieaktywna,660.71,0,0,0,nieaktywna,659.97,0, , ,nieaktywna
,661.39,1728,20.8,52,nieaktywna,661.76,0,0,0,nieaktywna,661.04,0, , ,nieaktywna
,662.53,1728,25.1,52,aktywna,662.92,0,0,0,aktywna,662.14,0, , ,nieaktywna
,663.62,1792,29.4,52,aktywna,663.99,0,0,0,aktywna,663.25,0, , ,aktywna
,664.74,1856,31.0,52,aktywna,665.10,0,0,0,aktywna,664.36,0, , ,aktywna
,665.80,1920,19.2,52,nieaktywna,666.16,0,0,0,nieaktywna,665.45,0, , ,aktywna
,666.87,1920,16.1,52,nieaktywna,667.21,0,0,0,nieaktywna,666.51,0, , ,nieaktywna
,667.90,1920,16.1,52,nieaktywna,668.27,0,0,0,nieaktywna,667.55,0, , ,nieaktywna
,668.98,1920,16.1,52,nieaktywna,669.34,0,0,0,nieaktywna,668.62,0, , ,nieaktywna
,669.98,1024,28.2,52,nieaktywna,670.30,0,0,0,aktywna,669.69,0, , ,nieaktywna
,670.94,992,23.5,52,nieaktywna,671.25,0,0,0,nieaktywna,670.61,0, , ,aktywna
,671.85,864,26.7,52,aktywna,672.15,0,0,0,aktywna,671.55,0, , ,aktywna
,672.76,896,28.2,52,aktywna,673.08,0,0,0,aktywna,672.45,0, , ,aktywna
,673.69,896,28.2,52,aktywna,674.00,0,0,0,nieaktywna,673.38,0, , ,aktywna
,674.61,896,28.2,52,nieaktywna,674.91,0,0,0,nieaktywna,674.31,0, , ,nieaktywna
,675.53,896,28.2,52,nieaktywna,675.83,0,0,0,nieaktywna,675.22,0, , ,nieaktywna
,676.46,864,28.2,52,nieaktywna,676.76,0,0,0,nieaktywna,676.14,0, , ,nieaktywna
,677.35,896,26.7,52,aktywna,677.66,0,0,0,aktywna,677.07,0, , ,aktywna
,678.29,896,28.2,52,aktywna,678.58,0,0,0,aktywna,677.99,0, , ,aktywna
,679.21,896,28.2,52,aktywna,679.52,0,0,0,aktywna,678.90,0, , ,aktywna
,680.12,864,26.7,52,aktywna,680.43,0,0,0,aktywna,679.81,0, , ,aktywna
,681.03,864,26.7,52,aktywna,681.33,0,0,0,aktywna,680.72,0, , ,aktywna
,681.96,864,28.2,52,aktywna,682.26,0,0,0,aktywna,681.65,0, , ,aktywna
,682.87,896,29.4,52,aktywna,683.20,0,0,0,aktywna,682.56,0, , ,aktywna
,683.79,1504,75.3,52,aktywna,684.14,0,0,0,aktywna,683.52,0, , ,aktywna
,684.87,1600,63.5,52,aktywna,685.21,0,0,0,nieaktywna,684.52,0, , ,aktywna
,685.89,1536,38.4,52,aktywna,686.23,0,0,0,aktywna,685.58,0, , ,aktywna
,686.92,1600,62.0,52,nieaktywna,687.28,0,0,0,nieaktywna,686.59,0, , ,nieaktywna
,688.00,1888,85.5,52,aktywna,688.37,0,0,0,nieaktywna,687.64,0, , ,aktywna
,689.05,2176,90.2,52,nieaktywna,689.37,0,0,0,nieaktywna,688.70,0, , ,nieaktywna
,690.06,2528,88.6,52,aktywna,690.40,0,0,0,aktywna,689.72,0, , ,nieaktywna
,691.10,2848,90.2,52,aktywna,691.39,0,0,0,nieaktywna,690.72,0, , ,aktywna
,692.09,1888,41.2,52,aktywna,692.44,0,0,0,aktywna,691.74,0, , ,nieaktywna
,693.15,1920,76.9,52,aktywna,693.52,0,0,0,aktywna,692.80,0, , ,aktywna
,694.23,2016,79.6,52,aktywna,694.58,0,0,0,aktywna,693.88,0, , ,aktywna
,695.28,2112,90.2,52,aktywna,695.62,0,0,0,aktywna,694.92,0, , ,aktywna
,696.29,2240,90.2,52,aktywna,696.63,0,0,0,aktywna,695.95,0, , ,aktywna
