Piątek,14,Sierpień,2026,21:17:20:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,276.73,2528,85.5,-5.1,11101001,277.07,0,0,0,aktywna,276.39,0, , ,aktywna
,277.74,2496,85.5,-2.7,11101001,278.06,0,0,0,aktywna,277.42,0, , ,aktywna
,278.72,2496,85.5,-1.6,11101001,279.07,0,0,0,aktywna,278.38,0, , ,aktywna
,279.78,2496,85.5,-0.4,11101001,280.11,0,0,0,aktywna,279.42,0, , ,aktywna
,280.77,2496,85.5,1.6,11101001,281.11,0,0,0,aktywna,280.44,0, , ,aktywna
,281.78,2496,85.5,0.8,11101001,282.12,0,0,0,aktywna,281.44,0, , ,aktywna
,282.83,2528,85.5,0.0,11101001,283.19,0,0,0,aktywna,282.48,0, , ,aktywna
,283.86,2528,87.0,-0.8,11101001,284.20,0,0,0,aktywna,283.53,0, , ,aktywna
,284.92,2528,85.5,-1.2,11101001,285.26,0,0,0,aktywna,284.56,0, , ,aktywna
,285.96,2528,85.5,-0.8,11101001,286.31,0,0,0,aktywna,285.62,0, , ,aktywna
,286.98,2528,85.5,0.0,11101001,287.32,0,0,0,aktywna,286.65,0, , ,aktywna
,288.01,2528,87.0,-3.1,11101001,288.35,0,0,0,aktywna,287.69,0, , ,aktywna
,289.01,2464,87.0,-5.1,11101001,289.37,0,0,0,aktywna,288.67,0, , ,aktywna
,290.11,2464,87.0,-4.7,11101001,290.48,0,0,0,aktywna,289.74,0, , ,aktywna
,291.16,2432,87.0,-3.9,11101001,291.52,0,0,0,aktywna,290.83,0, , ,aktywna
,292.20,2400,87.0,-2.0,11101001,292.56,0,0,0,aktywna,291.87,0, , ,aktywna
,293.19,2400,87.0,-2.7,11101001,293.51,0,0,0,aktywna,292.88,0, , ,aktywna
,294.19,2368,87.0,-4.7,11101001,294.52,0,0,0,nieaktywna,293.85,0, , ,nieaktywna
,295.17,2336,87.0,0.0,11111101,295.50,0,0,0,nieaktywna,294.84,0, , ,nieaktywna
,296.18,2272,87.0,0.0,11111101,296.52,0,0,0,nieaktywna,295.84,0, , ,nieaktywna
,297.18,2208,87.0,0.0,11111101,297.54,0,0,0,nieaktywna,296.86,0, , ,nieaktywna
,298.20,2144,87.0,0.0,11111101,298.55,0,0,0,nieaktywna,297.88,0, , ,nieaktywna
,299.26,2048,87.0,0.0,11111101,299.63,0,0,0,nieaktywna,298.89,0, , ,nieaktywna
,300.31,2016,87.0,0.0,11111101,300.64,0,0,0,nieaktywna,299.97,0, , ,nieaktywna
,301.34,1952,87.0,0.0,11111111,301.70,0,0,0,nieaktywna,300.99,0, , ,nieaktywna
,302.40,1920,87.0,0.0,11111111,302.76,0,0,0,nieaktywna,302.06,0, , ,nieaktywna
,303.44,1888,87.0,0.0,11111111,303.77,0,0,0,nieaktywna,303.09,0, , ,nieaktywna
,304.48,1824,85.5,0.0,11111111,304.83,0,0,0,nieaktywna,304.13,0, , ,nieaktywna
,305.50,1792,87.0,0.0,11111111,305.88,0,0,0,nieaktywna,305.17,0, , ,nieaktywna
,306.45,992,85.5,0.0,11111111,306.79,0,0,0,nieaktywna,306.15,0, , ,nieaktywna
,307.40,1088,87.0,0.0,11111111,307.76,0,0,0,nieaktywna,307.10,0, , ,nieaktywna
,308.35,896,87.0,0.0,11111111,308.65,0,0,0,nieaktywna,308.06,0, , ,nieaktywna
,309.27,864,85.5,2.0,11111111,309.58,0,0,0,nieaktywna,308.95,0, , ,nieaktywna
,310.18,864,85.5,2.7,11111111,310.50,0,0,0,nieaktywna,309.87,0, , ,nieaktywna
,311.11,864,85.5,3.1,11111111,311.42,0,0,0,nieaktywna,310.80,0, , ,nieaktywna
,312.05,896,85.5,3.5,11111111,312.36,0,0,0,nieaktywna,311.73,0, , ,nieaktywna
,312.97,896,85.5,3.9,11111111,313.27,0,0,0,nieaktywna,312.66,0, , ,nieaktywna
,313.88,864,85.5,3.9,11111111,314.18,0,0,0,nieaktywna,313.57,0, , ,nieaktywna
,314.81,864,85.5,3.9,11111111,315.13,0,0,0,nieaktywna,314.50,0, , ,nieaktywna
,315.74,896,85.5,3.5,11111111,316.05,0,0,0,nieaktywna,315.44,0, , ,nieaktywna
,316.64,896,85.5,3.1,11111111,316.96,0,0,0,nieaktywna,316.35,0, , ,nieaktywna
,317.57,896,85.5,3.1,11111111,317.89,0,0,0,nieaktywna,317.27,0, , ,nieaktywna
,318.49,896,85.5,3.1,11111111,318.80,0,0,0,nieaktywna,318.20,0, , ,nieaktywna
,319.42,864,85.5,3.5,11111111,319.72,0,0,0,nieaktywna,319.10,0, , ,nieaktywna
,320.32,928,85.5,3.9,11111111,320.60,0,0,0,nieaktywna,320.02,0, , ,nieaktywna
,321.23,1184,85.5,5.1,11101011,321.58,0,0,0,nieaktywna,320.92,0, , ,nieaktywna
,322.22,1504,85.5,6.3,11101011,322.59,0,0,0,nieaktywna,321.85,0, , ,nieaktywna
,323.27,1632,85.5,2.7,11101011,323.61,0,0,0,aktywna,322.93,0, , ,nieaktywna
,324.31,1728,85.5,2.3,11101011,324.65,0,0,0,aktywna,323.97,0, , ,aktywna
,325.38,1824,85.5,1.2,11101011,325.74,0,0,0,aktywna,325.01,0, , ,aktywna
,326.47,2048,85.5,0.8,11101001,326.81,0,0,0,aktywna,326.11,0, , ,aktywna
,327.50,2176,85.5,-0.4,11101001,327.83,0,0,0,aktywna,327.16,0, , ,nieaktywna
,328.51,2304,85.5,-1.2,11101001,328.87,0,0,0,aktywna,328.17,0, , ,aktywna
,329.58,2400,85.5,-1.6,11101001,329.92,0,0,0,aktywna,329.22,0, , ,aktywna
,330.61,2464,85.5,1.6,11101001,330.95,0,0,0,aktywna,330.27,0, , ,aktywna
,331.66,2496,85.5,2.0,11101001,332.00,0,0,0,aktywna,331.31,0, , ,aktywna
,332.69,2560,85.5,1.6,11101001,333.04,0,0,0,aktywna,332.34,0, , ,aktywna
,333.71,2560,85.5,-0.4,11101001,334.06,0,0,0,aktywna,333.38,0, , ,aktywna
,334.75,2560,85.5,0.0,11101001,335.09,0,0,0,aktywna,334.40,0, , ,aktywna
,335.73,2592,85.5,1.2,11101001,336.09,0,0,0,aktywna,335.41,0, , ,aktywna
,336.73,2624,84.0,1.2,11101001,337.07,0,0,0,aktywna,336.41,0, , ,aktywna
,337.78,2592,84.0,0.4,11101001,338.11,0,0,0,aktywna,337.43,0, , ,aktywna
,338.78,2592,84.0,0.0,11101001,339.13,0,0,0,aktywna,338.45,0, , ,aktywna
,339.81,2560,84.0,-0.8,11101001,340.18,0,0,0,aktywna,339.46,0, , ,aktywna
,340.84,2496,84.0,-2.0,11101001,341.19,0,0,0,aktywna,340.52,0, , ,aktywna
,341.88,2496,84.0,1.6,11101001,342.22,0,0,0,aktywna,341.55,0, , ,aktywna
,342.91,2432,84.0,0.4,11101001,343.24,0,0,0,aktywna,342.58,0, , ,aktywna
,343.92,2464,84.0,0.8,11101001,344.28,0,0,0,aktywna,343.57,0, , ,aktywna
,344.94,2496,84.0,3.9,11101001,345.28,0,0,0,aktywna,344.60,1, , ,aktywna
,345.98,2624,84.0,10.9,11101001,346.33,0,0,0,aktywna,345.63,1, , ,aktywna
,347.06,2816,84.0,14.5,11101001,347.39,0,0,0,aktywna,346.70,1, , ,aktywna
,348.14,2944,84.0,16.0,11101001,348.50,0,0,0,aktywna,347.71,1, , ,aktywna
,349.23,2976,84.0,0.0,11111101,349.56,0,0,0,nieaktywna,348.86,1, , ,aktywna
,350.29,2080,84.0,0.0,11101001,350.64,0,0,0,nieaktywna,349.93,1, , ,nieaktywna
,351.34,2144,84.0,0.0,11101001,351.68,0,0,0,aktywna,350.98,1, , ,aktywna
,352.37,2176,84.0,4.3,11101001,352.71,0,0,0,aktywna,352.04,1, , ,aktywna
,353.39,2304,84.0,12.5,11101001,353.72,0,0,0,aktywna,353.06,1, , ,aktywna
,354.44,2400,84.0,17.2,11101001,354.79,0,0,0,aktywna,354.08,1, , ,aktywna
,355.52,2432,85.5,13.3,11101001,355.84,0,0,0,aktywna,355.15,1, , ,aktywna
,356.54,2432,85.5,6.6,11101001,356.89,0,0,0,aktywna,356.20,1, , ,aktywna
,357.56,2400,85.5,4.3,11101001,357.91,0,0,0,aktywna,357.21,1, , ,aktywna
,358.60,2368,85.5,2.0,11101001,358.95,0,0,0,aktywna,358.28,1, , ,aktywna
,359.62,2368,85.5,2.3,11101001,359.97,0,0,0,aktywna,359.30,1, , ,aktywna
,360.65,2336,85.5,4.3,11101001,361.00,0,0,0,aktywna,360.32,1, , ,aktywna
,361.66,2368,85.5,9.0,11101001,361.99,0,0,0,aktywna,361.32,1, , ,aktywna
,362.64,2368,85.5,12.1,11101001,362.97,0,0,0,aktywna,362.33,1, , ,aktywna
,363.60,2400,85.5,12.5,11101001,363.94,0,0,0,aktywna,363.28,1, , ,aktywna
,364.65,2400,85.5,12.5,11101001,364.99,0,0,0,aktywna,364.28,0, , ,aktywna
,365.72,2432,85.5,8.6,11101001,366.06,0,0,0,aktywna,365.37,0, , ,aktywna
,366.76,2432,85.5,6.3,11101001,367.13,0,0,0,aktywna,366.40,0, , ,aktywna
,367.85,2432,85.5,8.2,11101001,368.18,0,0,0,aktywna,367.49,0, , ,aktywna
,368.87,2528,85.5,12.1,11101001,369.21,0,0,0,aktywna,368.51,0, , ,aktywna
,369.87,2624,85.5,0.0,11111101,370.20,0,0,0,aktywna,369.53,0, , ,aktywna
,370.85,2592,85.5,0.0,11111101,371.17,0,0,0,nieaktywna,370.53,0, , ,nieaktywna
,371.82,2496,85.5,0.0,11111101,372.16,0,0,0,nieaktywna,371.51,0, , ,nieaktywna
,372.80,2400,87.0,0.0,11111101,373.12,0,0,0,nieaktywna,372.48,0, , ,nieaktywna
,373.78,2336,87.0,0.0,11111101,374.12,0,0,0,nieaktywna,373.45,0, , ,nieaktywna
,374.81,2240,87.0,0.0,11101001,375.14,0,0,0,aktywna,374.46,0, , ,nieaktywna
,375.82,2208,87.0,-2.3,11101001,376.17,0,0,0,aktywna,375.48,0, , ,aktywna
,376.84,2208,87.0,-2.3,11101001,377.18,0,0,0,aktywna,376.52,0, , ,aktywna
,377.86,2208,87.0,-2.3,11101001,378.20,0,0,0,aktywna,377.52,0, , ,aktywna
,378.87,2144,87.0,-2.7,11111101,379.20,0,0,0,nieaktywna,378.55,0, , ,aktywna
,379.88,2112,85.5,0.0,11111101,380.20,0,0,0,nieaktywna,379.54,0, , ,nieaktywna
,380.92,2016,87.0,0.0,11111101,381.28,0,0,0,nieaktywna,380.56,0, , ,nieaktywna
,382.02,1920,85.5,0.0,11111111,382.36,0,0,0,nieaktywna,381.65,0, , ,nieaktywna
,382.99,1536,85.5,0.0,11111111,383.31,0,0,0,nieaktywna,382.70,0, , ,nieaktywna
,383.94,1088,85.5,0.0,11111111,384.24,0,0,0,aktywna,383.62,0, , ,nieaktywna
,384.82,960,85.5,0.0,11111111,385.13,0,0,0,aktywna,384.52,0, , ,aktywna
,385.74,960,85.5,0.0,11101011,386.06,0,0,0,aktywna,385.42,0, , ,aktywna
,386.72,1280,85.5,5.9,11101011,387.04,0,0,0,aktywna,386.38,0, , ,aktywna
,387.72,1312,85.5,0.0,11101011,388.03,0,0,0,aktywna,387.37,0, , ,aktywna
,388.68,1344,85.5,0.0,11101011,389.03,0,0,0,aktywna,388.36,0, , ,aktywna
,389.72,1440,85.5,7.8,11101011,390.01,0,0,0,aktywna,389.35,0, , ,aktywna
,390.68,1504,85.5,11.7,11101011,391.04,0,0,0,aktywna,390.41,0, , ,aktywna
,391.75,1568,85.5,0.0,11101011,392.12,0,0,0,aktywna,391.42,0, , ,aktywna
,392.84,1568,85.5,7.0,11101011,393.20,0,0,0,aktywna,392.49,0, , ,aktywna
,393.90,992,85.5,0.0,11111111,394.22,0,0,0,aktywna,393.57,0, , ,nieaktywna
,394.83,1152,85.5,0.0,11111111,395.15,0,0,0,nieaktywna,394.53,0, , ,aktywna
,395.76,832,85.5,0.0,11111111,396.07,0,0,0,aktywna,395.46,0, , ,nieaktywna
,396.68,864,85.5,1.2,11111111,396.99,0,0,0,aktywna,396.38,0, , ,aktywna
,397.60,864,85.5,4.3,11111111,397.90,0,0,0,aktywna,397.29,0, , ,aktywna
,398.53,896,85.5,6.3,11111111,398.84,0,0,0,aktywna,398.21,0, , ,aktywna
,399.44,896,85.5,7.8,11111111,399.73,0,0,0,aktywna,399.14,0, , ,aktywna
,400.32,896,85.5,9.8,11111111,400.64,0,0,0,aktywna,400.03,0, , ,aktywna
,401.27,864,85.5,10.9,11111111,401.57,0,0,0,aktywna,400.96,0, , ,aktywna
,402.24,896,85.5,12.1,11111111,402.56,0,0,0,aktywna,401.92,0, , ,aktywna
,403.18,896,87.0,12.1,11111111,403.48,0,0,0,aktywna,402.88,0, , ,aktywna
,404.11,896,85.5,11.3,11111111,404.42,0,0,0,aktywna,403.79,0, , ,aktywna
,405.05,960,87.0,0.0,11101011,405.35,0,0,0,aktywna,404.75,0, , ,aktywna
,405.96,992,87.0,0.0,11101011,406.26,0,0,0,aktywna,405.64,0, , ,aktywna
,406.89,1280,87.0,0.0,11101011,407.23,0,0,0,aktywna,406.56,0, , ,aktywna
,407.88,1312,87.0,0.0,11111111,408.18,0,0,0,aktywna,407.56,0, , ,aktywna
,408.83,1184,87.0,-2.3,11101011,409.19,0,0,0,aktywna,408.50,0, , ,aktywna
,409.84,1216,87.0,1.6,11101011,410.18,0,0,0,aktywna,409.52,0, , ,aktywna
,410.81,1440,87.0,0.0,11101011,411.14,0,0,0,aktywna,410.54,0, , ,aktywna
,411.87,1728,87.0,0.0,11101011,412.26,0,0,0,aktywna,411.50,0, , ,aktywna
,412.96,2080,87.0,5.1,11101001,413.30,0,0,0,aktywna,412.62,0, , ,aktywna
,414.02,2432,87.0,7.0,11101001,414.35,0,0,0,aktywna,413.65,0, , ,aktywna
,415.04,2048,87.0,0.0,11111101,415.36,0,0,0,nieaktywna,414.69,0, , ,nieaktywna
,415.99,1056,85.5,0.0,11111111,416.31,0,0,0,aktywna,415.67,0, , ,nieaktywna
,416.90,1024,85.5,0.0,11111111,417.22,0,0,0,nieaktywna,416.61,0, , ,aktywna
,417.82,832,85.5,0.0,11111111,418.12,0,0,0,aktywna,417.52,0, , ,aktywna
,418.73,864,85.5,0.8,11111111,419.04,0,0,0,aktywna,418.43,0, , ,aktywna
,419.69,896,85.5,3.1,11111111,420.00,0,0,0,aktywna,419.37,0, , ,aktywna
,420.62,896,85.5,5.5,11111111,420.94,0,0,0,aktywna,420.30,0, , ,aktywna
,421.54,896,85.5,7.0,11111111,421.87,0,0,0,aktywna,421.24,0, , ,aktywna
,422.51,896,85.5,8.6,11111111,422.84,0,0,0,aktywna,422.19,0, , ,aktywna
,423.46,864,85.5,9.0,11111111,423.77,0,0,0,aktywna,423.15,0, , ,aktywna
,424.36,896,85.5,9.8,11111111,424.65,0,0,0,aktywna,424.06,0, , ,aktywna
,425.24,896,85.5,10.2,11111111,425.55,0,0,0,aktywna,424.94,0, , ,aktywna
,426.16,896,85.5,7.8,11111111,426.46,0,0,0,aktywna,425.85,0, , ,aktywna
,427.08,896,85.5,7.8,11111111,427.39,0,0,0,aktywna,426.77,0, , ,aktywna
,427.99,864,85.5,5.1,11111111,428.28,0,0,0,aktywna,427.69,0, , ,aktywna
,428.89,864,85.5,4.7,11111111,429.19,0,0,0,aktywna,428.59,0, , ,aktywna
,429.74,768,85.5,4.7,11111111,430.05,0,0,0,aktywna,429.47,0, , ,aktywna
,430.64,800,85.5,4.7,11111111,430.94,0,0,0,aktywna,430.34,0, , ,aktywna
,431.54,768,85.5,2.0,11111111,431.83,0,0,0,aktywna,431.24,0, , ,aktywna
,432.44,768,85.5,2.0,11111111,432.74,0,0,0,aktywna,432.14,0, , ,aktywna
,433.34,800,85.5,2.7,11111111,433.64,0,0,0,aktywna,433.03,0, , ,aktywna
,434.24,800,85.5,3.1,11111111,434.53,0,0,0,aktywna,433.94,0, , ,aktywna
,435.14,800,85.5,3.5,11111111,435.44,0,0,0,aktywna,434.83,0, , ,aktywna
,436.04,800,85.5,3.5,11111111,436.36,0,0,0,aktywna,435.73,0, , ,aktywna
,436.95,800,85.5,3.9,11111111,437.26,0,0,0,aktywna,436.66,0, , ,aktywna
,437.87,768,85.5,3.5,11111111,438.16,0,0,0,aktywna,437.57,0, , ,aktywna
,438.73,800,85.5,3.5,11111111,439.03,0,0,0,aktywna,438.46,0, , ,aktywna
,439.64,800,85.5,3.9,11111111,439.93,0,0,0,aktywna,439.33,0, , ,aktywna
,440.53,768,85.5,3.5,11111111,440.82,0,0,0,aktywna,440.24,0, , ,aktywna
,441.43,768,85.5,3.5,11111111,441.73,0,0,0,aktywna,441.12,0, , ,aktywna
,442.33,768,85.5,3.9,11111111,442.62,0,0,0,aktywna,442.03,0, , ,aktywna
,443.22,800,85.5,3.9,11111111,443.53,0,0,0,aktywna,442.92,0, , ,aktywna
,444.13,800,87.0,3.9,11111111,444.42,0,0,0,aktywna,443.83,0, , ,aktywna
,445.02,800,87.0,3.5,11111111,445.31,0,0,0,aktywna,444.72,0, , ,aktywna
,445.90,800,87.0,2.7,11111111,446.20,0,0,0,aktywna,445.60,0, , ,aktywna
,446.81,800,87.0,2.0,11111111,447.12,0,0,0,aktywna,446.50,0, , ,aktywna
,447.71,800,87.0,2.0,11111111,448.01,0,0,0,aktywna,447.41,0, , ,aktywna
,448.63,768,87.0,2.3,11111111,448.93,0,0,0,aktywna,448.33,0, , ,aktywna
,449.54,768,87.0,2.7,11111111,449.84,0,0,0,aktywna,449.24,0, , ,aktywna
,450.44,768,87.0,3.1,11111111,450.75,0,0,0,aktywna,450.14,0, , ,aktywna
,451.33,768,87.0,2.7,11111111,451.63,0,0,0,aktywna,451.04,0, , ,aktywna
,452.24,768,87.0,2.3,11111111,452.55,0,0,0,aktywna,451.93,0, , ,aktywna
,453.14,768,87.0,2.3,11111111,453.44,0,0,0,aktywna,452.84,0, , ,aktywna
,454.04,800,87.0,2.3,11111111,454.34,0,0,0,aktywna,453.74,0, , ,aktywna
,454.94,768,87.0,2.3,10111111,455.24,0,0,0,aktywna,454.64,0, , ,aktywna
,455.83,768,87.0,2.7,10111111,456.14,0,0,0,aktywna,455.53,0, , ,aktywna
,456.74,800,87.0,2.7,10111111,457.04,0,0,0,aktywna,456.44,0, , ,aktywna
,457.64,768,87.0,2.7,10111111,457.95,0,0,0,aktywna,457.34,0, , ,aktywna
,458.54,768,87.0,2.3,10111111,458.84,0,0,0,aktywna,458.24,0, , ,aktywna
,459.43,800,87.0,2.7,10111111,459.73,0,0,0,aktywna,459.14,0, , ,aktywna
,460.32,768,87.0,2.7,10111111,460.64,0,0,0,aktywna,460.03,0, , ,aktywna
,461.24,768,87.0,2.3,10111111,461.54,0,0,0,aktywna,460.94,0, , ,aktywna
,462.15,768,87.0,2.3,10111111,462.46,0,0,0,aktywna,461.84,0, , ,aktywna
,463.06,800,87.0,2.3,10111111,463.36,0,0,0,aktywna,462.76,0, , ,aktywna
,463.97,768,87.0,2.3,10111111,464.27,0,0,0,aktywna,463.67,0, , ,aktywna
,464.88,800,87.0,2.3,10111111,465.17,0,0,0,aktywna,464.57,0, , ,aktywna
,465.74,800,87.0,2.3,10111111,466.03,0,0,0,aktywna,465.47,0, , ,aktywna
,466.63,800,87.0,2.3,10111111,466.93,0,0,0,aktywna,466.34,0, , ,aktywna
,467.56,800,87.0,2.3,10111111,467.85,0,0,0,aktywna,467.25,0, , ,aktywna
,468.45,800,87.0,2.3,10111111,468.76,0,0,0,aktywna,468.16,0, , ,aktywna
,469.36,800,87.0,2.3,10111111,469.65,0,0,0,aktywna,469.06,0, , ,aktywna
,470.25,768,87.0,2.3,10111111,470.55,0,0,0,aktywna,469.95,0, , ,aktywna
,471.13,768,87.0,2.3,10111111,471.42,0,0,0,aktywna,470.85,0, , ,aktywna
,472.02,768,87.0,2.7,10111111,472.32,0,0,0,aktywna,471.72,0, , ,aktywna
,472.92,768,87.0,2.3,10111111,473.22,0,0,0,aktywna,472.63,0, , ,aktywna
,473.81,800,87.0,2.0,10111111,474.11,0,0,0,aktywna,473.51,0, , ,aktywna
,474.72,800,87.0,1.6,10111111,475.02,0,0,0,aktywna,474.40,0, , ,aktywna
,475.61,768,87.0,1.2,10111111,475.90,0,0,0,aktywna,475.31,0, , ,aktywna
,476.53,768,87.0,1.2,10111111,476.82,0,0,0,aktywna,476.22,0, , ,aktywna
,477.41,768,87.0,1.6,10111111,477.71,0,0,0,aktywna,477.12,0, , ,aktywna
,478.28,768,87.0,2.0,10111111,478.58,0,0,0,aktywna,477.99,0, , ,aktywna
,479.19,800,87.0,2.0,10111111,479.49,0,0,0,aktywna,478.89,0, , ,aktywna
,480.12,768,87.0,1.6,10111111,480.42,0,0,0,aktywna,479.80,0, , ,aktywna
,481.03,800,87.0,1.6,10111111,481.33,0,0,0,aktywna,480.73,0, , ,aktywna
,481.95,768,87.0,2.0,10111111,482.25,0,0,0,aktywna,481.64,0, , ,aktywna
,482.85,800,87.0,2.3,10111111,483.15,0,0,0,aktywna,482.55,0, , ,aktywna
,483.76,800,87.0,2.3,10111111,484.05,0,0,0,aktywna,483.45,0, , ,aktywna
,484.66,800,87.0,2.7,10111111,484.95,0,0,0,aktywna,484.36,0, , ,aktywna
,485.55,800,87.0,2.7,10111111,485.85,0,0,0,aktywna,485.25,0, , ,aktywna
,486.45,800,87.0,2.7,10111111,486.75,0,0,0,aktywna,486.14,0, , ,aktywna
,487.34,768,87.0,2.3,10111111,487.65,0,0,0,aktywna,487.04,0, , ,aktywna
,488.25,800,87.0,2.3,10111111,488.55,0,0,0,aktywna,487.95,0, , ,aktywna
,489.15,800,87.0,2.0,10111111,489.45,0,0,0,aktywna,488.85,0, , ,aktywna
,490.05,800,88.5,1.6,10111111,490.35,0,0,0,aktywna,489.75,0, , ,aktywna
,490.95,800,88.5,1.6,10111111,491.26,0,0,0,aktywna,490.64,0, , ,aktywna
,491.86,768,88.5,1.6,10111111,492.15,0,0,0,aktywna,491.56,0, , ,aktywna
,492.74,800,88.5,2.0,10111111,493.03,0,0,0,aktywna,492.45,0, , ,aktywna
,493.63,800,88.5,2.3,10111111,493.93,0,0,0,aktywna,493.35,0, , ,aktywna
,494.54,800,88.5,2.3,10111111,494.85,0,0,0,aktywna,494.25,0, , ,aktywna
,495.45,800,88.5,2.3,10111111,495.75,0,0,0,aktywna,495.14,0, , ,aktywna
,496.36,800,88.5,2.3,10111111,496.66,0,0,0,aktywna,496.05,0, , ,aktywna
,497.25,800,88.5,2.3,10111111,497.54,0,0,0,aktywna,496.95,0, , ,aktywna
,498.18,800,88.5,2.0,10111111,498.49,0,0,0,aktywna,497.87,0, , ,aktywna
,499.08,768,88.5,1.6,10111111,499.38,0,0,0,aktywna,498.78,0, , ,aktywna
,499.98,800,88.5,1.6,10111111,500.29,0,0,0,aktywna,499.69,0, , ,aktywna
,500.90,800,88.5,1.6,10111111,501.22,0,0,0,aktywna,500.60,0, , ,aktywna
,501.82,800,88.5,2.0,10111111,502.12,0,0,0,aktywna,501.52,0, , ,aktywna
,502.71,800,88.5,2.0,10111111,503.00,0,0,0,aktywna,502.42,0, , ,aktywna
,503.61,768,88.5,2.0,10111111,503.91,0,0,0,aktywna,503.31,0, , ,aktywna
,504.51,768,88.5,2.0,10111111,504.82,0,0,0,aktywna,504.22,0, , ,aktywna
,505.42,800,88.5,2.3,10111111,505.72,0,0,0,aktywna,505.12,0, , ,aktywna
,506.33,800,88.5,2.3,10111111,506.63,0,0,0,aktywna,506.01,0, , ,aktywna
,507.23,768,88.5,2.3,10111111,507.53,0,0,0,aktywna,506.93,0, , ,aktywna
,508.13,768,88.5,2.3,10111111,508.41,0,0,0,aktywna,507.83,0, , ,aktywna
,509.00,800,88.5,2.3,10111111,509.30,0,0,0,aktywna,508.70,0, , ,aktywna
,509.91,768,88.5,2.0,10111111,510.20,0,0,0,aktywna,509.61,0, , ,aktywna
,510.79,768,88.5,2.0,10111111,511.07,0,0,0,aktywna,510.50,0, , ,aktywna
,511.69,800,88.5,2.0,10111111,511.99,0,0,0,aktywna,511.37,0, , ,aktywna
,512.57,800,88.5,2.0,10111111,512.87,0,0,0,aktywna,512.27,0, , ,aktywna
,513.47,800,88.5,1.6,10111111,513.76,0,0,0,aktywna,513.17,0, , ,aktywna
,514.37,800,88.5,1.2,10111111,514.67,0,0,0,aktywna,514.06,0, , ,aktywna
,515.27,800,88.5,1.2,10111111,515.56,0,0,0,aktywna,514.97,0, , ,aktywna
,516.16,800,88.5,1.6,10111111,516.46,0,0,0,aktywna,515.86,0, , ,aktywna
,517.08,800,90.0,1.6,10111111,517.39,0,0,0,aktywna,516.76,0, , ,aktywna
,517.99,768,88.5,2.0,10111111,518.30,0,0,0,aktywna,517.69,0, , ,aktywna
,518.89,800,90.0,2.0,10111111,519.20,0,0,0,aktywna,518.59,0, , ,aktywna
,519.80,800,90.0,2.0,10111111,520.10,0,0,0,aktywna,519.50,0, , ,aktywna
,520.69,800,90.0,1.6,10111111,520.97,0,0,0,aktywna,520.41,0, , ,aktywna
,521.59,768,90.0,1.6,10111111,521.89,0,0,0,aktywna,521.26,0, , ,aktywna
,522.46,768,90.0,1.6,10111111,522.75,0,0,0,aktywna,522.17,0, , ,aktywna
,523.36,768,90.0,1.6,10111111,523.66,0,0,0,aktywna,523.05,0, , ,aktywna
,524.25,800,90.0,1.6,10111111,524.55,0,0,0,aktywna,523.96,0, , ,aktywna
,525.16,768,90.0,1.6,10111111,525.45,0,0,0,aktywna,524.86,0, , ,aktywna
,526.05,800,90.0,1.6,10111111,526.36,0,0,0,aktywna,525.75,0, , ,aktywna
,526.96,800,90.0,1.6,10111111,527.25,0,0,0,aktywna,526.66,0, , ,aktywna
,527.84,768,90.0,1.2,10111111,528.15,0,0,0,aktywna,527.55,0, , ,aktywna
,528.76,800,90.0,1.6,10111111,529.06,0,0,0,aktywna,528.45,0, , ,aktywna
,529.65,800,90.0,1.6,10111111,529.96,0,0,0,aktywna,529.36,0, , ,aktywna
,530.55,800,90.0,1.6,10111111,530.86,0,0,0,aktywna,530.25,0, , ,aktywna
,531.47,800,90.0,1.6,10111111,531.75,0,0,0,aktywna,531.17,0, , ,aktywna
,532.34,768,90.0,1.6,10111111,532.64,0,0,0,aktywna,532.04,0, , ,aktywna
,533.24,800,90.0,2.0,10111111,533.55,0,0,0,aktywna,532.94,0, , ,aktywna
,534.15,800,90.0,2.0,10111111,534.45,0,0,0,aktywna,533.84,0, , ,aktywna
,535.05,800,90.0,1.6,10111111,535.36,0,0,0,aktywna,534.75,0, , ,aktywna
,535.97,768,90.0,1.6,10111111,536.28,0,0,0,aktywna,535.67,0, , ,aktywna
,536.88,768,90.0,1.6,10111111,537.17,0,0,0,aktywna,536.58,0, , ,aktywna
,537.77,800,90.0,1.6,10111111,538.07,0,0,0,aktywna,537.47,0, , ,aktywna
,538.66,800,90.0,1.6,10111111,538.96,0,0,0,aktywna,538.37,0, , ,aktywna
,539.55,768,90.0,1.6,10111111,539.85,0,0,0,aktywna,539.25,0, , ,aktywna
,540.44,800,91.5,2.0,10111111,540.73,0,0,0,aktywna,540.14,0, , ,aktywna
,541.35,768,91.5,1.6,10111111,541.65,0,0,0,aktywna,541.03,0, , ,aktywna
,542.24,768,91.5,1.2,10111111,542.53,0,0,0,aktywna,541.95,0, , ,aktywna
