Wtorek,18,Sierpień,2026,17:23:46:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,216.71,0,85.5,0.0,10110111,216.98,0,12.32,85.5,45.0,216.45,0,0.0,0.0,0.0
,217.52,0,85.5,0.0,10110111,217.80,0,12.32,85.5,45.0,217.25,0,0.0,0.0,0.0
,218.34,0,85.5,0.0,10110111,218.60,0,12.32,85.5,45.0,218.08,0,0.0,0.0,0.0
,219.14,0,85.5,0.0,10110111,219.40,0,12.32,85.5,45.0,218.87,0,0.0,0.0,0.0
,219.94,0,85.5,0.0,10110111,220.20,0,12.32,85.5,45.0,219.67,0,0.0,0.0,0.0
,220.73,0,85.5,0.0,10110111,221.00,0,12.32,85.5,45.0,220.47,0,0.0,0.0,0.0
,221.54,0,85.5,0.0,10110111,221.81,0,12.32,85.5,45.0,221.27,0,0.0,0.0,0.0
,222.34,0,85.5,0.0,10110111,222.61,0,12.32,85.5,45.0,222.08,0,0.0,0.0,0.0
,223.14,0,85.5,0.0,10110111,223.40,0,12.32,85.5,45.0,222.87,0,0.0,0.0,0.0
,223.94,0,85.5,0.0,10110111,224.21,0,12.32,85.5,45.0,223.67,0,0.0,0.0,0.0
