Czwartek,23,Lipiec,2026,08:45:26:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Napięcie, , 
,260.19,1376,81.0,-1.2,11101011,260.52,1408,25.1,3.09,336.6,259.83,-1.6,1.52, , 
,261.19,1376,81.0,0.8,11101011,261.53,1376,28.2,3.09,377.4,260.85,0.0,1.56, , 
,262.25,1408,81.0,3.5,11101011,262.62,1440,34.1,4.12,438.6,261.88,2.0,1.56, , 
,263.41,1504,81.0,7.8,11101011,263.77,1536,41.2,6.18,499.8,263.03,5.5,1.56, , 
,264.52,1664,81.0,11.7,11101011,264.89,1760,44.3,6.18,520.2,264.14,10.9,1.56, , 
,265.63,1888,81.0,11.3,11101011,265.98,1984,44.3,6.18,520.2,265.28,13.3,1.41, , 
,266.67,2112,81.0,10.2,11101001,267.00,2176,54.5,8.24,632.4,266.33,10.5,1.33, , 
,267.69,2368,81.0,4.7,11101001,268.06,2464,57.6,8.24,652.8,267.33,7.0,1.37, , 
,268.75,2656,81.0,0.8,11101001,269.07,2752,56.1,8.24,632.4,268.40,2.0,1.37, , 
,269.76,2816,81.0,0.0,11111101,270.10,2304,0.0,0.00,295.8,269.43,-0.4,1.48, , 
,270.81,1984,81.0,0.0,11101001,271.19,1920,17.6,2.06,275.4,270.45,0.0,3.87, , 
,271.91,1952,81.0,-3.9,11101011,272.26,1984,35.3,4.12,438.6,271.55,0.0,0.74, , 
,272.95,2048,81.0,0.0,11101001,273.29,2080,51.8,7.21,612.0,272.60,-0.4,1.60, , 
,273.96,2144,81.0,2.3,11101001,274.30,2176,44.3,6.18,550.8,273.61,2.0,1.56, , 
,274.97,2208,81.0,0.0,11101001,275.31,2208,20.8,3.09,295.8,274.65,0.0,1.56, , 
,275.99,2240,81.0,-6.6,11101001,276.33,2272,38.4,5.15,459.0,275.64,-9.8,1.21, , 
,277.02,2304,81.0,0.8,11101001,277.35,2336,38.4,5.15,459.0,276.67,1.2,1.64, , 
,278.04,2400,82.5,0.0,11101001,278.39,2464,76.9,11.33,846.6,277.69,0.0,1.48, , 
,279.04,2592,81.0,0.0,11101001,279.36,2656,85.5,13.39,928.2,278.71,0.0,1.33, , 
,280.05,2816,82.5,-7.4,11101001,280.38,2880,85.5,12.36,928.2,279.71,-5.9,1.41, , 
,281.12,2976,82.5,0.0,11111101,281.45,2432,0.0,0.00,295.8,280.80,-10.2,1.45, , 
,282.13,2240,82.5,0.0,11101001,282.46,2208,36.9,5.15,438.6,281.78,0.0,3.75, , 
,283.14,2240,82.5,4.3,11101001,283.47,2272,47.1,6.18,550.8,282.80,3.1,1.64, , 
,284.15,2272,81.0,7.0,11101001,284.49,2304,53.3,8.24,612.0,283.80,6.3,1.60, , 
,285.17,2304,81.0,6.3,11101001,285.49,2336,62.0,9.27,693.6,284.84,6.3,1.41, , 
,286.16,2368,81.0,0.0,11101001,286.51,2400,84.3,13.39,928.2,285.82,0.0,1.41, , 
,287.19,2464,81.0,0.0,11101001,287.54,2496,90.2,14.42,969.0,286.84,-3.9,1.33, , 
,288.21,2560,82.5,-4.7,11101001,288.53,2560,90.2,13.39,969.0,287.88,-4.3,1.45, , 
,289.25,2624,82.5,-5.9,11101001,289.56,2656,90.2,13.39,969.0,288.88,-5.5,1.52, , 
,290.26,2720,81.0,-7.0,11101001,290.60,2752,90.2,13.39,969.0,289.91,-5.9,1.48, , 
,291.29,2816,81.0,-6.6,11101001,291.65,2816,90.2,13.39,969.0,290.94,-7.0,1.45, , 
,292.28,2880,81.0,-7.8,11101001,292.61,2912,90.2,13.39,969.0,291.97,-7.0,1.52, , 
,293.32,2944,81.0,-9.8,11101001,293.58,2976,90.2,13.39,969.0,293.05,-9.0,1.48, , 
,294.22,3008,81.0,-10.9,11101001,294.52,3040,90.2,13.39,969.0,293.85,-10.5,1.45, , 
,295.21,3072,81.0,-11.7,11101001,295.56,3104,88.6,12.36,948.6,294.86,-11.7,1.45, , 
,296.29,2496,81.0,0.0,11111101,296.66,1984,0.0,0.00,275.4,295.97,0.0,1.29, , 
,297.35,2368,81.0,0.0,11101001,297.68,2336,53.3,8.24,612.0,297.01,0.0,1.91, , 
,298.33,2336,81.0,0.0,11101001,298.66,2336,63.5,9.27,693.6,298.01,0.0,1.33, , 
,299.39,2368,81.0,-2.0,11101001,299.72,2368,60.4,8.24,693.6,299.04,-1.2,1.52, , 
,300.38,2368,81.0,0.0,11101001,300.71,2400,50.2,7.21,591.6,300.04,0.0,1.60, , 
,301.41,2400,82.5,2.7,11101001,301.78,2400,51.8,7.21,591.6,301.05,1.6,1.56, , 
,302.46,2432,82.5,0.0,11101001,302.80,2432,60.4,8.24,673.2,302.10,0.0,1.52, , 
,303.51,2432,82.5,-1.6,11101001,303.88,2432,60.4,8.24,673.2,303.16,-0.8,1.52, , 
,304.59,2464,82.5,-2.0,11101001,304.95,2464,53.3,7.21,612.0,304.24,-2.3,1.48, , 
,305.65,2464,82.5,1.6,11101001,305.96,2464,50.2,7.21,571.2,305.31,0.8,1.52, , 
,306.61,2496,82.5,3.5,11101001,306.97,2496,31.0,3.09,397.8,306.29,3.1,1.52, , 
,307.68,2464,81.0,-6.3,11101001,308.03,2496,17.6,2.06,244.8,307.31,0.0,1.41, , 
,308.72,2432,81.0,-4.3,11101001,309.07,2432,17.6,2.06,244.8,308.36,-3.5,1.52, , 
,309.75,2400,81.0,-5.1,11101001,310.08,2400,17.6,2.06,244.8,309.41,-5.1,1.56, , 
,310.72,2368,81.0,-12.1,11101001,311.04,2368,28.2,3.09,357.0,310.40,-8.6,1.25, , 
,311.72,2368,81.0,-1.6,11101001,312.06,2336,34.1,4.12,418.2,311.42,-4.7,1.64, , 
,312.73,2336,81.0,-0.4,11101001,313.05,2336,22.0,3.09,295.8,312.40,-0.4,1.60, , 
,313.70,2336,81.0,-0.4,11111101,314.02,2304,0.0,0.00,244.8,313.39,-7.8,1.17, , 
,314.66,2304,81.0,0.0,11111101,315.00,2272,0.0,0.00,244.8,314.33,0.0,3.75, , 
,315.67,2240,81.0,0.0,11111101,315.98,2208,0.0,0.00,244.8,315.33,0.0,3.95, , 
,316.65,2176,81.0,0.0,11111101,316.98,2144,0.0,0.00,244.8,316.32,0.0,3.95, , 
,317.69,2112,81.0,0.0,11111101,318.03,2080,0.0,0.00,244.8,317.35,0.0,3.98, , 
,318.73,2048,81.0,0.0,11111101,319.08,2016,0.0,0.00,244.8,318.38,0.0,3.91, , 
,319.80,1984,81.0,0.0,11111111,320.15,1952,0.0,0.00,244.8,319.44,0.0,3.95, , 
,320.85,1888,81.0,0.0,11111111,321.19,1856,0.0,0.00,275.4,320.51,0.0,3.95, , 
,321.91,1728,81.0,0.0,11111111,322.26,1696,0.0,0.00,316.2,321.57,0.0,3.91, , 
,322.89,1664,81.0,0.0,11111111,323.19,1184,23.5,3.09,336.6,322.59,0.0,4.02, , 
,323.84,960,81.0,0.0,11111111,324.16,928,28.2,4.12,397.8,323.50,0.0,3.95, , 
,324.77,1024,81.0,0.0,11101011,325.17,1408,23.5,3.09,336.6,324.45,0.0,1.21, , 
,325.89,1952,81.0,4.3,11101011,326.25,1984,23.5,3.09,316.2,325.54,0.4,1.25, , 
,326.98,1984,81.0,0.0,11101011,327.34,1984,42.7,6.18,499.8,326.63,0.0,1.48, , 
,328.05,2016,81.0,0.0,11101001,328.40,2016,48.6,6.18,571.2,327.69,5.5,1.68, , 
,329.11,2048,81.0,4.3,11101001,329.45,2080,38.4,4.12,479.4,328.75,3.9,1.68, , 
,330.10,2080,81.0,0.0,11101001,330.46,2080,23.5,3.09,336.6,329.77,0.0,1.60, , 
,331.15,2080,81.0,-3.5,11101001,331.50,2080,29.4,4.12,377.4,330.81,-5.1,1.37, , 
,332.21,2080,79.5,-2.7,11101001,332.56,2080,29.4,4.12,377.4,331.85,-2.3,1.56, , 
,333.24,2080,79.5,-2.0,11101001,333.60,2080,36.9,5.15,438.6,332.89,-2.7,1.52, , 
,334.32,2112,81.0,2.3,11101001,334.66,2112,36.9,5.15,438.6,333.97,1.6,1.56, , 
,335.37,2144,79.5,4.7,11101001,335.71,2144,35.3,5.15,438.6,335.01,4.3,1.52, , 
,336.38,2144,79.5,3.5,11101001,336.71,2144,35.3,5.15,438.6,336.04,3.9,1.45, , 
,337.38,2144,79.5,3.5,11101001,337.74,2144,40.0,5.15,479.4,337.03,3.5,1.45, , 
,338.40,2144,79.5,3.5,11101001,338.73,2176,36.9,5.15,438.6,338.08,3.9,1.48, , 
,339.46,2176,79.5,3.1,11101001,339.80,2176,36.9,5.15,438.6,339.09,3.5,1.45, , 
,340.51,2176,79.5,3.5,11101001,340.84,2176,38.4,5.15,459.0,340.16,3.1,1.48, , 
,341.51,2208,79.5,3.5,11101001,341.86,2208,36.9,5.15,459.0,341.17,3.5,1.48, , 
,342.55,2208,79.5,3.9,11101001,342.87,2208,35.3,5.15,438.6,342.20,3.5,1.52, , 
,343.55,2208,79.5,1.6,11101001,343.90,2208,26.7,3.09,336.6,343.21,2.3,1.45, , 
,344.58,2176,79.5,-5.9,11101001,344.89,2176,20.8,2.06,295.8,344.24,-2.7,1.29, , 
,345.57,2176,79.5,-6.6,11101001,345.89,2144,17.6,2.06,244.8,345.24,-10.9,1.25, , 
,346.58,2112,79.5,-3.5,11101001,346.92,2112,17.6,2.06,244.8,346.23,-5.1,1.56, , 
,347.62,2080,81.0,-2.0,11101001,347.95,2080,17.6,2.06,244.8,347.25,-2.3,1.60, , 
,348.66,2048,79.5,1.2,11101001,349.00,2016,17.6,2.06,244.8,348.31,-0.8,1.45, , 
,349.70,2016,79.5,0.4,11101001,350.07,1984,17.6,2.06,275.4,349.35,2.0,1.60, , 
,350.78,1952,79.5,-0.4,11101011,351.14,1952,29.4,4.12,377.4,350.43,-1.2,1.29, , 
,351.85,1984,79.5,0.0,11101011,352.21,1984,44.3,6.18,520.2,351.51,0.0,1.64, , 
,352.92,2016,79.5,7.4,11101001,353.30,2016,44.3,6.18,520.2,352.56,5.5,1.64, , 
,354.01,2016,79.5,10.5,11101001,354.35,2016,41.2,6.18,499.8,353.64,10.2,1.52, , 
,355.07,2016,79.5,11.3,11101001,355.41,2048,35.3,5.15,438.6,354.71,11.3,1.48, , 
,356.14,2016,79.5,3.5,11101001,356.48,2016,28.2,4.12,377.4,355.77,9.4,1.37, , 
,357.17,2016,79.5,1.2,11101001,357.53,1984,14.9,2.06,244.8,356.82,-1.2,1.29, , 
,358.28,1952,81.0,-7.0,11101011,358.64,1952,26.7,3.09,357.0,357.92,0.4,1.41, , 
,359.39,1952,79.5,-3.1,11101011,359.76,1952,50.2,7.21,591.6,359.02,-4.3,1.56, , 
,360.48,1952,79.5,1.2,11101011,360.82,1984,62.0,9.27,693.6,360.11,0.0,1.60, , 
,361.54,1984,79.5,2.3,11101001,361.88,2016,60.4,9.27,693.6,361.17,2.0,1.48, , 
,362.58,2048,79.5,4.3,11101001,362.94,2048,57.6,8.24,673.2,362.23,3.9,1.48, , 
,363.61,2080,79.5,5.5,11101001,363.97,2080,53.3,7.21,612.0,363.27,4.7,1.52, , 
,364.67,2112,79.5,5.1,11101001,365.03,2144,50.2,7.21,591.6,364.32,5.1,1.48, , 
,365.74,2144,79.5,4.3,11101001,366.10,2144,41.2,6.18,499.8,365.38,4.3,1.48, , 
,366.76,2176,81.0,2.7,11101001,367.09,2144,35.3,5.15,438.6,366.43,3.5,1.48, , 
,367.76,2176,81.0,-3.5,11101001,368.11,2176,22.0,3.09,295.8,367.42,-0.4,1.33, , 
,368.79,2144,79.5,-10.5,11101001,369.14,2144,22.0,2.06,295.8,368.44,-8.6,1.25, , 
,369.81,2112,81.0,-14.5,11101001,370.18,2112,22.0,2.06,295.8,369.49,-14.1,1.41, , 
,370.84,2048,79.5,-14.8,11101001,371.18,2048,16.1,2.06,244.8,370.51,-17.2,1.45, , 
,371.87,2048,79.5,-8.6,11101001,372.21,2016,16.1,2.06,244.8,371.52,-5.1,2.03, , 
,372.87,1984,81.0,0.0,11111111,373.20,1952,0.0,0.00,244.8,372.55,-3.9,1.52, , 
,373.91,1920,79.5,0.0,11111111,374.23,1888,0.0,0.00,275.4,373.57,0.0,3.75, , 
,374.98,1888,79.5,0.0,11101011,375.35,1824,50.2,8.24,591.6,374.61,0.0,2.93, , 
,376.12,1888,81.0,0.0,11101011,376.47,1920,73.7,11.33,826.2,375.73,0.0,1.48, , 
,377.17,1952,81.0,0.0,11101011,377.54,1952,56.1,8.24,652.8,376.84,0.0,1.33, , 
,378.25,1984,81.0,1.6,11101011,378.62,1984,47.1,7.21,550.8,377.89,0.8,1.52, , 
,379.32,2016,79.5,4.7,11101001,379.67,2016,47.1,7.21,571.2,378.96,3.9,1.56, , 
,380.39,2016,81.0,0.0,11101001,380.74,2016,26.7,3.09,357.0,380.03,4.7,1.45, , 
,381.45,2016,79.5,-5.9,11101001,381.82,2016,26.7,3.09,357.0,381.08,-3.9,1.33, , 
,382.53,1984,79.5,-7.8,11101001,382.89,1984,29.4,4.12,377.4,382.19,-7.4,1.45, , 
,383.66,1984,81.0,-6.6,11101011,384.01,1984,29.4,4.12,397.8,383.27,-7.0,1.52, , 
,384.72,1952,81.0,-2.3,11101011,385.07,1984,38.4,5.15,479.4,384.36,-5.1,1.60, , 
,385.78,1952,79.5,-1.2,11101011,386.16,1952,28.2,4.12,377.4,385.43,0.0,1.56, , 
,386.91,1952,81.0,-3.9,11101011,387.26,1952,28.2,4.12,377.4,386.54,-3.1,1.41, , 
,387.97,1920,81.0,-3.5,11101011,388.35,1920,34.1,4.12,418.2,387.62,-3.9,1.48, , 
,389.08,1920,79.5,-2.3,11101011,389.45,1920,35.3,5.15,438.6,388.72,-3.1,1.52, , 
,390.17,1920,81.0,0.4,11101011,390.55,1920,35.3,5.15,438.6,389.82,0.0,1.52, , 
,391.29,1920,81.0,1.2,11101011,391.63,1920,23.5,3.09,336.6,390.92,2.0,1.45, , 
,392.34,1888,79.5,-2.0,11101011,392.70,1888,17.6,2.06,275.4,391.99,-2.0,1.37, , 
,393.41,1856,81.0,-1.6,11111111,393.77,1856,0.0,0.00,295.8,393.06,-3.5,1.33, , 
,394.47,1824,79.5,0.0,11111111,394.77,1792,0.0,0.00,295.8,394.12,0.0,3.09, , 
,395.46,1728,81.0,0.0,11111111,395.79,1760,20.8,3.09,295.8,395.13,0.0,3.95, , 
,396.49,1664,81.0,0.0,11101011,396.83,1664,42.7,6.18,499.8,396.14,0.0,1.68, , 
,397.52,1664,81.0,0.0,11101011,397.87,1664,59.2,9.27,693.6,397.18,0.0,1.52, , 
,398.58,1696,79.5,2.7,11101011,398.94,1696,59.2,9.27,693.6,398.20,1.6,1.60, , 
,399.69,1728,81.0,4.3,11101011,400.07,1728,59.2,9.27,673.2,399.30,3.9,1.56, , 
,400.79,1760,81.0,7.4,11101011,401.16,1760,63.5,10.30,734.4,400.41,5.9,1.52, , 
,401.86,1792,81.0,0.0,11101011,402.19,1792,32.5,4.12,418.2,401.54,5.5,1.48, , 
,402.92,1792,81.0,2.0,11101011,403.30,1792,31.0,4.12,418.2,402.59,0.0,1.64, , 
,404.03,1824,79.5,0.4,11101011,404.42,1824,31.0,4.12,397.8,403.66,0.0,1.48, , 
,405.15,1856,81.0,0.0,11101011,405.51,1856,29.4,4.12,397.8,404.78,0.4,1.52, , 
,406.24,1888,81.0,-1.2,11101011,406.61,1888,29.4,4.12,377.4,405.86,-1.6,1.45, , 
,407.32,1920,81.0,-3.1,11101011,407.68,1920,28.2,3.09,377.4,406.96,-2.0,1.45, , 
,408.40,1920,79.5,-5.5,11101011,408.76,1888,17.6,2.06,275.4,408.03,-4.7,1.45, , 
,409.48,1888,79.5,-5.5,11101011,409.84,1920,17.6,2.06,275.4,409.12,-3.5,1.60, , 
,410.57,1888,81.0,-3.5,11101011,410.94,1888,17.6,2.06,275.4,410.20,-4.7,1.56, , 
,411.69,1920,79.5,-7.4,11101011,412.06,1888,20.8,2.06,295.8,411.31,-4.3,1.45, , 
,412.78,1920,81.0,-11.3,11101011,413.14,1920,26.7,3.09,357.0,412.42,-12.1,1.37, , 
,413.86,1888,81.0,-6.6,11101011,414.22,1920,40.0,5.15,479.4,413.50,-9.0,1.60, , 
,414.96,1952,81.0,-0.8,11101011,415.31,1952,45.9,6.18,550.8,414.58,-2.3,1.64, , 
,416.05,1984,79.5,5.1,11101011,416.41,1984,47.1,7.21,571.2,415.67,2.7,1.56, , 
,417.10,2016,81.0,7.0,11101001,417.47,2048,50.2,7.21,591.6,416.76,7.0,1.45, , 
,418.18,2048,81.0,5.1,11101001,418.51,2080,54.5,8.24,632.4,417.83,5.9,1.41, , 
,419.21,2112,79.5,3.9,11101001,419.56,2112,53.3,8.24,632.4,418.85,4.3,1.45, , 
,420.27,2144,79.5,2.0,11101001,420.60,2176,79.6,13.39,867.0,419.91,3.9,1.48, , 
,421.28,2240,79.5,0.0,11101001,421.61,2272,87.1,14.42,948.6,420.94,0.0,1.09, , 
,422.28,2336,79.5,-6.3,11101001,422.66,2368,88.6,13.39,948.6,421.95,-5.1,1.33, , 
,423.35,2432,79.5,-8.2,11101001,423.69,2464,85.5,12.36,928.2,422.98,-7.8,1.52, , 
,424.35,2528,79.5,-11.7,11101001,424.70,2560,81.2,11.33,887.4,424.01,-10.2,1.48, , 
,425.34,2624,79.5,-13.3,11101001,425.68,2656,79.6,11.33,867.0,425.02,-13.3,1.48, , 
,426.37,2688,79.5,-12.9,11101001,426.70,2752,62.0,9.27,693.6,426.04,-13.7,1.52, , 
,427.38,2752,79.5,-1.2,11101001,427.75,2784,51.8,7.21,591.6,427.06,0.0,1.41, , 
,428.42,2816,79.5,1.2,11101001,428.77,2816,63.5,9.27,714.0,428.08,0.8,1.56, , 
,429.46,2848,79.5,-2.3,11101001,429.79,2880,72.2,10.30,795.6,429.14,-2.0,1.48, , 
,430.45,2912,79.5,-6.6,11101001,430.88,2944,72.2,10.30,775.2,430.11,-5.5,1.45, , 
,431.62,2944,81.0,0.0,11101001,432.03,2976,57.6,8.24,652.8,431.15,0.0,1.45, , 
,432.57,2976,79.5,1.2,11101001,433.02,3008,42.7,6.18,499.8,432.30,-0.4,1.52, , 
,433.68,3040,79.5,3.5,11101001,434.12,3008,41.2,6.18,479.4,433.39,2.7,1.48, , 
,434.85,3008,81.0,4.3,11101001,435.14,3008,42.7,6.18,499.8,434.40,3.9,1.52, , 
,435.85,3040,81.0,3.9,11101001,436.25,3040,44.3,6.18,520.2,435.56,3.5,1.48, , 
,437.02,3040,81.0,4.3,11101001,437.38,3072,44.3,6.18,499.8,436.66,4.7,1.48, , 
,438.05,3072,81.0,3.5,11101001,438.37,3072,44.3,6.18,499.8,437.72,3.5,1.48, , 
,439.04,3072,81.0,2.0,11101001,439.35,3072,34.1,4.12,418.2,438.72,3.1,1.45, , 
,440.00,3072,81.0,-1.6,11101001,440.33,3040,28.2,4.12,357.0,439.68,-0.4,1.41, , 
,441.04,3072,81.0,0.0,11101001,441.37,3104,79.6,12.36,867.0,440.69,-3.9,1.45, , 
,442.01,3040,81.0,0.0,11111101,442.32,2656,0.0,0.00,295.8,441.75,0.0,1.17, , 
,443.02,1984,81.0,0.0,11101011,443.33,2368,54.5,9.27,591.6,442.68,0.0,3.95, , 
,443.99,2368,81.0,0.0,11101001,444.31,2400,85.5,14.42,928.2,443.67,0.0,1.21, , 
,445.04,2432,81.0,-5.9,11101001,445.40,2464,81.2,11.33,887.4,444.68,-5.1,1.21, , 
,446.10,2496,81.0,0.0,11101001,446.44,2496,66.3,9.27,734.4,445.74,0.0,1.41, , 
,447.07,2496,81.0,0.0,11101001,447.42,2496,48.6,7.21,571.2,446.76,-3.1,1.45, , 
,448.10,2496,81.0,1.2,11101001,448.41,2496,48.6,7.21,571.2,447.77,0.8,1.56, , 
,449.12,2464,81.0,1.6,11101001,449.46,2464,47.1,7.21,550.8,448.76,1.6,1.48, , 
,450.21,2464,81.0,3.1,11101001,450.54,2464,34.1,4.12,438.6,449.85,3.5,1.52, , 
,451.24,2400,81.0,-6.3,11111101,451.55,2400,0.0,0.00,244.8,450.89,0.0,1.45, , 
,452.21,2336,81.0,0.0,11111101,452.53,2304,0.0,0.00,244.8,451.88,0.0,3.13, , 
,453.20,2240,81.0,0.0,11111101,453.53,2176,0.0,0.00,244.8,452.86,0.0,3.91, , 
,454.21,2016,81.0,0.0,11111101,454.56,1984,0.0,0.00,244.8,453.87,0.0,3.95, , 
,455.27,1824,81.0,0.0,11111111,455.60,1760,0.0,0.00,295.8,454.92,0.0,3.87, , 
,456.28,1664,82.5,0.0,11111111,456.62,1312,0.0,0.00,336.6,455.93,0.0,3.95, , 
,457.23,960,82.5,0.0,11111111,457.52,960,29.4,4.12,418.2,456.94,0.0,3.87, , 
,458.17,1920,81.0,0.0,11101011,458.52,1888,17.6,2.06,275.4,457.84,0.0,1.02, , 
,459.23,1888,81.0,0.0,11101011,459.59,1888,40.0,5.15,479.4,458.88,0.0,1.17, , 
,460.34,1920,81.0,0.0,11101011,460.69,1920,44.3,6.18,550.8,459.97,0.0,1.56, , 
,461.42,1920,81.0,2.0,11101011,461.80,1952,53.3,8.24,632.4,461.05,0.0,1.72, , 
,462.53,1984,82.5,1.6,11101011,462.90,1984,42.7,5.15,520.2,462.16,1.2,1.45, , 
,463.60,1984,82.5,1.2,11101001,463.96,2016,44.3,6.18,520.2,463.25,0.0,1.56, , 
,464.67,2016,81.0,3.9,11101001,465.05,2016,47.1,7.21,571.2,464.32,3.5,1.56, , 
,465.75,2048,81.0,5.9,11101001,466.09,2048,38.4,5.15,479.4,465.38,5.5,1.56, , 
,466.80,2048,81.0,0.0,11101001,467.15,2048,26.7,4.12,357.0,466.47,3.5,1.37, , 
,467.85,2048,81.0,-3.5,11101001,468.19,2016,17.6,2.06,275.4,467.50,-2.0,1.37, , 
,468.90,2016,81.0,-4.7,11101001,469.24,1984,19.2,2.06,275.4,468.54,-3.9,1.45, , 
,469.95,1984,81.0,-8.2,11101011,470.31,1984,32.5,4.12,397.8,469.59,-10.2,1.33, , 
,471.03,1984,81.0,-4.3,11101001,471.40,1984,41.2,5.15,499.8,470.67,-6.6,1.64, , 
,472.10,2016,81.0,1.2,11101001,472.46,2016,41.2,6.18,499.8,471.76,-0.4,1.68, , 
,473.14,2016,81.0,5.9,11101001,473.51,2016,40.0,6.18,479.4,472.80,5.5,1.52, , 
,474.21,2016,81.0,0.0,11101001,474.55,2016,25.1,3.09,336.6,473.86,7.4,1.48, , 
,475.29,2016,81.0,-3.9,11101001,475.63,2016,23.5,3.09,336.6,474.92,-2.7,1.33, , 
,476.35,1984,81.0,-7.4,11101001,476.71,1984,23.5,3.09,336.6,475.99,-6.3,1.37, , 
,477.40,1984,81.0,-7.8,11101011,477.76,1984,25.1,3.09,336.6,477.05,-7.8,1.52, , 
,478.47,1952,81.0,-7.4,11101011,478.84,1952,22.0,2.06,316.2,478.11,-7.0,1.56, , 
,479.56,1952,81.0,-7.4,11101011,479.94,1920,22.0,2.06,316.2,479.19,-6.3,1.45, , 
,480.70,1920,81.0,-9.0,11101011,481.07,1920,22.0,2.06,316.2,480.33,-8.6,1.48, , 
,481.79,1920,81.0,-9.4,11101011,482.15,1888,23.5,3.09,336.6,481.43,-9.8,1.52, , 
,482.88,1888,81.0,-0.8,11101011,483.26,1888,25.1,3.09,336.6,482.51,-2.3,1.60, , 
,483.99,1856,81.0,3.1,11101011,484.35,1856,25.1,3.09,336.6,483.62,2.0,1.60, , 
,485.10,1856,81.0,6.6,11101011,485.47,1856,28.2,3.09,357.0,484.72,5.5,1.52, , 
,486.22,1856,81.0,10.5,11101011,486.59,1856,29.4,4.12,397.8,485.85,10.2,1.52, , 
,487.36,1856,81.0,13.7,11101011,487.76,1856,31.0,4.12,397.8,486.97,12.9,1.48, , 
,488.50,1856,81.0,15.2,11101011,488.87,1856,31.0,4.12,397.8,488.13,15.2,1.45, , 
,489.60,1856,81.0,14.1,11101011,489.97,1856,29.4,4.12,377.4,489.24,14.5,1.41, , 
,490.69,1856,81.0,9.0,11101011,491.06,1824,29.4,4.12,377.4,490.35,9.4,1.41, , 
,491.82,1824,81.0,3.9,11101011,492.20,1824,29.4,4.12,377.4,491.44,4.7,1.48, , 
,492.96,1824,81.0,3.1,11101011,493.32,1824,26.7,3.09,357.0,492.59,3.5,1.45, , 
,494.07,1824,81.0,-0.4,11101011,494.43,1824,26.7,3.09,357.0,493.70,2.0,1.45, , 
,495.17,1824,81.0,-1.2,11101011,495.53,1792,26.7,3.09,357.0,494.81,-1.6,1.48, , 
,496.26,1792,81.0,-2.0,11101011,496.62,1792,26.7,3.09,357.0,495.91,-1.6,1.48, , 
,497.36,1760,81.0,-3.1,11111111,497.74,1760,20.8,2.06,295.8,497.01,-2.3,1.48, , 
,498.45,1728,81.0,0.0,11111111,498.79,1728,0.0,0.00,316.2,498.10,0.0,2.27, , 
,499.48,1664,81.0,0.0,11111111,499.79,1664,0.0,0.00,316.2,499.14,0.0,3.98, , 
,500.49,1632,81.0,0.0,11111111,500.80,1600,0.0,0.00,316.2,500.15,0.0,3.98, , 
,501.48,1568,81.0,0.0,11111111,501.83,1536,0.0,0.00,336.6,501.14,0.0,3.98, , 
,502.36,1472,81.0,0.0,11111111,502.74,1472,0.0,0.00,336.6,502.11,0.0,3.91, , 
,503.39,1440,81.0,0.0,11101011,503.73,1440,29.4,4.12,377.4,503.07,0.0,3.95, , 
,504.44,1408,81.0,0.0,11101011,504.75,1376,59.2,9.27,714.0,504.06,0.0,1.13, , 
,505.38,1216,81.0,0.0,11111111,505.69,1152,29.4,4.12,397.8,505.06,0.0,1.68, , 
,506.35,1760,81.0,0.0,11101011,506.69,1760,23.5,3.09,336.6,506.02,0.0,1.68, , 
,507.42,1728,79.5,2.7,11101011,507.80,1728,32.5,4.12,418.2,507.06,1.6,1.56, , 
,508.50,1760,81.0,9.0,11101011,508.87,1760,40.0,6.18,499.8,508.14,5.9,1.60, , 
,509.58,1760,81.0,12.9,11101011,509.94,1760,40.0,6.18,499.8,509.24,11.7,1.56, , 
,510.68,1760,81.0,12.5,11101011,511.06,1760,36.9,5.15,459.0,510.34,13.3,1.45, , 
,511.81,1760,81.0,12.9,11101011,512.20,1792,35.3,5.15,459.0,511.44,13.3,1.45, , 
,512.92,1792,81.0,7.8,11101011,513.28,1792,29.4,4.12,377.4,512.55,9.0,1.33, , 
,513.92,1792,81.0,4.7,11101011,514.30,1792,47.1,7.21,571.2,513.58,4.7,1.37, , 
,515.03,1824,81.0,3.1,11101011,515.40,1856,54.5,8.24,632.4,514.66,0.0,1.60, , 
,516.12,1888,79.5,5.9,11101011,516.48,1952,53.3,8.24,632.4,515.76,5.1,1.56, , 
,517.21,1952,79.5,9.0,11101011,517.55,1984,50.2,7.21,591.6,516.84,7.8,1.56, , 
,518.26,2016,81.0,10.9,11101001,518.62,2048,48.6,7.21,571.2,517.92,10.9,1.45, , 
,519.34,2080,79.5,10.5,11101001,519.71,2080,32.5,5.15,397.8,518.97,10.9,1.45, , 
,520.42,2080,79.5,3.9,11101001,520.78,2080,34.1,4.12,418.2,520.06,5.5,1.29, , 
,521.48,2048,81.0,5.5,11101001,521.83,2048,25.1,3.09,336.6,521.14,2.0,1.41, , 
,522.52,2016,79.5,3.1,11101001,522.87,2016,25.1,3.09,336.6,522.18,1.2,1.33, , 
