Środa,12,Sierpień,2026,09:42:36:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,281.00,2272,81.0,5.5,11101001,281.34,0,0,0,aktywna,281.69,0, , ,aktywna
,282.03,2304,81.0,4.7,11101001,282.37,0,0,0,aktywna,282.69,0, , ,aktywna
,283.03,2336,82.5,0.4,11101001,283.36,0,0,0,aktywna,283.70,0, , ,aktywna
,284.03,2336,81.0,-3.9,11101001,284.38,0,0,0,aktywna,284.73,0, , ,aktywna
,285.07,2304,81.0,-5.9,11101001,285.40,0,0,0,aktywna,285.72,0, , ,aktywna
,286.06,2304,81.0,-6.3,11101001,286.41,0,0,0,aktywna,286.76,0, , ,aktywna
,287.10,2304,81.0,-5.1,11101001,287.43,0,0,0,aktywna,287.76,0, , ,aktywna
,288.10,2304,82.5,-1.6,11101001,288.43,0,0,0,aktywna,288.77,0, , ,aktywna
,289.12,2304,81.0,-2.0,11101001,289.49,0,0,0,aktywna,289.81,0, , ,aktywna
,290.14,2304,81.0,-1.6,11101001,290.48,0,0,0,aktywna,290.82,0, , ,aktywna
,291.14,2304,82.5,0.4,11101001,291.47,0,0,0,aktywna,291.81,0, , ,aktywna
,292.17,2304,82.5,3.1,11101001,292.50,0,0,0,aktywna,292.84,0, , ,aktywna
,293.18,2304,82.5,1.6,11101001,293.50,0,0,0,aktywna,293.83,0, , ,aktywna
,294.16,2304,81.0,3.1,11101001,294.51,0,0,0,aktywna,294.86,0, , ,aktywna
,295.20,2272,81.0,4.3,11101001,295.54,0,0,0,aktywna,295.87,0, , ,aktywna
,296.22,2272,81.0,2.3,11101001,296.55,0,0,0,aktywna,296.88,0, , ,aktywna
,297.20,2240,82.5,1.2,11101001,297.53,0,0,0,aktywna,297.88,0, , ,aktywna
,298.23,2208,81.0,1.2,11101001,298.57,0,0,0,aktywna,298.91,0, , ,aktywna
,299.26,2144,81.0,-0.4,11111101,299.59,0,0,0,nieaktywna,299.96,0, , ,nieaktywna
,300.30,2048,81.0,0.0,11111101,300.66,0,0,0,nieaktywna,301.01,0, , ,nieaktywna
,301.30,1312,81.0,0.0,10111111,301.61,0,0,0,nieaktywna,301.92,0, , ,aktywna
,302.22,1056,81.0,0.0,10111111,302.53,0,0,0,aktywna,302.89,0, , ,nieaktywna
,303.19,960,82.5,0.0,10111111,303.51,0,0,0,aktywna,303.80,0, , ,aktywna
,304.10,896,82.5,-0.4,10111111,304.39,0,0,0,aktywna,304.70,0, , ,aktywna
,305.01,896,81.0,2.3,10111111,305.30,0,0,0,aktywna,305.61,0, , ,aktywna
,305.94,896,81.0,5.9,10111111,306.27,0,0,0,aktywna,306.59,0, , ,aktywna
,306.89,864,82.5,8.2,10111111,307.20,0,0,0,aktywna,307.53,0, , ,aktywna
,307.83,896,82.5,10.5,10111111,308.15,0,0,0,aktywna,308.44,0, , ,aktywna
,308.75,896,82.5,11.7,10111111,309.07,0,0,0,aktywna,309.36,0, , ,aktywna
,309.67,928,82.5,12.1,10111111,310.00,0,0,0,aktywna,310.32,0, , ,aktywna
,310.64,896,82.5,12.9,10111111,310.95,0,0,0,aktywna,311.26,0, , ,aktywna
,311.56,896,82.5,11.3,10111111,311.87,0,0,0,aktywna,312.17,0, , ,aktywna
,312.48,832,82.5,0.0,10101011,312.83,0,0,0,aktywna,313.15,0, , ,aktywna
,313.46,1248,82.5,0.0,10101011,313.75,0,0,0,aktywna,314.08,0, , ,aktywna
,314.42,1216,82.5,3.5,10101011,314.78,0,0,0,aktywna,315.23,0, , ,aktywna
,315.60,1600,82.5,3.9,10101011,315.98,0,0,0,aktywna,316.34,0, , ,aktywna
,316.71,1952,82.5,7.8,10101011,317.06,0,0,0,aktywna,317.41,0, , ,aktywna
,317.74,2240,82.5,7.4,10101001,318.08,0,0,0,aktywna,318.45,0, , ,nieaktywna
,318.75,1440,82.5,0.0,10111111,319.07,0,0,0,nieaktywna,319.40,0, , ,aktywna
,319.74,1664,82.5,0.0,10101011,320.08,0,0,0,aktywna,320.44,0, , ,aktywna
,320.79,1696,82.5,0.0,10101011,321.13,0,0,0,aktywna,321.49,0, , ,aktywna
,321.87,1760,82.5,0.4,10101011,322.23,0,0,0,aktywna,322.60,0, , ,aktywna
,322.97,1856,82.5,2.0,11101011,323.34,0,0,0,aktywna,323.70,0, , ,aktywna
,324.08,1888,82.5,0.0,11101011,324.45,0,0,0,aktywna,324.84,0, , ,aktywna
,325.22,1856,82.5,9.8,11101011,325.60,0,0,0,aktywna,325.98,0, , ,aktywna
,326.33,1920,82.5,10.2,11101011,326.70,0,0,0,aktywna,327.06,0, , ,aktywna
,327.42,2016,82.5,6.3,11101001,327.79,0,0,0,aktywna,328.14,0, , ,aktywna
,328.48,2048,82.5,5.5,11101001,328.82,0,0,0,aktywna,329.17,0, , ,aktywna
,329.52,2176,82.5,4.7,11101001,329.86,0,0,0,aktywna,330.19,0, , ,aktywna
,330.52,2272,82.5,5.9,11101001,330.85,0,0,0,aktywna,331.18,0, , ,aktywna
,331.52,2336,82.5,8.6,11101001,331.87,0,0,0,aktywna,332.24,0, , ,aktywna
,332.61,2432,82.5,10.2,11101001,332.94,0,0,0,aktywna,333.28,0, , ,nieaktywna
,333.59,1760,82.5,0.0,11111111,333.91,0,0,0,nieaktywna,334.21,0, , ,nieaktywna
,334.50,1088,82.5,0.0,11111111,334.89,0,0,0,aktywna,335.27,0, , ,aktywna
,335.61,1760,82.5,0.0,11101011,335.98,0,0,0,aktywna,336.33,0, , ,aktywna
,336.71,1760,82.5,0.4,11101011,337.06,0,0,0,aktywna,337.42,0, , ,aktywna
,337.79,1760,82.5,1.6,11101011,338.13,0,0,0,aktywna,338.49,0, , ,aktywna
,338.85,1760,82.5,3.1,11101011,339.21,0,0,0,aktywna,339.56,0, , ,aktywna
,339.92,1760,82.5,10.2,11101011,340.29,0,0,0,aktywna,340.66,0, , ,aktywna
,341.04,1792,82.5,12.1,11101011,341.42,0,0,0,aktywna,341.80,0, , ,aktywna
,342.16,1792,82.5,12.1,11101011,342.52,0,0,0,aktywna,342.88,0, , ,aktywna
,343.26,1856,82.5,9.8,11101011,343.63,0,0,0,aktywna,343.99,0, , ,aktywna
,344.35,1920,82.5,10.2,11101011,344.72,0,0,0,aktywna,345.08,0, , ,aktywna
,345.44,1952,82.5,0.0,11101011,345.81,0,0,0,aktywna,346.17,0, , ,nieaktywna
,346.54,1888,82.5,0.0,11101011,346.89,0,0,0,nieaktywna,347.26,0, , ,nieaktywna
,347.59,1920,82.5,0.0,11111111,347.95,0,0,0,nieaktywna,348.33,0, , ,nieaktywna
,348.69,1888,82.5,0.0,11101011,349.02,0,0,0,aktywna,349.39,0, , ,aktywna
,349.76,1888,82.5,0.0,11101011,350.12,0,0,0,aktywna,350.48,0, , ,aktywna
,350.83,1920,82.5,5.9,11101011,351.20,0,0,0,aktywna,351.57,0, , ,aktywna
,351.91,1952,82.5,0.0,11111111,352.28,0,0,0,nieaktywna,352.64,0, , ,nieaktywna
,352.98,1888,82.5,0.0,11101011,353.35,0,0,0,aktywna,353.72,0, , ,aktywna
,354.10,1888,82.5,0.0,11101011,354.46,0,0,0,aktywna,354.82,0, , ,aktywna
,355.19,1920,82.5,5.5,11101011,355.57,0,0,0,aktywna,355.92,0, , ,aktywna
,356.28,1952,82.5,10.2,11101011,356.64,0,0,0,aktywna,357.00,0, , ,aktywna
,357.35,2016,82.5,9.4,11101001,357.70,0,0,0,aktywna,358.08,0, , ,aktywna
,358.43,2080,82.5,5.5,11101001,358.77,0,0,0,aktywna,359.12,0, , ,aktywna
,359.47,2144,82.5,3.9,11101001,359.81,0,0,0,aktywna,360.15,0, , ,aktywna
,360.50,2208,82.5,2.7,11101001,360.84,0,0,0,aktywna,361.17,0, , ,aktywna
,361.50,2304,82.5,0.0,11101001,361.85,0,0,0,aktywna,362.17,0, , ,aktywna
,362.54,2400,82.5,-2.3,11101001,362.89,0,0,0,aktywna,363.25,0, , ,aktywna
,363.59,2560,81.0,-4.3,11101001,363.93,0,0,0,aktywna,364.26,0, , ,aktywna
,364.59,2656,82.5,-2.3,11101001,364.96,0,0,0,aktywna,365.31,0, , ,aktywna
,365.68,2784,82.5,-3.5,11101001,366.04,0,0,0,aktywna,366.38,0, , ,aktywna
,366.77,2912,82.5,-4.7,11101001,367.04,0,0,0,aktywna,367.30,0, , ,aktywna
,367.57,3008,81.0,-7.0,11101001,367.94,0,0,0,aktywna,368.28,0, , ,aktywna
,368.64,3136,82.5,-9.8,11101001,369.01,0,0,0,aktywna,369.38,0, , ,aktywna
,369.72,3200,81.0,-11.7,11101001,370.06,0,0,0,aktywna,370.42,0, , ,aktywna
,370.75,3328,81.0,0.0,11111101,371.09,0,0,0,nieaktywna,371.42,0, , ,nieaktywna
,371.76,2208,81.0,0.0,11101001,372.10,0,0,0,aktywna,372.45,0, , ,aktywna
,372.81,2592,81.0,0.0,11101001,373.15,0,0,0,aktywna,373.47,0, , ,aktywna
,373.80,2624,81.0,-3.5,11101001,374.12,0,0,0,aktywna,374.44,0, , ,aktywna
,374.79,2688,81.0,-7.4,11101001,375.13,0,0,0,aktywna,375.47,0, , ,aktywna
,375.81,2720,81.0,-12.1,11101001,376.17,0,0,0,aktywna,376.51,0, , ,aktywna
,376.85,2752,82.5,0.0,11101001,377.20,0,0,0,aktywna,377.56,0, , ,aktywna
,377.91,2784,82.5,-2.7,11101001,378.26,0,0,0,aktywna,378.60,0, , ,aktywna
,378.93,2784,82.5,-2.0,11101001,379.28,0,0,0,aktywna,379.63,0, , ,aktywna
,379.96,2816,81.0,-0.8,11101001,380.30,0,0,0,aktywna,380.66,0, , ,aktywna
,381.02,2816,81.0,4.7,11101001,381.39,0,0,0,aktywna,381.74,0, , ,aktywna
,382.11,2816,81.0,9.4,11101001,382.47,0,0,0,aktywna,382.81,0, , ,aktywna
,383.14,2816,82.5,9.0,11101001,383.46,0,0,0,aktywna,383.79,0, , ,aktywna
,384.13,2784,81.0,7.8,11101001,384.48,0,0,0,aktywna,384.83,0, , ,aktywna
,385.16,2752,81.0,7.4,11101001,385.51,0,0,0,aktywna,385.83,0, , ,aktywna
,386.16,2720,81.0,2.3,11101001,386.50,0,0,0,aktywna,386.84,0, , ,aktywna
,387.17,2720,81.0,0.0,11101001,387.51,0,0,0,aktywna,387.86,0, , ,aktywna
,388.20,2688,81.0,-1.2,11101001,388.54,0,0,0,aktywna,388.87,0, , ,aktywna
,389.23,2656,81.0,-2.3,11101001,389.59,0,0,0,aktywna,389.93,0, , ,aktywna
,390.24,2592,81.0,-8.2,11101001,390.57,0,0,0,aktywna,390.92,0, , ,aktywna
,391.26,2560,81.0,-6.3,11101001,391.60,0,0,0,aktywna,391.96,0, , ,aktywna
,392.30,2528,81.0,0.0,11101001,392.62,0,0,0,aktywna,392.96,0, , ,aktywna
,393.30,2528,81.0,0.8,11101001,393.64,0,0,0,aktywna,393.98,0, , ,aktywna
,394.36,2560,81.0,0.4,11101001,394.69,0,0,0,aktywna,395.05,0, , ,aktywna
,395.38,2560,81.0,2.7,11101001,395.71,0,0,0,aktywna,396.06,0, , ,aktywna
,396.41,2528,81.0,-1.6,11101001,396.75,0,0,0,aktywna,397.08,0, , ,aktywna
,397.44,2496,81.0,-10.5,11101001,397.76,0,0,0,aktywna,398.12,0, , ,aktywna
,398.46,2464,81.0,-7.8,11101001,398.81,0,0,0,aktywna,399.19,0, , ,aktywna
,399.59,2464,81.0,-7.0,11101001,399.96,0,0,0,aktywna,400.31,0, , ,aktywna
,400.67,2432,81.0,-5.9,11101001,401.01,0,0,0,aktywna,401.34,0, , ,aktywna
,401.72,2432,81.0,2.0,11101001,402.07,0,0,0,aktywna,402.45,0, , ,aktywna
,402.80,2464,81.0,5.5,11101001,403.15,0,0,0,aktywna,403.49,0, , ,aktywna
,403.83,2464,81.0,8.2,11101001,404.18,0,0,0,aktywna,404.51,0, , ,aktywna
,404.86,2464,81.0,6.3,11101001,405.22,0,0,0,aktywna,405.57,0, , ,aktywna
,405.91,2464,81.0,5.1,11101001,406.26,0,0,0,aktywna,406.61,0, , ,aktywna
,406.97,2464,81.0,4.3,11101001,407.33,0,0,0,aktywna,407.69,0, , ,aktywna
,408.05,2496,81.0,2.0,11101001,408.40,0,0,0,aktywna,408.72,0, , ,aktywna
,409.06,2496,81.0,3.1,11101001,409.41,0,0,0,aktywna,409.77,0, , ,aktywna
,410.12,2528,81.0,-2.3,11101001,410.43,0,0,0,aktywna,410.77,0, , ,aktywna
,411.09,2592,81.0,-2.3,11101001,411.42,0,0,0,aktywna,411.77,0, , ,aktywna
,412.12,2656,81.0,-3.5,11101001,412.47,0,0,0,aktywna,412.82,0, , ,aktywna
,413.16,2688,81.0,-4.3,11101001,413.49,0,0,0,aktywna,413.83,0, , ,aktywna
,414.19,2752,81.0,-5.5,11101001,414.53,0,0,0,aktywna,414.87,0, , ,aktywna
,415.21,2816,81.0,-7.0,11101001,415.56,0,0,0,aktywna,415.89,0, , ,aktywna
,416.24,2848,81.0,-10.9,11101001,416.56,0,0,0,aktywna,416.92,0, , ,aktywna
,417.24,2848,81.0,0.0,11111101,417.57,0,0,0,nieaktywna,417.89,0, , ,nieaktywna
,418.21,2816,81.0,0.0,11111101,418.53,0,0,0,nieaktywna,418.86,0, , ,nieaktywna
,419.21,2752,81.0,0.0,11111101,419.54,0,0,0,nieaktywna,419.84,0, , ,nieaktywna
,420.18,2688,81.0,0.0,11111101,420.52,0,0,0,aktywna,420.85,0, , ,aktywna
,421.18,2688,81.0,0.0,11101001,421.50,0,0,0,aktywna,421.83,0, , ,aktywna
,422.17,2656,81.0,2.3,11101001,422.53,0,0,0,aktywna,422.87,0, , ,aktywna
,423.18,2656,79.5,6.6,11101001,423.51,0,0,0,aktywna,423.85,0, , ,aktywna
,424.22,2656,81.0,7.8,11101001,424.58,0,0,0,aktywna,424.93,0, , ,aktywna
,425.26,2656,81.0,6.6,11101001,425.58,0,0,0,aktywna,425.91,0, , ,aktywna
,426.24,2624,81.0,3.5,11101001,426.58,0,0,0,aktywna,426.90,0, , ,aktywna
,427.21,2592,81.0,1.2,11101001,427.52,0,0,0,aktywna,427.83,0, , ,aktywna
,428.18,2560,81.0,1.2,11101001,428.52,0,0,0,aktywna,428.85,0, , ,aktywna
,429.19,2528,81.0,7.4,11101001,429.53,0,0,0,aktywna,429.90,0, , ,aktywna
,430.24,2528,81.0,8.6,11101001,430.58,0,0,0,aktywna,430.92,0, , ,aktywna
,431.25,2496,81.0,9.0,11101001,431.61,0,0,0,aktywna,431.96,0, , ,aktywna
,432.31,2496,81.0,7.8,11101001,432.69,0,0,0,aktywna,433.04,0, , ,aktywna
,433.38,2464,81.0,2.0,11101001,433.73,0,0,0,nieaktywna,434.06,0, , ,nieaktywna
,434.42,2432,81.0,5.9,11101001,434.75,0,0,0,nieaktywna,435.08,0, , ,nieaktywna
,435.43,2368,81.0,5.1,11101001,435.75,0,0,0,nieaktywna,436.08,0, , ,nieaktywna
,436.42,2336,81.0,7.4,11101001,436.76,0,0,0,nieaktywna,437.07,0, , ,nieaktywna
,437.39,2304,81.0,7.4,11101001,437.72,0,0,0,nieaktywna,438.06,0, , ,nieaktywna
,438.41,2240,81.0,0.0,11111101,438.76,0,0,0,nieaktywna,439.08,0, , ,nieaktywna
,439.41,2176,81.0,0.0,11111101,439.75,0,0,0,nieaktywna,440.08,0, , ,nieaktywna
,440.43,2144,81.0,0.0,11111101,440.79,0,0,0,nieaktywna,441.13,0, , ,nieaktywna
,441.47,2080,81.0,0.0,11111101,441.82,0,0,0,nieaktywna,442.17,0, , ,nieaktywna
,442.55,1952,81.0,0.0,11111111,442.91,0,0,0,nieaktywna,443.28,0, , ,nieaktywna
,443.66,1824,81.0,0.0,11111111,444.03,0,0,0,nieaktywna,444.38,0, , ,nieaktywna
,444.73,1728,81.0,0.0,11111111,445.08,0,0,0,nieaktywna,445.43,0, , ,nieaktywna
,445.74,1632,81.0,0.0,11111111,446.06,0,0,0,nieaktywna,446.39,0, , ,nieaktywna
,446.74,1568,81.0,0.0,11111111,447.06,0,0,0,nieaktywna,447.39,0, , ,nieaktywna
,447.81,1504,79.5,0.0,11111111,448.21,0,0,0,nieaktywna,448.54,0, , ,nieaktywna
,448.85,960,81.0,0.0,11111111,449.14,0,0,0,aktywna,449.50,0, , ,aktywna
,449.85,1952,81.0,0.0,11101011,450.21,0,0,0,aktywna,450.55,0, , ,aktywna
,450.93,1824,81.0,-0.4,11101011,451.31,0,0,0,aktywna,451.68,0, , ,aktywna
,452.05,1856,79.5,4.3,11101011,452.41,0,0,0,aktywna,452.78,0, , ,aktywna
,453.16,1888,79.5,9.0,11101011,453.52,0,0,0,aktywna,453.87,0, , ,aktywna
,454.23,1920,79.5,13.3,11101011,454.59,0,0,0,aktywna,454.95,0, , ,aktywna
,455.31,1888,79.5,5.5,11101011,455.69,0,0,0,aktywna,456.06,0, , ,aktywna
,456.43,1888,79.5,1.6,11101011,456.80,0,0,0,aktywna,457.17,0, , ,aktywna
,457.54,1920,79.5,3.5,11101011,457.89,0,0,0,aktywna,458.26,0, , ,aktywna
,458.65,1984,79.5,4.7,11101011,459.03,0,0,0,aktywna,459.39,0, , ,aktywna
,459.75,2016,79.5,-0.4,11101001,460.11,0,0,0,aktywna,460.47,0, , ,aktywna
,460.83,1984,79.5,-3.5,11101011,461.19,0,0,0,aktywna,461.56,0, , ,aktywna
,461.93,2048,79.5,5.1,11101001,462.30,0,0,0,nieaktywna,462.65,0, , ,nieaktywna
,463.01,1888,79.5,3.9,11111110,463.38,0,0,0,nieaktywna,463.70,0, , ,nieaktywna
,464.07,1856,79.5,0.0,11111111,464.42,0,0,0,nieaktywna,464.80,0, , ,nieaktywna
,465.10,1792,79.5,0.0,11111110,465.45,0,0,0,nieaktywna,465.81,0, , ,nieaktywna
,466.16,1728,79.5,0.0,11101010,466.52,0,0,0,nieaktywna,466.88,0, , ,nieaktywna
,467.23,1728,79.5,1.6,11101010,467.56,0,0,0,aktywna,467.93,0, , ,aktywna
,468.28,1696,79.5,3.1,11111111,468.62,0,0,0,nieaktywna,468.93,0, , ,nieaktywna
,469.24,1632,79.5,0.0,11111110,469.57,0,0,0,nieaktywna,469.92,0, , ,nieaktywna
,470.24,1632,79.5,0.0,11101010,470.58,0,0,0,nieaktywna,470.94,0, , ,nieaktywna
,471.29,1568,79.5,-0.4,11101010,471.65,0,0,0,aktywna,471.98,0, , ,aktywna
,472.34,1472,79.5,0.0,11111110,472.65,0,0,0,nieaktywna,472.98,0, , ,nieaktywna
,473.34,2176,79.5,0.0,11101000,473.68,0,0,0,aktywna,474.02,0, , ,aktywna
,474.35,2112,79.5,0.0,11101000,474.69,0,0,0,aktywna,475.03,0, , ,aktywna
,475.38,2240,79.5,0.4,11101000,475.72,0,0,0,aktywna,476.06,0, , ,aktywna
,476.39,2368,79.5,-1.6,11101001,476.75,0,0,0,aktywna,477.08,0, , ,aktywna
,477.43,2560,79.5,-5.1,11101001,477.76,0,0,0,aktywna,478.09,0, , ,aktywna
,478.43,2752,79.5,-6.6,11101000,478.76,0,0,0,aktywna,479.12,0, , ,aktywna
,479.41,2912,79.5,-6.3,11101000,479.79,0,0,0,aktywna,480.11,0, , ,nieaktywna
,480.47,1984,79.5,0.0,11111110,480.82,0,0,0,nieaktywna,481.16,0, , ,nieaktywna
,481.49,2144,79.5,0.0,11101000,481.83,0,0,0,nieaktywna,482.18,0, , ,aktywna
,482.51,2144,79.5,0.0,11101000,482.84,0,0,0,aktywna,483.19,0, , ,aktywna
,483.53,2208,79.5,-0.4,11101000,483.87,0,0,0,aktywna,484.20,0, , ,aktywna
,484.53,2272,79.5,0.0,11101001,484.87,0,0,0,aktywna,485.22,0, , ,aktywna
,485.57,2336,79.5,-2.3,11101000,485.91,0,0,0,aktywna,486.26,0, , ,aktywna
,486.61,2400,79.5,-6.6,11101001,486.98,0,0,0,aktywna,487.36,0, , ,aktywna
,487.69,2496,79.5,0.0,11101001,488.05,0,0,0,aktywna,488.40,0, , ,aktywna
,488.73,2560,79.5,-3.5,11101001,489.07,0,0,0,aktywna,489.39,0, , ,aktywna
,489.72,2624,79.5,0.0,11101001,490.06,0,0,0,aktywna,490.39,0, , ,aktywna
,490.73,2688,79.5,-7.0,11101001,491.06,0,0,0,aktywna,491.40,0, , ,aktywna
,491.73,2784,79.5,-9.0,11101001,492.07,0,0,0,aktywna,492.41,0, , ,aktywna
,492.72,2880,79.5,-10.5,11101001,493.07,0,0,0,aktywna,493.33,0, , ,aktywna
,493.62,2976,79.5,-11.7,11101001,493.88,0,0,0,aktywna,494.25,0, , ,aktywna
,494.59,3072,81.0,-11.7,11101001,494.94,0,0,0,aktywna,495.32,0, , ,aktywna
,495.66,2912,81.0,0.0,11111101,496.01,0,0,0,nieaktywna,496.33,0, , ,nieaktywna
,496.67,1888,81.0,0.0,11101011,497.00,0,0,0,aktywna,497.34,0, , ,aktywna
,497.67,2400,81.0,0.0,11101001,498.06,0,0,0,aktywna,498.41,0, , ,aktywna
,498.77,2432,81.0,-3.9,11101001,499.12,0,0,0,aktywna,499.50,0, , ,aktywna
,499.87,2464,81.0,-7.8,11101001,500.22,0,0,0,aktywna,500.58,0, , ,aktywna
,500.90,2496,81.0,-9.0,11101001,501.23,0,0,0,aktywna,501.58,0, , ,aktywna
,501.92,2528,81.0,-7.8,11101001,502.27,0,0,0,aktywna,502.62,0, , ,aktywna
,502.96,2560,81.0,-7.8,11101001,503.27,0,0,0,aktywna,503.62,0, , ,aktywna
,503.95,2592,81.0,-9.4,11101001,504.30,0,0,0,aktywna,504.65,0, , ,aktywna
,504.99,2624,81.0,-10.2,11101001,505.31,0,0,0,aktywna,505.65,0, , ,aktywna
,505.98,2624,81.0,0.0,11101001,506.34,0,0,0,aktywna,506.68,0, , ,aktywna
,507.03,2624,81.0,2.0,11101001,507.37,0,0,0,aktywna,507.70,0, , ,aktywna
,508.03,2624,81.0,4.3,11101001,508.37,0,0,0,aktywna,508.71,0, , ,aktywna
,509.05,2624,81.0,6.3,11101001,509.40,0,0,0,aktywna,509.72,0, , ,aktywna
,510.05,2624,81.0,4.3,11101001,510.38,0,0,0,aktywna,510.70,0, , ,aktywna
,511.06,2592,81.0,2.7,11101001,511.41,0,0,0,aktywna,511.76,0, , ,aktywna
,512.09,2592,81.0,1.6,11101001,512.41,0,0,0,aktywna,512.76,0, , ,aktywna
,513.08,2592,81.0,-1.2,11101001,513.41,0,0,0,aktywna,513.75,0, , ,aktywna
,514.10,2560,81.0,0.0,11101001,514.44,0,0,0,aktywna,514.76,0, , ,aktywna
,515.09,2560,81.0,2.0,11101001,515.41,0,0,0,aktywna,515.74,0, , ,aktywna
,516.07,2560,81.0,3.1,11101001,516.40,0,0,0,aktywna,516.75,0, , ,aktywna
,517.10,2560,81.0,5.1,11101001,517.46,0,0,0,aktywna,517.79,0, , ,aktywna
,518.13,2560,81.0,6.3,11101001,518.47,0,0,0,aktywna,518.81,0, , ,aktywna
,519.15,2560,81.0,3.5,11101001,519.51,0,0,0,aktywna,519.85,0, , ,aktywna
,520.18,2560,81.0,2.3,11101001,520.52,0,0,0,aktywna,520.87,0, , ,aktywna
,521.21,2560,81.0,2.3,11101001,521.57,0,0,0,aktywna,521.91,0, , ,aktywna
,522.27,2560,81.0,2.3,11101001,522.61,0,0,0,aktywna,522.95,0, , ,aktywna
,523.29,2528,81.0,1.6,11101001,523.63,0,0,0,aktywna,523.97,0, , ,aktywna
,524.32,2528,81.0,1.6,11101001,524.65,0,0,0,aktywna,524.99,0, , ,aktywna
,525.32,2528,81.0,2.3,11101001,525.67,0,0,0,aktywna,526.04,0, , ,aktywna
,526.38,2528,81.0,1.6,11101001,526.74,0,0,0,aktywna,527.08,0, , ,aktywna
,527.43,2528,81.0,2.0,11101001,527.75,0,0,0,aktywna,528.09,0, , ,aktywna
,528.41,2528,81.0,2.7,11101001,528.74,0,0,0,aktywna,529.08,0, , ,aktywna
,529.42,2528,81.0,0.0,11111101,529.75,0,0,0,aktywna,530.09,0, , ,nieaktywna
,530.41,2464,81.0,0.0,11111101,530.73,0,0,0,nieaktywna,531.06,0, , ,nieaktywna
,531.38,2432,81.0,0.0,11111101,531.73,0,0,0,nieaktywna,532.07,0, , ,nieaktywna
,532.38,2368,81.0,0.0,11111101,532.71,0,0,0,nieaktywna,533.03,0, , ,nieaktywna
,533.37,2304,81.0,0.0,11111101,533.69,0,0,0,nieaktywna,534.02,0, , ,nieaktywna
,534.34,2272,81.0,0.0,11111101,534.68,0,0,0,nieaktywna,535.01,0, , ,nieaktywna
,535.34,2208,81.0,0.0,11111101,535.68,0,0,0,nieaktywna,536.02,0, , ,nieaktywna
,536.36,2176,81.0,0.0,11111101,536.70,0,0,0,nieaktywna,537.03,0, , ,nieaktywna
,537.39,2112,81.0,0.0,11111101,537.76,0,0,0,nieaktywna,538.09,0, , ,aktywna
,538.43,2080,81.0,0.0,11101001,538.76,0,0,0,aktywna,539.09,0, , ,aktywna
,539.45,2080,81.0,0.0,11101001,539.81,0,0,0,aktywna,540.16,0, , ,aktywna
,540.50,2112,81.0,-4.3,11101001,540.83,0,0,0,aktywna,541.18,0, , ,aktywna
,541.53,2144,81.0,-5.1,11101001,541.87,0,0,0,aktywna,542.19,0, , ,aktywna
,542.53,2208,82.5,-9.0,11101001,542.88,0,0,0,aktywna,543.21,0, , ,aktywna
,543.54,2240,81.0,-12.9,11101001,543.87,0,0,0,aktywna,544.20,0, , ,aktywna
,544.54,2304,81.0,-12.5,11101001,544.87,0,0,0,aktywna,545.21,0, , ,aktywna
,545.54,2336,81.0,0.0,11101001,545.86,0,0,0,aktywna,546.20,0, , ,aktywna
,546.54,2336,81.0,3.9,11101001,546.88,0,0,0,aktywna,547.20,0, , ,aktywna
,547.54,2304,81.0,0.0,11101001,547.86,0,0,0,aktywna,548.20,0, , ,aktywna
,548.54,2272,81.0,-3.5,11101001,548.86,0,0,0,aktywna,549.19,0, , ,aktywna
,549.53,2272,81.0,0.0,11101001,549.87,0,0,0,aktywna,550.21,0, , ,aktywna
,550.53,2304,81.0,0.0,11101001,550.86,0,0,0,aktywna,551.19,0, , ,aktywna
,551.53,2368,81.0,-7.0,11101001,551.86,0,0,0,aktywna,552.18,0, , ,aktywna
,552.52,2400,81.0,-10.9,11101001,552.85,0,0,0,aktywna,553.17,0, , ,aktywna
,553.53,2432,81.0,-12.5,11101001,553.90,0,0,0,aktywna,554.25,0, , ,aktywna
,554.61,2496,81.0,-13.7,11101001,554.97,0,0,0,aktywna,555.30,0, , ,aktywna
,555.64,2528,81.0,0.0,11101001,556.00,0,0,0,aktywna,556.34,0, , ,aktywna
,556.71,2528,81.0,-3.9,11101001,557.05,0,0,0,aktywna,557.38,0, , ,aktywna
,557.72,2528,81.0,-6.6,11101001,558.08,0,0,0,aktywna,558.41,0, , ,aktywna
,558.76,2560,81.0,-2.7,11101001,559.10,0,0,0,aktywna,559.44,0, , ,aktywna
,559.79,2560,81.0,-1.6,11101001,560.11,0,0,0,aktywna,560.44,0, , ,aktywna
,560.79,2560,81.0,-2.7,11101001,561.11,0,0,0,aktywna,561.44,0, , ,aktywna
,561.79,2560,81.0,-1.2,11101001,562.14,0,0,0,aktywna,562.49,0, , ,aktywna
,562.83,2592,81.0,-1.6,11101001,563.16,0,0,0,aktywna,563.51,0, , ,aktywna
,563.83,2592,81.0,-0.4,11101001,564.18,0,0,0,aktywna,564.53,0, , ,aktywna
