Sobota,29,Sierpieñ,2026,15:52:27:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,256.22,2688,87.0,-2.0,11101001,256.54,2688,25.1,3.09,336.6,255.89,-1.2,1.41, , 
,257.19,2688,87.0,7.4,11101001,257.55,2688,56.1,8.24,652.8,256.85,3.5,1.76, , 
,258.26,2720,87.0,10.5,11101001,258.60,2720,45.9,6.18,550.8,257.91,8.2,1.52, , 
,259.28,2720,87.0,21.1,11101001,259.62,2720,22.0,2.06,316.2,258.94,18.0,1.64, , 
,260.29,1856,87.0,0.0,11111111,260.60,1376,0.0,0.00,336.6,259.96,0.0,2.85, , 
,261.23,960,87.0,0.0,11111111,261.54,960,29.4,5.15,418.2,260.92,0.0,3.71, , 
,262.14,896,87.0,0.0,11111111,262.46,864,28.2,4.12,397.8,261.84,0.0,1.56, , 
,263.07,864,87.0,0.0,11111111,263.38,864,29.4,4.12,418.2,262.77,0.0,1.09, , 
,263.99,896,87.0,2.7,11111111,264.30,864,29.4,4.12,418.2,263.68,2.0,1.52, , 
,264.92,896,87.0,5.5,11111111,265.22,864,29.4,4.12,418.2,264.61,4.7,1.60, , 
,265.85,896,87.0,8.2,11111111,266.23,1440,31.0,4.12,418.2,265.53,7.4,1.56, , 
,266.97,1760,87.0,0.0,11101011,267.32,1792,69.4,10.30,795.6,266.59,14.1,1.56, , 
,268.05,1824,87.0,0.4,11101011,268.42,1824,79.6,11.33,887.4,267.71,0.0,1.48, , 
,269.17,1888,87.0,-2.7,11101011,269.54,1920,82.7,12.36,928.2,268.79,-2.0,1.33, , 
,270.26,1952,87.0,-6.6,11101011,270.61,2016,84.3,12.36,948.6,269.89,-5.9,1.37, , 
,271.30,2048,87.0,0.0,11101001,271.66,2080,71.0,9.27,795.6,270.96,-8.2,1.45, , 
,272.34,2112,87.0,0.4,11101001,272.67,2112,60.4,8.24,693.6,272.00,-0.4,1.48, , 
,273.40,2144,88.5,8.2,11101001,273.76,1952,0.0,0.00,357.0,273.03,5.1,1.64, , 
,274.43,960,87.0,0.0,11111111,274.73,1024,28.2,5.15,397.8,274.09,0.0,3.59, , 
,275.34,1024,87.0,0.0,11111111,275.62,960,23.5,4.12,357.0,275.05,0.0,1.84, , 
,276.22,864,87.0,0.0,11111111,276.52,864,28.2,4.12,397.8,275.92,0.0,1.05, , 
,277.13,864,87.0,3.1,11111111,277.42,864,31.0,4.12,438.6,276.83,1.6,1.45, , 
,278.03,864,87.0,6.3,11111111,278.32,864,29.4,4.12,418.2,277.73,5.5,1.56, , 
,278.91,864,87.0,8.2,11111111,279.22,864,31.0,4.12,438.6,278.61,7.4,1.60, , 
,279.86,896,87.0,12.1,11111111,280.18,896,29.4,4.12,418.2,279.55,10.9,1.68, , 
,280.80,864,87.0,14.5,11111111,281.11,864,29.4,4.12,418.2,280.50,13.7,1.56, , 
,281.73,896,87.0,15.6,11111111,282.02,896,29.4,4.12,418.2,281.43,15.2,1.52, , 
,282.63,864,87.0,17.2,11111111,282.93,800,28.2,4.12,397.8,282.33,16.8,1.56, , 
,283.54,672,87.0,0.0,11101011,283.89,1600,78.4,12.36,907.8,283.23,18.4,1.56, , 
,284.60,1600,87.0,0.0,11101011,284.95,1568,54.5,7.21,673.2,284.26,0.0,1.37, , 
,285.62,1664,87.0,0.0,11101011,285.97,2016,59.2,7.21,693.6,285.29,0.0,1.68, , 
,286.66,1632,87.0,1.2,11101011,287.03,1312,40.0,5.15,520.2,286.33,0.0,1.64, , 
,287.64,960,88.5,0.0,11111111,287.96,1024,29.4,4.12,397.8,287.36,0.0,1.72, , 
,288.62,1088,87.0,0.0,11101011,288.96,2016,73.7,11.33,846.6,288.27,0.0,1.91, , 
,289.63,1664,87.0,0.0,11101011,289.97,1376,84.3,13.39,969.0,289.32,0.0,1.25, , 
,290.65,2240,87.0,0.0,11101001,290.98,2368,0.0,0.00,520.2,290.31,0.0,0.86, , 
,291.59,1408,87.0,0.0,11101011,291.92,1536,79.6,14.42,907.8,291.30,0.0,3.48, , 
,292.59,1696,87.0,0.0,11101011,292.94,1856,87.1,14.42,989.4,292.24,0.0,1.02, , 
,293.61,2144,87.0,-5.5,11101001,293.95,2304,87.1,13.39,948.6,293.29,0.0,0.94, , 
,294.62,2592,87.0,-10.2,11101001,294.95,2688,0.0,0.00,652.8,294.29,-8.6,1.37, , 
,295.69,1856,87.0,0.0,11101011,296.05,1856,71.0,11.33,795.6,295.32,0.0,3.48, , 
,296.78,1984,87.0,0.0,11101011,297.13,2016,88.6,14.42,989.4,296.42,0.0,1.25, , 
,297.84,2176,87.0,-6.6,11101001,298.17,2240,88.6,13.39,989.4,297.49,-6.3,1.05, , 
,298.83,2368,87.0,-9.0,11101001,299.16,2432,90.2,13.39,969.0,298.51,-9.0,1.41, , 
,299.83,2592,88.5,-7.4,11101001,300.16,2656,87.1,14.42,948.6,299.50,-7.8,1.56, , 
,300.84,2784,87.0,-5.5,11101001,301.18,2848,81.2,11.33,887.4,300.51,-2.7,1.21, , 
,301.86,2016,87.0,0.0,11101001,302.22,2080,22.0,3.09,316.2,301.51,0.0,2.85, , 
,302.90,2080,87.0,0.0,11101001,303.24,2112,71.0,10.30,795.6,302.57,0.0,1.33, , 
,303.88,2144,87.0,-2.0,11101001,304.21,2144,44.3,5.15,550.8,303.56,0.0,1.41, , 
,304.89,2144,87.0,9.4,11101001,305.25,2144,25.1,3.09,357.0,304.55,0.0,1.91, , 
,305.94,2112,87.0,12.5,11101001,306.28,2112,23.5,3.09,336.6,305.59,12.5,1.64, , 
,306.99,2080,88.5,14.5,11101001,307.33,2080,23.5,3.09,336.6,306.65,14.1,1.48, , 
,308.03,2048,88.5,15.6,11101001,308.39,2048,23.5,3.09,336.6,307.68,14.8,1.41, , 
,309.10,2016,88.5,17.2,11101001,309.45,2016,32.5,4.12,418.2,308.76,16.0,1.41, , 
,310.13,2016,88.5,25.4,11101001,310.48,2048,56.1,9.27,652.8,309.79,21.5,1.56, , 
,311.17,2080,88.5,17.6,11101001,311.54,2080,60.4,9.27,693.6,310.83,19.1,1.13, , 
,312.25,2112,88.5,11.7,11101001,312.61,2144,73.7,11.33,826.2,311.90,13.3,1.25, , 
,313.29,2176,88.5,-2.7,11101001,313.63,2240,82.7,12.36,928.2,312.95,0.0,1.37, , 
,314.31,2272,88.5,-6.3,11101001,314.67,1920,0.0,0.00,357.0,313.97,-5.5,1.37, , 
,315.31,1024,88.5,0.0,11111111,315.63,1056,26.7,4.12,377.4,315.01,0.0,3.59, , 
,316.26,1056,88.5,0.0,11111111,316.52,1024,23.5,4.12,336.6,315.95,0.0,1.76, , 
,317.13,864,88.5,0.0,11111111,317.42,864,26.7,4.12,397.8,316.82,0.0,1.05, , 
,318.05,864,88.5,1.2,11111111,318.35,896,28.2,4.12,418.2,317.73,0.4,1.33, , 
,318.90,864,88.5,5.1,11111111,319.19,864,28.2,4.12,418.2,318.62,3.9,1.64, , 
,319.81,864,88.5,8.2,11111111,320.10,864,28.2,4.12,418.2,319.51,7.4,1.60, , 
,320.72,864,88.5,11.7,11111111,321.02,896,28.2,4.12,418.2,320.42,10.5,1.60, , 
,321.62,864,88.5,14.5,11111111,321.91,896,29.4,4.12,418.2,321.31,13.7,1.60, , 
,322.52,896,88.5,17.2,11111111,322.83,832,26.7,4.12,397.8,322.23,16.4,1.60, , 
,323.42,768,88.5,19.5,11111111,323.72,800,29.4,4.12,418.2,323.13,18.8,1.56, , 
,324.32,800,88.5,21.1,11111111,324.61,800,29.4,4.12,438.6,324.02,20.7,1.52, , 
,325.23,800,88.5,21.9,11111111,325.54,800,29.4,4.12,438.6,324.93,21.9,1.52, , 
,326.13,800,88.5,23.0,11111111,326.42,768,29.4,4.12,418.2,325.83,22.7,1.52, , 
,327.01,800,88.5,23.4,11111111,327.31,800,29.4,4.12,418.2,326.71,23.4,1.48, , 
,327.93,800,88.5,23.8,11111111,328.24,800,29.4,4.12,418.2,327.61,23.8,1.48, , 
,328.86,800,88.5,22.3,11111111,329.16,800,29.4,4.12,418.2,328.55,21.9,1.48, , 
,329.76,768,88.5,22.3,11111111,330.06,800,29.4,4.12,418.2,329.46,22.3,1.48, , 
,330.64,800,88.5,20.7,11111111,330.94,800,28.2,4.12,418.2,330.34,20.7,1.48, , 
,331.56,800,88.5,20.7,11111111,331.86,800,29.4,4.12,418.2,331.25,20.7,1.48, , 
,332.49,800,88.5,19.5,11111111,332.78,800,28.2,4.12,418.2,332.17,19.1,1.48, , 
,333.40,800,88.5,19.5,11111111,333.69,768,28.2,4.12,418.2,333.10,19.5,1.48, , 
,334.29,800,88.5,19.5,11111111,334.59,800,28.2,4.12,418.2,333.99,19.5,1.48, , 
,335.19,800,88.5,0.0,11101011,335.51,960,54.5,8.24,652.8,334.87,18.0,1.45, , 
,336.13,1344,88.5,0.0,11101011,336.45,1344,71.0,10.30,846.6,335.81,0.0,1.68, , 
,337.15,1408,88.5,0.0,11101011,337.51,1824,79.6,12.36,907.8,336.77,0.0,1.37, , 
,338.18,2176,88.5,0.0,11111101,338.47,1696,0.0,0.00,357.0,337.83,-4.3,1.41, , 
,339.15,1408,88.5,0.0,11101011,339.55,1408,57.6,9.27,673.2,338.81,0.0,3.63, , 
,340.29,1664,88.5,0.0,11101011,340.66,1824,75.3,11.33,867.0,339.92,0.0,1.21, , 
,341.37,2080,88.5,-3.1,11101001,341.69,2208,75.3,11.33,846.6,341.02,-2.0,1.45, , 
,342.38,1440,88.5,0.0,11111111,342.70,1056,31.0,5.15,397.8,342.03,0.0,2.30, , 
,343.39,1568,88.5,0.0,11101011,343.75,1600,78.4,13.39,907.8,343.05,0.0,1.41, , 
,344.48,1728,88.5,0.0,11101011,344.82,1792,78.4,11.33,887.4,344.11,0.0,1.21, , 
,345.54,1920,88.5,-2.7,11101011,345.90,1984,75.3,11.33,867.0,345.18,-2.7,1.48, , 
,346.62,2080,88.5,-2.7,11101001,346.96,2144,73.7,10.30,846.6,346.27,-2.7,1.52, , 
,347.65,2240,88.5,-1.2,11101001,347.98,2272,71.0,10.30,795.6,347.31,-2.3,1.48, , 
,348.67,2368,88.5,-3.9,11101001,349.01,2432,69.4,9.27,775.2,348.32,-3.5,1.37, , 
,349.70,2528,88.5,-8.6,11101001,350.01,2560,67.8,8.24,754.8,349.37,-7.4,1.45, , 
,350.63,2624,88.5,-5.5,11101001,350.95,2656,54.5,7.21,632.4,350.32,-7.4,1.52, , 
,351.61,2688,88.5,0.0,11101001,351.97,2720,48.6,6.18,571.2,351.27,0.0,1.84, , 
,352.70,2752,88.5,13.7,11101001,353.07,2752,53.3,8.24,612.0,352.33,11.3,1.64, , 
,353.80,2816,88.5,10.9,11101001,354.12,2848,65.1,9.27,714.0,353.42,13.7,1.33, , 
,354.79,2912,88.5,1.2,11101001,355.06,2944,62.0,8.24,693.6,354.43,2.7,1.17, , 
,355.63,3008,88.5,1.2,11101001,355.94,3008,48.6,5.15,571.2,355.37,1.6,1.45, , 
,356.62,3008,88.5,9.8,11101001,356.88,2976,19.2,2.06,275.4,356.35,0.0,1.99, , 
,357.56,2976,88.5,8.6,11101001,357.87,2944,17.6,2.06,275.4,357.15,10.5,1.60, , 
,358.57,2880,88.5,3.5,11101001,358.94,2912,26.7,3.09,336.6,358.22,5.5,1.29, , 
,359.65,2880,88.5,16.8,11101001,359.99,2880,35.3,5.15,438.6,359.30,12.1,1.84, , 
,360.68,2880,88.5,26.2,11101001,361.00,2880,36.9,6.18,438.6,360.34,24.6,1.64, , 
,361.71,2848,88.5,29.7,11101001,362.06,2848,38.4,6.18,459.0,361.38,29.7,1.48, , 
,362.75,2880,88.5,27.0,11101001,363.09,2912,57.6,9.27,632.4,362.41,28.1,1.37, , 
,363.79,2944,88.5,10.2,11101001,364.25,2976,57.6,8.24,652.8,363.45,12.5,0.90, , 
,365.06,3008,88.5,5.9,11101001,365.47,3040,56.1,8.24,632.4,364.72,5.5,1.45, , 
,366.17,2752,88.5,0.0,11111101,366.53,2208,0.0,0.00,295.8,365.84,6.6,1.60, , 
,367.32,1664,88.5,0.0,11101011,367.62,2464,14.9,2.06,224.4,366.94,0.0,3.79, , 
,368.29,2784,88.5,0.0,11101001,368.63,2720,17.6,2.06,244.8,367.96,0.0,1.05, , 
,369.27,2656,88.5,-0.4,11111101,369.59,2624,0.0,0.00,275.4,368.94,-1.2,1.48, , 
,370.25,2560,88.5,0.0,11101001,370.59,2496,17.6,3.09,244.8,369.92,0.0,3.67, , 
,371.24,2432,88.5,0.0,11101001,371.58,2400,19.2,3.09,275.4,370.90,0.0,1.37, , 
,372.28,2304,88.5,7.0,11101001,372.65,2368,53.3,7.21,612.0,371.93,0.0,1.48, , 
,373.33,2432,88.5,3.5,11101001,373.68,2464,53.3,7.21,612.0,373.00,0.0,1.72, , 
,374.35,2464,87.0,0.0,11101001,374.70,2464,28.2,4.12,357.0,374.01,0.0,1.76, , 
,375.39,2464,88.5,17.2,11101001,375.73,2464,35.3,5.15,438.6,375.05,11.3,1.80, , 
,376.45,2464,88.5,25.4,11101001,376.80,2464,35.3,6.18,438.6,376.11,22.7,1.64, , 
,377.54,2464,88.5,29.7,11101001,377.90,2464,35.3,6.18,438.6,377.16,28.9,1.48, , 
,378.61,2496,87.0,27.3,11101001,378.96,2496,44.3,7.21,520.2,378.27,28.9,1.41, , 
,379.65,2528,87.0,21.9,11101001,380.00,2560,42.7,6.18,499.8,379.32,21.9,1.45, , 
,380.70,2560,87.0,21.5,11101001,381.02,2592,44.3,7.21,499.8,380.35,21.1,1.48, , 
,381.65,2592,87.0,7.8,11101001,381.99,2624,59.2,8.24,673.2,381.34,10.2,0.82, , 
,382.70,2688,87.0,-2.3,11101001,383.03,2752,79.6,12.36,867.0,382.34,1.2,1.37, , 
,383.71,2880,87.0,-3.9,11101001,384.03,2944,62.0,7.21,734.4,383.36,-2.7,1.29, , 
,384.72,2048,88.5,0.0,11111101,385.06,1504,23.5,4.12,336.6,384.36,0.0,3.16, , 
,385.75,2080,87.0,0.0,11101001,386.10,2112,63.5,11.33,714.0,385.40,0.0,1.80, , 
,386.78,2112,87.0,-2.3,11101001,387.15,2112,25.1,3.09,336.6,386.43,0.0,1.25, , 
,387.82,2080,87.0,8.2,11101001,388.17,2048,22.0,3.09,316.2,387.48,0.0,1.84, , 
,388.87,2048,87.0,12.1,11101001,389.21,2016,38.4,5.15,479.4,388.52,9.4,1.64, , 
,389.90,2016,87.0,18.0,11101001,390.25,2016,51.8,9.27,612.0,389.56,16.0,1.56, , 
,390.94,2048,87.0,15.6,11101001,391.30,2048,53.3,8.24,612.0,390.60,15.2,1.17, , 
,392.00,2048,87.0,13.3,11101001,392.38,2048,62.0,9.27,693.6,391.65,14.8,1.33, , 
,393.07,2080,87.0,6.6,11101001,393.42,2080,60.4,8.24,693.6,392.72,9.0,1.25, , 
,394.13,2112,87.0,3.5,11101001,394.46,2144,85.5,14.42,948.6,393.79,4.3,1.41, , 
,395.12,2208,87.0,0.0,11101001,395.44,2208,88.6,14.42,989.4,394.79,0.0,0.90, , 
,396.10,2272,87.0,-9.0,11101001,396.43,2272,90.2,13.39,969.0,395.77,-7.4,1.33, , 
,397.09,2336,87.0,-10.5,11101001,397.43,2368,90.2,13.39,969.0,396.76,-10.5,1.48, , 
,398.13,2432,87.0,-9.0,11101001,398.47,2464,90.2,13.39,969.0,397.78,-9.4,1.48, , 
,399.18,2496,87.0,-7.0,11101001,399.52,2528,90.2,13.39,969.0,398.85,-7.8,1.52, , 
,400.20,2560,87.0,-4.3,11101001,400.54,2592,90.2,14.42,969.0,399.86,-5.5,1.52, , 
,401.22,2656,87.0,-3.9,11101001,401.57,2688,90.2,14.42,969.0,400.89,-4.7,1.45, , 
,402.25,2720,87.0,-7.0,11101001,402.60,2752,87.1,13.39,948.6,401.91,-4.7,1.41, , 
,403.29,2816,87.0,-11.3,11101001,403.60,2816,60.4,8.24,673.2,402.94,-9.8,1.37, , 
,404.32,2848,87.0,0.8,11101001,404.64,2848,56.1,7.21,632.4,403.94,0.0,1.52, , 
,405.36,2848,87.0,5.5,11101001,405.70,2848,63.5,8.24,714.0,404.99,3.9,1.56, , 
,406.33,2880,87.0,-2.3,11101001,406.67,2912,69.4,9.27,775.2,406.02,-1.6,1.41, , 
,407.45,2912,87.0,-1.6,11101001,407.84,2944,57.6,7.21,652.8,407.05,-7.8,1.45, , 
,408.53,2944,87.0,0.8,11101001,408.83,2944,57.6,7.21,652.8,408.12,0.8,1.56, , 
,409.52,2912,87.0,0.0,11101001,409.87,2880,17.6,2.06,275.4,409.18,0.0,1.88, , 
,410.54,2848,87.0,-2.3,11111101,410.88,2816,17.6,2.06,275.4,410.21,-0.8,1.45, , 
,411.54,2752,87.0,0.0,11111101,411.87,2752,0.0,0.00,275.4,411.21,0.0,3.16, , 
,412.53,2688,87.0,0.0,11111101,412.87,2656,0.0,0.00,275.4,412.19,0.0,3.83, , 
,413.51,2624,87.0,0.0,11111101,413.82,2592,17.6,3.09,244.8,413.20,0.0,3.83, , 
,414.48,2592,87.0,0.0,11101001,414.82,2560,17.6,2.06,244.8,414.14,0.0,2.03, , 
,415.51,2528,87.0,-1.2,11101001,415.85,2528,17.6,2.06,244.8,415.17,2.3,1.25, , 
,416.50,2496,87.0,-0.4,11101001,416.85,2464,19.2,3.09,275.4,416.16,-1.2,1.45, , 
,417.52,2464,87.0,4.3,11101001,417.87,2432,19.2,3.09,275.4,417.19,2.7,1.60, , 
,418.54,2400,87.0,7.8,11101001,418.85,2400,20.8,3.09,295.8,418.21,6.6,1.56, , 
,419.50,2400,87.0,11.3,11101001,419.85,2368,25.1,4.12,336.6,419.18,10.2,1.56, , 
,420.56,2368,87.0,20.3,11101001,420.92,2368,28.2,4.12,357.0,420.20,18.4,1.64, , 
,421.63,2368,85.5,26.6,11101001,421.96,2368,26.7,4.12,357.0,421.28,25.0,1.56, , 
,422.62,2336,87.0,25.8,11101001,422.96,2336,20.8,3.09,295.8,422.29,27.0,1.41, , 
,423.63,2304,85.5,25.4,11101001,423.95,2304,26.7,4.12,357.0,423.30,23.8,1.29, , 
,424.61,2336,85.5,25.4,11101001,424.99,2336,38.4,6.18,459.0,424.27,27.0,1.48, , 
,425.65,2304,85.5,0.0,11111101,425.99,2272,17.6,2.06,244.8,425.32,0.0,1.29, , 
,426.68,2240,85.5,0.0,11101001,427.01,2240,16.1,2.06,244.8,426.33,0.4,1.48, , 
,427.67,2208,85.5,0.0,11101001,428.02,2208,20.8,3.09,295.8,427.34,0.0,1.52, , 
,428.71,2240,85.5,0.0,11101001,429.05,2208,44.3,6.18,520.2,428.37,3.5,1.64, , 
,429.74,2208,85.5,7.4,11101001,430.07,2208,40.0,5.15,479.4,429.40,5.1,1.80, , 
,430.76,2240,85.5,13.7,11101001,431.08,2240,32.5,5.15,397.8,430.41,12.1,1.64, , 
,431.76,2208,85.5,17.6,11101001,432.09,2208,28.2,4.12,377.4,431.43,15.6,1.56, , 
,432.79,2208,85.5,20.7,11101001,433.11,2208,28.2,4.12,357.0,432.45,19.5,1.45, , 
,433.80,2176,85.5,23.0,11101001,434.14,2176,26.7,4.12,357.0,433.46,22.7,1.48, , 
,434.86,2176,85.5,21.1,11101001,435.21,2144,20.8,3.09,295.8,434.50,22.7,1.41, , 
,435.92,2112,85.5,18.0,11101001,436.29,2112,19.2,3.09,295.8,435.57,18.8,1.33, , 
,436.99,2080,85.5,16.0,11101001,437.35,2080,19.2,3.09,295.8,436.63,16.0,1.37, , 
,438.04,2048,85.5,9.4,11111101,438.38,2048,16.1,2.06,244.8,437.69,14.1,1.37, , 
,439.07,2016,85.5,0.0,11111101,439.42,1984,0.0,0.00,244.8,438.73,0.0,2.15, , 
,440.14,1984,85.5,0.0,11101011,440.50,1952,14.9,2.06,224.4,439.77,0.0,3.44, , 
,441.22,1984,85.5,0.0,11101011,441.58,1984,17.6,2.06,275.4,440.86,0.0,1.29, , 
,442.29,1984,85.5,1.2,11101011,442.66,1952,16.1,2.06,244.8,441.95,1.2,1.56, , 
,443.37,1952,85.5,9.0,11101011,443.72,1952,16.1,2.06,244.8,443.02,4.7,1.64, , 
,444.48,1984,85.5,8.2,11101011,444.83,1984,16.1,2.06,244.8,444.10,8.2,1.52, , 
,445.55,1920,85.5,0.0,11111111,445.90,1920,0.0,0.00,275.4,445.21,6.3,1.41, , 
,446.61,1888,85.5,0.0,11111111,446.95,1888,0.0,0.00,275.4,446.26,0.0,3.71, , 
,447.64,1824,85.5,0.0,11111111,448.00,1824,0.0,0.00,295.8,447.28,0.0,3.87, , 
,448.67,1792,85.5,0.0,11111111,449.00,1824,19.2,3.09,295.8,448.34,0.0,3.91, , 
,449.71,1792,85.5,0.0,11101011,450.09,1792,19.2,3.09,275.4,449.35,0.0,1.99, , 
,450.84,1792,84.0,10.2,11101011,451.18,1792,19.2,3.09,295.8,450.46,6.6,1.56, , 
,451.90,1792,85.5,17.6,11101011,452.28,1792,19.2,3.09,295.8,451.55,16.4,1.41, , 
,453.03,1792,84.0,20.3,11111111,453.39,1792,20.8,3.09,295.8,452.68,19.9,1.17, , 
,454.09,1760,85.5,0.0,11111111,454.41,1792,0.0,0.00,316.2,453.77,0.0,1.37, , 
,455.10,1760,84.0,0.0,11111111,455.45,1760,0.0,0.00,316.2,454.75,0.0,3.87, , 
,456.13,1760,84.0,0.0,11111111,456.49,1728,0.0,0.00,316.2,455.79,0.0,3.87, , 
,457.18,1728,84.0,0.0,11111111,457.50,1728,0.0,0.00,316.2,456.82,0.0,3.83, , 
,458.18,1696,84.0,0.0,11111111,458.51,1696,0.0,0.00,316.2,457.84,0.0,3.87, , 
,459.18,1696,84.0,0.0,11111111,459.51,1696,0.0,0.00,316.2,458.84,0.0,3.87, , 
,460.17,1696,84.0,0.0,11111111,460.53,1696,0.0,0.00,316.2,459.84,0.0,3.87, , 
,461.25,1696,84.0,0.0,11111111,461.59,1696,0.0,0.00,316.2,460.89,0.0,3.87, , 
,462.24,1664,84.0,0.0,11111111,462.61,1696,20.8,3.09,316.2,461.92,0.0,3.87, , 
,463.29,1696,84.0,0.0,11101011,463.64,1696,26.7,4.12,357.0,462.95,0.0,1.64, , 
,464.36,1664,84.0,0.0,11111111,464.69,1184,25.1,4.12,357.0,464.02,7.8,1.45, , 
,465.33,1056,84.0,0.0,11111111,465.67,1312,23.5,3.09,357.0,465.01,0.0,3.16, , 
,466.35,2240,84.0,0.0,11111101,466.68,2272,17.6,3.09,244.8,466.02,0.0,1.84, , 
,467.35,2240,84.0,0.0,11101001,467.68,2240,16.1,2.06,244.8,467.01,0.0,1.88, , 
,468.34,2240,84.0,6.3,11101001,468.66,2240,17.6,3.09,244.8,468.01,0.0,1.41, , 
,469.34,2240,84.0,14.5,11101001,469.67,2240,17.6,3.09,244.8,469.00,12.1,1.41, , 
,470.34,2240,82.5,10.9,11101001,470.66,2240,16.1,2.06,244.8,470.01,12.5,1.37, , 
,471.33,2240,84.0,10.2,11101001,471.65,2240,16.1,2.06,244.8,471.00,10.2,1.33, , 
,472.34,2240,84.0,9.0,11111101,472.68,2208,17.6,3.09,244.8,471.99,8.6,1.37, , 
,473.35,2176,82.5,0.0,11111101,473.69,2144,0.0,0.00,244.8,473.02,0.0,2.73, , 
,474.36,2080,82.5,0.0,11111101,474.71,2048,0.0,0.00,244.8,474.03,0.0,3.87, , 
,475.41,1984,84.0,0.0,11111111,475.76,1952,0.0,0.00,244.8,475.06,0.0,3.91, , 
,476.45,1888,82.5,0.0,11111111,476.80,1856,0.0,0.00,295.8,476.09,0.0,3.87, , 
,477.38,1024,82.5,0.0,11111111,477.70,928,34.1,6.18,438.6,477.10,0.0,3.87, , 
,478.32,928,82.5,0.0,11111111,478.63,896,28.2,4.12,397.8,478.01,0.0,2.11, , 
,479.27,896,82.5,0.0,11111111,479.59,896,28.2,4.12,397.8,478.95,0.0,1.21, , 
,480.20,864,82.5,4.7,11111111,480.49,896,28.2,4.12,397.8,479.89,2.3,1.48, , 
,481.08,896,82.5,11.7,11111111,481.40,896,28.2,4.12,397.8,480.79,9.4,1.48, , 
,482.05,896,82.5,17.6,11111111,482.37,896,28.2,4.12,397.8,481.72,15.6,1.41, , 
,482.98,864,82.5,20.3,11111111,483.28,800,25.1,4.12,377.4,482.68,19.9,1.29, , 
,483.89,768,82.5,18.8,11111111,484.20,800,29.4,4.12,418.2,483.58,19.5,1.33, , 
,484.82,736,82.5,21.9,11101011,485.12,768,51.8,7.21,632.4,484.49,18.8,1.45, , 
,485.75,1568,82.5,0.0,11101011,486.08,1408,47.1,6.18,571.2,485.41,0.0,1.76, , 
,486.74,832,82.5,0.0,11101011,487.05,1024,65.1,9.27,775.2,486.41,0.0,1.68, , 
,487.68,1472,82.5,0.0,11101011,488.03,1728,67.8,10.30,775.2,487.40,0.0,1.60, , 
,488.66,1216,82.5,0.0,11111111,488.99,1088,28.2,4.12,397.8,488.33,0.0,1.45, , 
,489.62,1088,82.5,0.0,11101011,489.94,1088,31.0,5.15,418.2,489.31,0.0,2.07, , 
,490.57,1120,82.5,6.6,11101011,490.87,1152,48.6,8.24,591.6,490.26,0.0,1.45, , 
,491.55,1248,82.5,0.0,11101011,491.90,1280,47.1,6.18,591.6,491.21,0.0,1.45, , 
,492.54,1344,84.0,5.9,11101011,492.88,1376,44.3,6.18,550.8,492.23,4.3,1.64, , 
,493.54,1408,82.5,10.9,11101011,493.87,1440,41.2,6.18,520.2,493.23,9.4,1.60, , 
,494.52,1440,84.0,0.0,11111111,494.87,1408,23.5,3.09,336.6,494.18,13.3,1.56, , 
,495.53,1312,84.0,2.7,11111111,495.86,1280,22.0,3.09,336.6,495.19,2.3,1.60, , 
,496.51,1216,84.0,3.9,11111111,496.83,1152,23.5,3.09,336.6,496.19,3.1,1.56, , 
,497.48,1056,84.0,7.0,11101011,497.79,1056,28.2,4.12,377.4,497.18,5.5,1.56, , 
,498.41,1056,84.0,13.3,11101011,498.72,1024,38.4,6.18,479.4,498.09,11.3,1.60, , 
,499.39,1088,84.0,0.0,11101011,499.72,1152,60.4,9.27,714.0,499.05,0.0,1.45, , 
,500.38,1248,84.0,2.0,11101011,500.73,1312,57.6,8.24,693.6,500.05,0.0,1.56, , 
,501.41,1408,84.0,0.0,11101011,501.76,1440,36.9,4.12,479.4,501.06,3.5,1.56, , 
,502.50,1440,84.0,6.3,11101011,502.85,1440,26.7,3.09,357.0,502.14,0.0,1.68, , 
,503.54,1408,84.0,3.9,11111111,503.89,1376,23.5,3.09,336.6,503.19,5.9,1.52, , 
,504.56,1344,84.0,3.9,11101011,504.89,1344,25.1,4.12,357.0,504.22,3.9,1.45, , 
,505.55,1312,84.0,7.0,11101011,505.90,1280,22.0,3.09,336.6,505.21,6.6,1.56, , 
,506.56,1248,84.0,7.4,11111111,506.92,1216,23.5,3.09,336.6,506.22,7.0,1.48, , 
,507.57,1152,84.0,9.4,11111111,507.89,1152,25.1,4.12,357.0,507.23,9.0,1.52, , 
,508.51,1088,84.0,12.5,11101011,508.83,1088,31.0,5.15,418.2,508.18,10.9,1.52, , 
,509.47,1088,84.0,0.0,11101011,509.79,1120,50.2,7.21,612.0,509.16,0.0,1.60, , 
,510.41,1216,84.0,0.0,11101011,510.75,1248,26.7,3.09,377.4,510.10,4.3,1.64, , 
,511.39,1248,84.0,2.3,11111111,511.70,1216,23.5,3.09,336.6,511.09,0.0,1.60, , 
