Wtorek,18,Sierpień,2026,22:10:02:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,224.72,832,52.5,-11.7,10111110,225.03,832,13.94,52.5,22.5,225.35,832,31.0,28.0,86.0
,225.65,832,52.5,-11.7,10111110,225.94,832,13.94,52.5,21.0,226.24,832,31.0,28.0,86.0
,226.54,800,52.5,-11.7,10111110,226.84,800,13.94,52.5,21.0,227.15,832,31.0,28.0,86.0
,227.45,832,52.5,-11.7,10111110,227.78,832,13.94,52.5,21.0,228.08,832,31.0,28.0,86.0
,228.39,832,52.5,-11.7,10111110,228.68,800,14.04,52.5,22.5,229.00,832,31.0,28.0,86.0
,229.32,832,52.5,-11.7,10111110,229.61,800,14.04,52.5,22.5,229.92,800,31.0,28.0,86.0
,230.21,800,54.0,-11.7,10111110,230.51,832,13.94,54.0,22.5,230.81,832,31.0,28.0,86.0
,231.12,832,52.5,-11.7,10111110,231.44,832,13.94,52.5,22.5,231.74,832,31.0,28.0,86.0
,232.03,832,52.5,-12.9,10111110,232.34,832,13.94,54.0,22.5,232.65,832,31.0,28.0,86.0
,232.95,800,54.0,-13.3,10111110,233.26,832,13.94,54.0,22.5,233.56,832,31.0,28.0,86.0
,233.86,800,54.0,-13.7,10111110,234.17,832,14.04,54.0,21.0,234.49,832,31.0,28.0,86.0
,234.80,832,54.0,-13.7,10111110,235.10,800,13.94,54.0,22.5,235.40,800,31.0,28.0,86.0
,235.71,832,54.0,-13.7,10111110,236.02,800,13.94,54.0,22.5,236.32,832,31.0,28.0,86.0
,236.61,832,54.0,-13.3,10111110,236.91,832,14.04,54.0,22.5,237.20,832,31.0,28.0,86.0
,237.51,832,54.0,-12.9,10111110,237.81,800,13.94,54.0,22.5,238.12,832,31.0,28.0,86.0
,238.43,832,54.0,-12.9,10111110,238.71,800,13.94,54.0,22.5,239.00,800,31.0,28.0,86.0
,239.29,800,54.0,-12.9,10111110,239.57,832,13.84,54.0,22.5,239.87,800,31.0,28.0,86.0
,240.17,800,54.0,-12.5,10111110,240.48,832,14.04,54.0,22.5,240.80,832,31.0,28.0,86.0
,241.12,832,54.0,-12.5,10111110,241.43,800,14.04,54.0,22.5,241.72,800,31.0,28.0,86.0
,242.02,800,54.0,-12.5,10111110,242.32,832,13.94,54.0,22.5,242.62,800,31.0,28.0,86.0
,242.94,800,54.0,-12.5,10111110,243.25,800,14.04,54.0,22.5,243.56,832,31.0,28.0,86.0
,243.87,832,54.0,-12.5,10111110,244.18,800,14.04,54.0,22.5,244.49,832,31.0,28.0,86.0
,244.78,800,54.0,-12.5,10111110,245.08,832,14.04,55.5,22.5,245.39,800,31.0,28.0,86.0
,245.68,800,55.5,-12.5,10111110,245.97,800,14.04,55.5,22.5,246.26,800,31.0,28.0,86.0
,246.60,832,55.5,-12.5,10111110,246.88,832,14.04,55.5,22.5,247.16,800,31.0,28.0,86.0
,247.45,800,55.5,-12.9,10111110,247.76,832,13.94,55.5,22.5,248.07,832,31.0,28.0,86.0
,248.36,800,55.5,-12.5,10111110,248.66,800,14.04,55.5,22.5,248.95,800,31.0,28.0,86.0
,249.25,832,55.5,-12.1,10111110,249.55,832,13.94,55.5,22.5,249.85,832,31.0,28.0,86.0
,250.15,800,55.5,-12.1,10111110,250.46,800,13.94,55.5,22.5,250.76,800,31.0,28.0,86.0
,251.07,800,55.5,-11.7,10111110,251.35,800,13.94,55.5,22.5,251.66,800,31.0,28.0,86.0
,251.96,832,55.5,-11.7,10111110,252.27,800,13.84,55.5,22.5,252.58,800,31.0,28.0,86.0
,252.88,832,55.5,-11.7,10111110,253.19,832,14.04,55.5,22.5,253.49,832,31.0,28.0,86.0
,253.77,800,55.5,-12.5,10111110,254.06,800,13.94,55.5,22.5,254.36,832,31.0,28.0,86.0
,254.68,832,55.5,-11.7,10111110,254.97,800,13.94,55.5,22.5,255.26,832,31.0,28.0,86.0
,255.59,832,55.5,-11.7,10111110,255.89,832,14.04,55.5,22.5,256.20,832,31.0,28.0,86.0
,256.50,832,55.5,-12.5,10111110,256.81,800,13.94,55.5,22.5,257.12,800,31.0,28.0,86.0
,257.41,800,55.5,-12.9,10111110,257.71,800,14.04,55.5,22.5,258.00,800,31.0,28.0,86.0
,258.31,800,55.5,-12.9,10111110,258.62,832,13.94,55.5,22.5,258.92,832,31.0,28.0,86.0
,259.23,800,55.5,-12.5,10111110,259.55,832,13.94,55.5,22.5,259.86,800,31.0,28.0,86.0
,260.17,832,55.5,-11.7,10111110,260.48,800,14.14,55.5,22.5,260.77,832,31.0,28.0,86.0
,261.06,832,57.0,-11.7,10111110,261.38,800,14.04,57.0,22.5,261.68,800,31.0,28.0,86.0
,261.98,832,57.0,-11.7,10111110,262.28,800,14.04,57.0,22.5,262.58,800,31.0,28.0,86.0
,262.88,800,57.0,-11.7,10111110,263.16,800,13.94,57.0,22.5,263.46,832,31.0,28.0,86.0
,263.76,832,57.0,-11.3,10111110,264.07,832,14.04,57.0,22.5,264.37,800,31.0,28.0,86.0
,264.68,800,57.0,-11.3,10111110,264.97,800,13.94,57.0,22.5,265.26,800,31.0,28.0,86.0
,265.54,832,57.0,-11.3,10111110,265.84,800,13.94,57.0,22.5,266.15,800,31.0,28.0,86.0
,266.45,832,57.0,-11.3,10111110,266.73,800,13.94,57.0,22.5,267.04,832,31.0,28.0,86.0
,267.34,800,57.0,-11.7,10111110,267.66,832,14.04,57.0,22.5,267.95,800,31.0,28.0,86.0
,268.26,800,57.0,-11.7,10111110,268.55,800,13.94,57.0,22.5,268.86,832,31.0,28.0,86.0
,269.16,832,57.0,-11.3,10111110,269.45,800,13.94,57.0,22.5,269.76,832,31.0,28.0,86.0
,270.06,832,57.0,-11.7,10111110,270.37,800,14.04,57.0,22.5,270.69,832,29.4,28.0,86.0
,270.99,800,57.0,-12.1,10111110,271.29,800,13.94,57.0,22.5,271.58,800,29.4,28.0,86.0
,271.86,800,57.0,-12.5,10111110,272.17,800,14.04,57.0,22.5,272.47,800,31.0,28.0,86.0
,272.78,832,57.0,-12.1,10111110,273.09,832,13.94,57.0,22.5,273.39,800,31.0,28.0,86.0
,273.68,800,57.0,-12.1,10111110,273.98,832,13.94,57.0,22.5,274.29,800,31.0,28.0,86.0
,274.58,800,57.0,-11.7,10111110,274.89,800,13.94,57.0,24.0,275.21,800,31.0,28.0,86.0
,275.50,800,57.0,-11.7,10111110,275.79,800,13.94,57.0,22.5,276.08,832,31.0,28.0,86.0
,276.39,800,57.0,-11.3,10111110,276.69,800,13.94,57.0,22.5,276.98,832,31.0,28.0,86.0
,277.28,800,58.5,-10.9,10111110,277.59,800,14.04,58.5,22.5,277.90,800,31.0,28.0,86.0
,278.22,800,57.0,-10.2,10111110,278.53,800,13.94,57.0,22.5,278.84,800,32.5,28.0,86.0
,279.16,800,58.5,-8.2,10111110,279.45,800,13.94,58.5,22.5,279.75,800,32.5,28.0,86.0
,280.05,800,58.5,-4.7,10111110,280.36,768,13.84,58.5,22.5,280.67,768,34.1,28.0,86.0
,280.98,768,58.5,0.8,10111110,281.28,768,13.94,58.5,24.0,281.58,768,34.1,28.0,86.0
,281.86,768,58.5,8.2,10111110,282.16,768,13.94,58.5,24.0,282.46,800,36.9,28.0,86.0
,282.76,768,58.5,17.2,10111110,283.08,736,13.94,58.5,24.0,283.39,896,40.0,28.0,86.0
,283.69,864,58.5,24.6,10111110,283.99,864,14.04,58.5,24.0,284.32,832,34.1,28.0,86.0
,284.62,864,58.5,15.6,10111110,284.94,832,13.94,58.5,24.0,285.23,864,32.5,28.0,86.0
,285.54,864,58.5,6.6,10111110,285.85,864,13.94,58.5,24.0,286.14,832,32.5,28.0,86.0
,286.45,832,58.5,1.6,10111110,286.74,832,13.94,58.5,24.0,287.03,832,32.5,28.0,86.0
,287.34,832,58.5,-0.8,10111110,287.63,832,14.04,58.5,24.0,287.94,832,32.5,28.0,86.0
,288.24,800,58.5,-1.2,10111110,288.54,800,13.94,58.5,24.0,288.85,800,32.5,28.0,86.0
,289.14,832,58.5,-0.8,10111110,289.46,832,13.94,58.5,24.0,289.76,832,32.5,28.0,86.0
,290.04,832,58.5,-0.8,10111110,290.36,832,13.84,58.5,24.0,290.67,832,32.5,28.0,86.0
,290.98,832,58.5,-0.4,10111110,291.29,800,13.94,58.5,24.0,291.59,832,32.5,28.0,86.0
,291.92,832,58.5,-0.8,10111110,292.23,832,13.94,58.5,24.0,292.55,832,31.0,28.0,86.0
,292.86,832,58.5,-0.8,10111110,293.17,832,14.04,58.5,24.0,293.49,800,31.0,28.0,86.0
,293.78,800,58.5,-0.8,10111110,294.09,800,14.04,58.5,24.0,294.41,800,31.0,28.0,86.0
,294.67,800,58.5,-0.4,10111110,294.97,800,13.94,58.5,24.0,295.27,768,34.1,28.0,86.0
,295.56,768,58.5,3.9,10111110,295.83,736,14.04,58.5,24.0,296.15,864,35.3,28.0,86.0
,296.45,832,60.0,10.9,10111110,296.75,832,13.94,60.0,24.0,297.05,832,32.5,28.0,86.0
,297.34,832,60.0,6.6,10111110,297.67,832,14.04,60.0,24.0,297.98,832,32.5,28.0,86.0
,298.26,832,60.0,2.7,10111110,298.56,832,14.04,60.0,24.0,298.86,832,31.0,28.0,86.0
,299.17,800,60.0,0.8,10111110,299.47,832,13.94,60.0,24.0,299.76,800,32.5,28.0,86.0
,300.08,800,60.0,0.0,10111110,300.37,832,14.04,60.0,24.0,300.66,800,31.0,28.0,86.0
,300.94,832,60.0,0.0,10111110,301.24,832,13.94,60.0,24.0,301.52,800,31.0,28.0,86.0
,301.83,800,60.0,0.0,10111110,302.13,800,14.04,60.0,24.0,302.44,832,31.0,28.0,86.0
,302.73,800,60.0,0.0,10111110,303.04,800,14.04,60.0,24.0,303.33,800,31.0,28.0,86.0
,303.64,832,60.0,0.0,10111110,303.94,800,13.94,60.0,24.0,304.26,800,31.0,28.0,86.0
,304.56,800,60.0,0.0,10111110,304.85,800,14.04,60.0,24.0,305.15,800,32.5,28.0,86.0
,305.46,768,60.0,-0.4,10111110,305.74,768,13.94,60.0,24.0,306.02,608,36.9,28.0,86.0
,306.31,448,60.0,0.0,10110110,306.62,800,14.14,60.0,24.0,306.93,864,35.3,28.0,86.0
,307.24,800,60.0,0.0,10111110,307.53,832,13.94,60.0,24.0,307.84,800,34.1,28.0,86.0
,308.16,800,60.0,0.4,10111110,308.44,832,13.94,60.0,24.0,308.75,832,34.1,28.0,86.0
,309.04,832,60.0,2.0,10111110,309.35,832,13.84,60.0,24.0,309.65,832,32.5,28.0,86.0
,309.95,832,60.0,2.0,10111110,310.27,832,14.14,60.0,24.0,310.58,832,32.5,28.0,86.0
,310.89,832,60.0,1.6,10111110,311.20,832,14.14,60.0,24.0,311.52,832,32.5,28.0,86.0
,311.83,832,60.0,1.6,10111110,312.14,800,14.04,60.0,24.0,312.44,832,32.5,28.0,86.0
,312.75,832,60.0,1.6,10111110,313.04,800,13.94,60.0,24.0,313.35,800,31.0,28.0,86.0
,313.66,800,61.5,2.0,10111110,313.94,832,13.94,61.5,24.0,314.23,832,31.0,28.0,86.0
,314.53,800,60.0,2.0,10111110,314.81,800,13.94,60.0,24.0,315.12,800,32.5,28.0,86.0
,315.43,768,61.5,3.1,10111110,315.70,608,13.33,61.5,24.0,315.98,320,59.2,28.0,86.0
,316.27,736,61.5,0.0,10111110,316.56,864,13.94,61.5,24.0,316.85,768,35.3,28.0,86.0
,317.15,800,61.5,0.0,10111110,317.44,800,13.94,61.5,24.0,317.75,800,34.1,28.0,86.0
,318.07,832,61.5,2.7,10111110,318.37,800,13.94,61.5,24.0,318.66,832,34.1,28.0,86.0
,318.95,864,61.5,4.3,10111110,319.26,832,13.94,61.5,24.0,319.58,832,32.5,28.0,86.0
,319.88,800,61.5,3.1,10111110,320.17,736,13.94,61.5,24.0,320.45,544,44.3,28.0,86.0
,320.73,256,61.5,0.0,10110110,321.01,96,13.13,61.5,24.0,321.27,0,0.0,28.0,86.0
,321.54,0,61.5,0.0,10110110,321.80,0,13.23,61.5,25.5,322.07,0,0.0,28.0,86.0
,322.33,0,61.5,0.0,10110110,322.60,0,13.43,61.5,25.5,322.87,0,0.0,28.0,86.0
,323.15,0,61.5,0.0,10110110,323.41,0,13.33,61.5,25.5,323.68,0,0.0,28.0,86.0
,323.95,0,61.5,0.0,10110110,324.23,0,13.33,61.5,25.5,324.51,0,0.0,28.0,86.0
,324.77,0,61.5,0.0,10110110,326.00,0,13.33,61.5,25.5,326.27,0,0.0,0.0,0.0
,326.54,0,61.5,0.0,10110110,326.80,0,13.33,61.5,25.5,327.07,0,0.0,0.0,0.0
,327.33,0,61.5,0.0,10110110,327.60,0,13.33,61.5,25.5,327.86,0,0.0,0.0,0.0
,328.15,448,61.5,0.0,10110110,328.44,1056,13.94,61.5,25.5,328.73,1088,45.9,28.0,86.0
,329.01,1024,61.5,0.0,10110110,329.34,1056,13.84,61.5,25.5,329.64,1024,34.1,28.0,86.0
,329.91,992,61.5,0.0,10110110,330.25,960,13.94,61.5,24.0,330.54,960,35.3,28.0,86.0
,330.85,960,61.5,0.0,10110110,331.16,928,13.94,63.0,24.0,331.44,864,35.3,28.0,86.0
,331.76,864,63.0,0.0,10110110,332.06,864,13.94,63.0,24.0,332.36,864,36.9,28.0,86.0
,332.67,864,63.0,0.0,10110110,332.97,864,14.04,63.0,24.0,333.28,864,35.3,28.0,86.0
,333.57,864,63.0,0.0,10110110,333.87,864,13.94,63.0,24.0,334.19,864,34.1,28.0,86.0
,334.49,864,63.0,-1.6,10111110,334.80,864,14.04,63.0,24.0,335.09,832,34.1,28.0,86.0
,335.40,864,63.0,-6.6,10111110,335.71,832,13.94,63.0,24.0,336.01,832,34.1,28.0,86.0
,336.32,832,63.0,-8.2,10111110,336.60,832,13.94,63.0,24.0,336.89,832,34.1,28.0,86.0
,337.19,832,63.0,-8.2,10111110,337.50,800,13.84,63.0,24.0,337.78,832,34.1,28.0,86.0
,338.08,800,63.0,-7.8,10111110,338.38,832,13.94,63.0,24.0,338.69,832,34.1,28.0,86.0
,339.03,832,63.0,-7.0,10111110,339.32,832,13.94,63.0,25.5,339.62,800,34.1,28.0,86.0
,339.91,832,63.0,-6.3,10111110,340.21,800,13.94,63.0,25.5,340.52,832,34.1,28.0,86.0
,340.83,832,63.0,-5.1,10111110,341.13,832,13.94,63.0,25.5,341.42,800,32.5,28.0,86.0
,341.72,800,63.0,-4.3,10111110,342.02,736,13.74,63.0,25.5,342.29,608,41.2,28.0,86.0
,342.55,384,63.0,0.0,10110110,342.82,288,12.93,63.0,25.5,343.09,0,0.0,28.0,86.0
,343.36,0,63.0,0.0,10110110,343.63,0,13.03,63.0,25.5,343.90,0,0.0,28.0,86.0
,344.17,0,63.0,0.0,10110110,345.35,0,13.03,63.0,25.5,345.61,0,0.0,0.0,0.0
,345.88,0,63.0,0.0,10110110,346.15,0,13.13,63.0,25.5,346.41,0,0.0,0.0,0.0
,346.68,0,63.0,0.0,10110110,346.94,0,13.13,63.0,25.5,347.21,0,0.0,0.0,0.0
,347.48,0,63.0,0.0,10110110,347.75,0,13.13,63.0,25.5,348.02,0,0.0,0.0,0.0
,348.30,0,63.0,0.0,10110110,348.63,704,11.62,63.0,25.5,348.95,1056,53.3,28.0,86.0
,349.26,1056,63.0,0.0,10110110,349.59,992,13.74,63.0,25.5,349.94,1088,34.1,28.0,86.0
,350.27,960,63.0,0.0,10110110,350.56,928,13.84,63.0,25.5,350.87,928,35.3,28.0,86.0
,351.19,928,64.5,0.0,10110110,351.50,928,13.84,64.5,25.5,351.81,832,34.1,28.0,86.0
,352.12,864,64.5,0.0,10110110,352.43,864,13.94,64.5,25.5,352.72,832,35.3,28.0,86.0
,353.03,832,64.5,0.0,10110110,353.33,832,13.94,64.5,25.5,353.63,864,35.3,28.0,86.0
,353.93,864,64.5,0.0,10110110,354.22,832,13.94,64.5,25.5,354.52,832,34.1,28.0,86.0
,354.87,864,64.5,0.0,10110110,355.19,832,13.94,64.5,25.5,355.48,832,34.1,28.0,86.0
,355.76,832,64.5,0.0,10110110,356.07,832,13.94,64.5,25.5,356.37,832,32.5,28.0,86.0
,356.69,832,64.5,0.0,10110110,356.97,832,13.94,64.5,25.5,357.28,832,32.5,28.0,86.0
,357.58,832,64.5,0.0,10110110,357.88,832,13.94,64.5,25.5,358.16,832,32.5,28.0,86.0
,358.47,832,64.5,0.0,10110110,358.78,832,14.04,64.5,25.5,359.10,800,31.0,28.0,86.0
,359.40,832,64.5,0.0,10110110,359.69,832,13.94,64.5,25.5,359.99,832,31.0,28.0,86.0
,360.30,800,64.5,0.0,10110110,360.59,800,13.84,64.5,25.5,360.89,800,31.0,28.0,86.0
,361.21,800,64.5,0.0,10110110,361.51,832,14.04,64.5,25.5,361.81,800,31.0,28.0,86.0
,362.12,800,64.5,0.0,10110110,362.44,800,13.94,64.5,25.5,362.74,832,31.0,28.0,86.0
,363.04,800,64.5,0.0,10110110,363.32,800,13.94,64.5,25.5,363.62,800,31.0,28.0,86.0
,363.93,800,64.5,0.0,10110110,364.22,800,13.94,64.5,25.5,364.53,800,29.4,28.0,86.0
,364.84,800,64.5,0.0,10110110,365.15,800,13.94,64.5,25.5,365.45,800,29.4,28.0,86.0
,365.74,768,64.5,0.0,10110110,366.03,672,13.74,64.5,25.5,366.32,576,42.7,28.0,86.0
,366.60,320,64.5,0.0,10110110,366.88,0,12.83,64.5,25.5,367.15,0,0.0,28.0,86.0
,367.41,0,64.5,0.0,10110110,367.68,0,12.93,64.5,27.0,367.94,0,0.0,28.0,86.0
,368.21,0,64.5,0.0,10110110,368.47,0,13.03,64.5,27.0,368.74,0,0.0,28.0,86.0
