Poniedziałek,17,Sierpień,2026,06:35:21:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,698.34,1984,84.0,0.0,11101011,697.65,1984,13.64,84.0,37.5,698.00,1984,34.1,28.0,86.0
,699.39,1952,84.0,-14.1,11101011,698.69,1984,13.74,84.0,37.5,699.06,1952,20.8,28.0,86.0
,700.49,1920,84.0,-17.2,11101011,699.76,1952,13.64,84.0,37.5,700.11,1920,16.1,28.0,86.0
,701.53,1888,84.0,-12.1,11101011,700.84,1920,13.64,84.0,37.5,701.17,1888,17.6,28.0,86.0
,702.64,1856,84.0,-13.7,11101011,701.90,1856,13.64,84.0,37.5,702.28,1888,26.7,28.0,86.0
,703.70,1888,84.0,0.0,11101011,703.01,1856,13.64,84.0,37.5,703.34,1888,78.4,28.0,86.0
,704.74,1920,84.0,-5.9,11101011,704.03,1920,13.64,84.0,37.5,704.39,1920,85.5,28.0,86.0
,705.83,1984,82.5,0.0,11101001,705.10,1952,13.64,84.0,37.5,705.47,1984,82.7,28.0,86.0
,706.90,1984,82.5,-0.8,11101001,706.18,1984,13.64,82.5,39.0,706.54,1984,36.9,28.0,86.0
,707.97,1952,82.5,-8.6,11101011,707.26,1984,13.64,82.5,39.0,707.62,1984,25.1,28.0,86.0
,709.06,1920,82.5,0.0,11111111,708.32,1984,13.64,82.5,37.5,708.69,1952,17.6,28.0,86.0
,710.07,1888,81.0,0.0,11111111,709.39,1920,13.53,82.5,37.5,709.72,1888,0.0,28.0,86.0
,711.15,1856,81.0,0.0,11111111,710.44,1888,13.74,81.0,37.5,710.79,1856,0.0,28.0,86.0
,712.23,1792,81.0,0.0,11101011,711.50,1824,13.74,81.0,37.5,711.86,1824,19.2,28.0,86.0
,713.33,1792,81.0,0.0,11101011,712.62,1792,13.74,81.0,37.5,712.98,1760,29.4,28.0,86.0
,714.44,1824,81.0,-1.6,11101011,713.70,1824,13.64,81.0,37.5,714.07,1824,67.8,28.0,86.0
,715.52,1856,79.5,0.0,11101011,714.81,1856,13.74,79.5,37.5,715.17,1856,45.9,28.0,86.0
,716.63,1856,79.5,-0.8,11101011,715.88,1856,13.64,79.5,39.0,716.26,1856,41.2,28.0,86.0
,717.75,1824,79.5,-9.4,11101011,717.01,1824,13.64,79.5,37.5,717.38,1824,25.1,28.0,86.0
,718.90,1824,79.5,-12.9,11101010,718.13,1824,13.64,79.5,37.5,718.51,1824,23.5,28.0,86.0
,720.05,1792,79.5,-16.8,11101010,719.28,1792,13.74,79.5,37.5,719.67,1792,23.5,28.0,86.0
,721.17,1760,79.5,-18.0,11101010,720.44,1760,13.74,79.5,37.5,720.81,1760,25.1,28.0,86.0
,722.24,1728,79.5,-17.2,11101010,721.52,1728,13.64,79.5,37.5,721.88,1760,20.8,28.0,86.0
,723.27,1664,79.5,-18.0,11101010,722.61,1696,13.64,79.5,37.5,722.94,1696,20.8,28.0,86.0
,724.39,1696,79.5,0.0,11101010,723.66,1696,13.64,79.5,37.5,724.03,1696,42.7,28.0,86.0
,725.42,1696,79.5,-1.6,11101010,724.71,1696,13.64,79.5,37.5,725.04,1696,53.3,28.0,86.0
,726.52,1728,79.5,-1.6,11101010,725.77,1696,13.64,79.5,37.5,726.14,1728,53.3,28.0,86.0
,727.68,1760,79.5,-2.3,11101010,726.93,1728,13.74,79.5,37.5,727.29,1728,53.3,28.0,86.0
,728.76,1760,79.5,-2.3,11101010,728.04,1760,13.74,79.5,39.0,728.41,1760,51.8,28.0,86.0
,729.86,1760,79.5,0.0,11101011,729.12,1760,13.64,79.5,39.0,729.50,1760,51.8,28.0,86.0
,731.00,1760,79.5,-5.1,11101011,730.26,1760,13.64,79.5,39.0,730.64,1760,32.5,28.0,86.0
,732.08,1760,79.5,-5.9,11101011,731.37,1760,13.64,79.5,39.0,731.73,1760,35.3,28.0,86.0
,733.19,1760,79.5,0.0,11101011,732.45,1760,13.64,79.5,39.0,732.81,1760,59.2,28.0,86.0
,734.26,1792,79.5,0.0,11101011,733.54,1792,13.53,79.5,39.0,733.87,1792,63.5,28.0,86.0
,735.44,1760,81.0,-5.9,11101011,734.66,1792,13.64,79.5,39.0,735.06,1792,31.0,28.0,86.0
,736.57,1760,79.5,-9.0,11101011,735.83,1792,13.74,79.5,39.0,736.20,1760,32.5,28.0,86.0
,737.65,1760,81.0,-14.8,11111111,736.93,1760,13.64,81.0,39.0,737.29,1760,22.0,28.0,86.0
,738.65,1696,81.0,0.0,11111111,737.98,1728,13.64,81.0,39.0,738.32,1728,0.0,28.0,86.0
,739.69,1696,81.0,0.0,11101011,739.00,1696,13.64,81.0,37.5,739.35,1696,22.0,28.0,86.0
,740.72,1664,81.0,-8.6,11101011,740.02,1664,13.64,81.0,37.5,740.37,1664,23.5,28.0,86.0
,741.79,1664,81.0,0.0,11101011,741.11,1664,13.64,81.0,37.5,741.45,1664,48.6,28.0,86.0
,742.82,1664,81.0,0.0,11101011,742.12,1664,13.64,81.0,37.5,742.47,1664,40.0,28.0,86.0
,743.90,1664,82.5,-6.6,11111111,743.18,1664,13.64,81.0,39.0,743.55,1664,23.5,28.0,86.0
,744.93,1632,82.5,-13.7,11111111,744.26,1664,13.64,82.5,37.5,744.60,1632,22.0,28.0,86.0
,745.93,1600,82.5,-14.1,11111111,745.26,1632,13.64,82.5,37.5,745.59,1600,23.5,28.0,86.0
,746.94,1568,82.5,-13.7,11111111,746.27,1568,13.64,82.5,37.5,746.61,1568,23.5,28.0,86.0
,748.18,1504,82.5,-13.3,11111111,747.30,1536,13.53,82.5,37.5,747.72,1504,23.5,28.0,86.0
,749.15,1440,82.5,-11.3,11111111,748.47,1472,13.53,82.5,37.5,748.80,1440,23.5,28.0,86.0
,750.16,1408,82.5,-8.6,11101011,749.49,1408,13.64,82.5,37.5,749.82,1440,25.1,28.0,86.0
,751.21,1408,82.5,0.0,11101011,750.51,1408,13.64,82.5,37.5,750.85,1376,78.4,28.0,86.0
,752.16,1440,82.5,0.0,11111111,751.53,1408,13.84,82.5,37.5,751.84,1408,59.2,28.0,86.0
,753.12,1088,84.0,0.0,11111111,752.50,960,13.64,82.5,39.0,752.81,1088,29.4,28.0,86.0
,754.01,896,84.0,0.0,11111111,753.42,992,13.53,84.0,37.5,753.72,928,23.5,28.0,86.0
,754.96,2368,84.0,-7.0,11101001,754.31,864,13.74,84.0,37.5,754.63,1376,29.4,28.0,86.0
,755.98,2432,84.0,-10.5,11101001,755.29,2496,13.53,84.0,37.5,755.64,2528,17.6,28.0,86.0
,756.97,2336,84.0,-12.1,11101001,756.31,2400,13.64,84.0,37.5,756.64,2464,35.3,28.0,86.0
,757.99,2272,84.0,-16.0,11101001,757.31,2304,13.64,84.0,37.5,757.65,2240,19.2,28.0,86.0
,759.00,2176,84.0,-11.7,11101001,758.32,2208,13.64,84.0,37.5,758.66,2176,40.0,28.0,86.0
,760.02,2016,84.0,-9.0,11111101,759.34,2144,13.64,84.0,39.0,759.67,2048,17.6,28.0,86.0
,761.14,1760,84.0,0.0,11101011,760.39,1920,13.74,84.0,37.5,760.75,1856,0.0,28.0,86.0
,762.19,1728,84.0,0.0,11101011,761.48,1760,13.64,84.0,37.5,761.82,1696,47.1,28.0,86.0
,763.29,1888,84.0,0.0,11101011,762.58,1760,13.64,84.0,39.0,762.95,1824,57.6,28.0,86.0
,764.35,2112,84.0,0.0,11101001,763.66,2016,13.64,84.0,39.0,764.01,2080,65.1,28.0,86.0
,765.42,2080,84.0,0.0,11101001,764.69,2112,13.74,84.0,39.0,765.05,2080,26.7,28.0,86.0
,766.44,2368,84.0,0.0,11101001,765.76,2144,13.74,84.0,39.0,766.09,2240,88.6,28.0,86.0
,767.46,2688,84.0,-8.6,11101001,766.76,2464,13.74,84.0,39.0,767.11,2592,88.6,28.0,86.0
,768.50,1280,84.0,0.0,11111111,767.80,2464,13.64,84.0,40.5,768.19,1888,0.0,28.0,86.0
,769.43,928,84.0,0.0,11111111,768.82,928,13.64,84.0,40.5,769.14,960,29.4,28.0,86.0
,770.36,896,84.0,0.0,11111111,769.73,832,13.53,84.0,39.0,770.02,800,29.4,28.0,86.0
,771.28,896,84.0,-4.7,11111111,770.66,896,13.53,84.0,39.0,770.96,896,29.4,28.0,86.0
,772.21,896,84.0,-9.4,11111111,771.58,896,13.43,84.0,39.0,771.88,896,29.4,28.0,86.0
,773.15,1248,84.0,0.0,11101011,772.51,896,13.53,84.0,39.0,772.81,896,34.1,28.0,86.0
,774.11,1312,84.0,0.0,11101011,773.45,1216,13.64,84.0,39.0,773.78,1216,73.7,28.0,86.0
,775.21,1632,82.5,0.0,11101011,774.49,1376,13.84,84.0,39.0,774.85,1536,76.9,28.0,86.0
,776.27,1952,82.5,-6.3,11101011,775.55,1760,13.53,82.5,39.0,775.92,1824,75.3,28.0,86.0
,777.30,2272,82.5,-8.6,11101001,776.63,2048,13.64,82.5,39.0,776.96,2144,72.2,28.0,86.0
,778.33,2624,84.0,-10.2,11101001,777.67,2368,13.64,82.5,40.5,778.00,2464,78.4,28.0,86.0
,779.33,2656,82.5,0.0,11111101,778.66,2720,13.64,84.0,40.5,779.00,2848,81.2,28.0,86.0
,780.38,1888,82.5,0.0,11101011,779.70,2112,13.64,82.5,40.5,780.03,1600,22.0,28.0,86.0
,781.51,1792,82.5,-7.8,11101011,780.74,1824,13.64,82.5,40.5,781.12,1792,29.4,28.0,86.0
,782.58,1824,82.5,0.0,11101011,781.87,1792,13.53,82.5,40.5,782.23,1792,35.3,28.0,86.0
,783.74,1792,82.5,-10.2,11101011,782.96,1792,13.64,82.5,40.5,783.36,1792,22.0,28.0,86.0
,784.88,1792,81.0,-12.9,11101011,784.12,1760,13.64,82.5,40.5,784.49,1760,28.2,28.0,86.0
,785.97,1792,81.0,-12.9,11101011,785.28,1792,13.64,81.0,40.5,785.62,1792,31.0,28.0,86.0
,787.07,1856,81.0,-7.0,11101011,786.35,1824,13.53,81.0,40.5,786.73,1824,42.7,28.0,86.0
,788.19,1952,81.0,-3.1,11101011,787.45,1888,13.64,81.0,40.5,787.82,1920,51.8,28.0,86.0
,789.27,2016,81.0,0.0,11101001,788.57,1984,13.64,81.0,40.5,788.92,1984,50.2,28.0,86.0
,790.31,2080,81.0,0.0,11101001,789.64,2048,13.53,81.0,40.5,789.98,2080,48.6,28.0,86.0
,791.34,2080,81.0,-10.2,11101001,790.64,2080,13.64,81.0,40.5,791.00,2080,25.1,28.0,86.0
,792.42,2048,81.0,-12.5,11101001,791.69,2048,13.64,81.0,40.5,792.05,2048,25.1,28.0,86.0
,793.46,2016,81.0,-15.2,11101001,792.77,2048,13.64,81.0,40.5,793.12,2016,26.7,28.0,86.0
,794.53,2048,81.0,-10.5,11101001,793.82,2016,13.64,81.0,40.5,794.17,2016,38.4,28.0,86.0
,795.59,2080,81.0,-4.7,11101001,794.88,2048,13.64,81.0,40.5,795.25,2048,45.9,28.0,86.0
,796.63,2112,81.0,-0.8,11101001,795.95,2080,13.64,81.0,40.5,796.28,2080,45.9,28.0,86.0
,797.70,2112,79.5,-3.5,11101001,797.00,2112,13.64,79.5,40.5,797.35,2112,35.3,28.0,86.0
,798.72,2112,79.5,-5.5,11101001,798.03,2112,13.53,79.5,40.5,798.38,2112,36.9,28.0,86.0
,799.81,2112,81.0,-6.6,11101001,799.09,2112,13.64,79.5,40.5,799.43,2112,36.9,28.0,86.0
,800.85,2112,81.0,-6.3,11101001,800.16,2112,13.64,81.0,40.5,800.51,2112,36.9,28.0,86.0
,801.91,2080,81.0,-7.0,11101001,801.19,2112,13.53,81.0,40.5,801.56,2112,36.9,28.0,86.0
,802.99,2080,81.0,-7.0,11101001,802.27,2080,13.64,81.0,42.0,802.62,2112,36.9,28.0,86.0
,804.09,2080,81.0,-6.6,11101001,803.35,2080,13.64,81.0,42.0,803.72,2080,36.9,28.0,86.0
,805.15,2080,81.0,-3.9,11101001,804.44,2080,13.53,81.0,42.0,804.80,2080,42.7,28.0,86.0
,806.19,2080,81.0,-4.3,11101001,805.50,2080,13.64,81.0,42.0,805.84,2112,42.7,28.0,86.0
,807.26,2112,82.5,-2.3,11101001,806.55,2080,13.64,81.0,42.0,806.92,2112,42.7,28.0,86.0
,808.29,2112,81.0,-2.3,11101001,807.60,2112,13.64,82.5,42.0,807.94,2112,41.2,28.0,86.0
,809.30,2112,81.0,-2.7,11101001,808.63,2112,13.53,81.0,42.0,808.97,2112,42.7,28.0,86.0
,810.39,2112,81.0,-1.2,11101001,809.65,2112,13.53,81.0,42.0,810.02,2112,44.3,28.0,86.0
,811.42,2112,82.5,-1.2,11101001,810.74,2112,13.53,82.5,42.0,811.09,2112,44.3,28.0,86.0
,812.42,2112,82.5,-1.6,11101001,811.75,2112,13.74,82.5,42.0,812.08,2112,44.3,28.0,86.0
,813.47,2144,82.5,-4.7,11101001,812.77,2112,13.64,82.5,42.0,813.13,2144,57.6,28.0,86.0
,814.47,2208,82.5,-6.6,11101001,813.79,2176,13.74,82.5,42.0,814.13,2176,57.6,28.0,86.0
,815.49,2240,82.5,-8.6,11101001,814.82,2208,13.64,82.5,42.0,815.16,2240,62.0,28.0,86.0
,816.50,2304,82.5,-10.5,11101001,815.82,2272,13.64,82.5,42.0,816.17,2272,62.0,28.0,86.0
,817.53,2368,82.5,-9.4,11101001,816.84,2336,13.64,82.5,43.5,817.18,2336,62.0,28.0,86.0
,818.57,2432,82.5,-8.6,11101001,817.86,2400,13.64,82.5,43.5,818.21,2400,60.4,28.0,86.0
,819.65,2432,84.0,-7.8,11101001,818.93,2432,13.64,84.0,42.0,819.30,2432,59.2,28.0,86.0
,820.68,2464,84.0,0.0,11101001,819.99,2464,13.64,84.0,43.5,820.33,2464,57.6,28.0,86.0
,821.72,2432,84.0,-1.6,11101001,821.04,2464,13.64,84.0,43.5,821.37,2432,41.2,28.0,86.0
,822.73,2368,84.0,-2.0,11101001,822.07,2400,13.64,84.0,43.5,822.40,2400,42.7,28.0,86.0
,823.75,2336,84.0,-1.2,11101001,823.08,2368,13.64,84.0,43.5,823.41,2368,42.7,28.0,86.0
,824.75,2304,84.0,-2.7,11101001,824.08,2304,13.64,84.0,43.5,824.42,2304,53.3,28.0,86.0
,825.78,2336,84.0,-8.6,11101001,825.09,2304,13.53,84.0,43.5,825.43,2304,73.7,28.0,86.0
,826.82,2400,84.0,-13.7,11101001,826.13,2368,13.53,84.0,43.5,826.45,2368,82.7,28.0,86.0
,827.83,2400,85.5,0.0,11101001,827.17,2400,13.64,84.0,43.5,827.50,2400,65.1,28.0,86.0
,828.89,2432,85.5,-7.8,11101001,828.19,2432,13.64,85.5,43.5,828.54,2432,65.1,28.0,86.0
,829.95,2432,85.5,-10.2,11101001,829.26,2432,13.53,85.5,43.5,829.61,2432,62.0,28.0,86.0
,831.03,2432,85.5,-9.4,11101001,830.28,2400,13.64,85.5,43.5,830.65,2432,59.2,28.0,86.0
,832.04,2368,85.5,-0.8,11101001,831.37,2432,13.64,85.5,45.0,831.71,2400,42.7,28.0,86.0
,833.07,2304,85.5,0.0,11101001,832.38,2336,13.53,85.5,45.0,832.72,2336,42.7,28.0,86.0
,834.06,2240,85.5,0.0,11101001,833.40,2304,13.53,85.5,43.5,833.73,2272,44.3,28.0,86.0
,835.06,2208,85.5,0.8,11101001,834.40,2240,13.64,85.5,43.5,834.73,2208,45.9,28.0,86.0
,836.07,2144,85.5,0.4,11101001,835.39,2176,13.74,85.5,43.5,835.73,2176,47.1,28.0,86.0
,837.12,2112,85.5,0.0,11101001,836.43,2112,13.53,85.5,43.5,836.77,2112,47.1,28.0,86.0
,838.17,2080,84.0,-0.4,11101001,837.48,2080,13.64,85.5,43.5,837.82,2080,48.6,28.0,86.0
,839.23,2048,84.0,-2.7,11101001,838.52,2080,13.53,84.0,43.5,838.88,2048,51.8,28.0,86.0
,840.29,2016,84.0,-3.1,11101001,839.58,2048,13.53,84.0,43.5,839.94,2048,51.8,28.0,86.0
,841.38,2048,84.0,-3.9,11101001,840.64,2048,13.64,84.0,43.5,841.01,2048,51.8,28.0,86.0
,842.43,2048,84.0,-3.9,11101001,841.74,2048,13.53,84.0,43.5,842.09,2048,50.2,28.0,86.0
,843.48,2048,84.0,-7.8,11101001,842.78,2048,13.53,84.0,43.5,843.13,2016,60.4,28.0,86.0
,844.55,2080,82.5,-8.6,11101001,843.84,2080,13.53,82.5,45.0,844.20,2048,59.2,28.0,86.0
,845.59,2080,82.5,-7.4,11101001,844.89,2112,13.64,82.5,45.0,845.24,2112,59.2,28.0,86.0
,846.63,2112,82.5,-7.8,11101001,845.94,2112,13.53,82.5,45.0,846.29,2112,59.2,28.0,86.0
,847.66,2144,82.5,-5.9,11101001,846.97,2112,13.53,82.5,45.0,847.32,2144,57.6,28.0,86.0
,848.71,2144,82.5,0.0,11101001,848.03,2144,13.64,82.5,45.0,848.37,2144,47.1,28.0,86.0
,849.74,2144,82.5,2.7,11101001,849.07,2144,13.64,82.5,45.0,849.40,2144,48.6,28.0,86.0
,850.77,2144,82.5,3.5,11101001,850.10,2144,13.53,82.5,45.0,850.43,2112,48.6,28.0,86.0
,851.82,2112,82.5,3.1,11101001,851.12,2144,13.64,82.5,45.0,851.45,2144,48.6,28.0,86.0
,852.88,2112,82.5,0.8,11101001,852.18,2144,13.53,82.5,45.0,852.53,2112,48.6,28.0,86.0
,853.92,2112,82.5,0.8,11101001,853.23,2112,13.53,82.5,45.0,853.58,2112,48.6,28.0,86.0
,854.94,2112,82.5,0.4,11101001,854.25,2144,13.64,82.5,45.0,854.59,2144,48.6,28.0,86.0
,855.98,2144,82.5,-0.4,11101001,855.28,2112,13.64,82.5,45.0,855.64,2144,48.6,28.0,86.0
,857.04,2112,82.5,-0.8,11101001,856.33,2112,13.64,82.5,45.0,856.69,2144,48.6,28.0,86.0
,858.07,2144,82.5,-1.6,11101001,857.38,2112,13.53,82.5,45.0,857.73,2112,48.6,28.0,86.0
,859.13,2144,82.5,-2.0,11101001,858.43,2112,13.53,82.5,45.0,858.78,2144,48.6,28.0,86.0
,860.18,2144,82.5,-5.1,11101001,859.48,2112,13.53,82.5,45.0,859.83,2144,54.5,28.0,86.0
,861.21,2176,82.5,-5.1,11101001,860.53,2144,13.64,82.5,45.0,860.87,2144,53.3,28.0,86.0
,862.26,2144,82.5,-5.5,11101001,861.55,2144,13.53,82.5,45.0,861.91,2144,41.2,28.0,86.0
,863.28,2112,82.5,-7.4,11101001,862.61,2112,13.64,82.5,45.0,862.95,2112,38.4,28.0,86.0
,864.31,2080,84.0,-6.6,11101001,863.61,2112,13.53,82.5,45.0,863.95,2080,38.4,28.0,86.0
,865.36,2112,84.0,-3.9,11101001,864.65,2080,13.53,84.0,45.0,865.01,2112,51.8,28.0,86.0
,866.41,2144,84.0,-1.6,11101001,865.71,2112,13.53,84.0,45.0,866.05,2112,50.2,28.0,86.0
,867.47,2176,84.0,-1.6,11101001,866.76,2144,13.53,84.0,45.0,867.12,2144,50.2,28.0,86.0
,868.51,2176,84.0,-0.4,11101001,867.83,2176,13.53,84.0,45.0,868.17,2176,44.3,28.0,86.0
,869.53,2208,84.0,-2.7,11101001,868.85,2176,13.64,84.0,45.0,869.19,2208,41.2,28.0,86.0
,870.56,2208,84.0,-3.5,11101001,869.88,2176,13.53,84.0,45.0,870.23,2208,41.2,28.0,86.0
,871.57,2208,84.0,-7.4,11101001,870.90,2208,13.53,84.0,45.0,871.25,2208,36.9,28.0,86.0
,872.61,2208,84.0,-9.0,11101001,871.91,2208,13.53,84.0,45.0,872.27,2208,36.9,28.0,86.0
,873.63,2208,84.0,-9.8,11101001,872.93,2208,13.53,84.0,45.0,873.27,2240,35.3,28.0,86.0
,874.69,2208,84.0,-12.1,11101001,873.98,2240,13.64,84.0,45.0,874.33,2240,35.3,28.0,86.0
,875.68,2208,85.5,-14.8,11101001,875.03,2240,13.53,85.5,45.0,875.36,2208,29.4,28.0,86.0
,876.68,2208,85.5,-15.2,11101001,876.00,2208,13.53,85.5,45.0,876.34,2208,31.0,28.0,86.0
,877.71,2208,85.5,-9.4,11101001,877.02,2208,13.64,85.5,45.0,877.37,2208,42.7,28.0,86.0
,878.71,2240,85.5,-7.0,11101001,878.03,2240,13.64,85.5,45.0,878.37,2240,41.2,28.0,86.0
,879.74,2240,85.5,-14.1,11101001,879.05,2240,13.64,85.5,45.0,879.40,2240,23.5,28.0,86.0
,880.75,2208,85.5,-16.4,11101001,880.08,2240,13.64,85.5,45.0,880.42,2240,23.5,28.0,86.0
,881.75,2208,84.0,-18.8,11101001,881.08,2208,13.64,85.5,45.0,881.42,2208,23.5,28.0,86.0
,882.75,2208,85.5,-18.8,11101001,882.08,2208,13.64,84.0,45.0,882.42,2208,23.5,28.0,86.0
,883.76,2176,84.0,-18.0,11101001,883.08,2208,13.64,85.5,45.0,883.42,2208,25.1,28.0,86.0
,884.80,2208,84.0,-16.4,11101001,884.11,2208,13.64,84.0,45.0,884.45,2208,25.1,28.0,86.0
,885.81,2208,84.0,-15.6,11101001,885.14,2176,13.53,84.0,45.0,885.47,2176,22.0,28.0,86.0
,886.81,2176,84.0,-14.5,11101001,886.14,2176,13.64,84.0,45.0,886.48,2176,20.8,28.0,86.0
,887.83,2176,84.0,-14.1,11101001,887.15,2176,13.64,84.0,45.0,887.49,2176,22.0,28.0,86.0
,888.83,2208,84.0,-5.9,11101001,888.16,2208,13.53,84.0,45.0,888.50,2208,40.0,28.0,86.0
,889.83,2272,84.0,-3.9,11101001,889.16,2240,13.53,84.0,45.0,889.50,2272,35.3,28.0,86.0
,890.83,2304,84.0,-6.6,11101001,890.16,2272,13.53,84.0,45.0,890.49,2304,29.4,28.0,86.0
,891.85,2336,84.0,-10.2,11101001,891.15,2304,13.53,84.0,45.0,891.49,2304,25.1,28.0,86.0
,892.93,2336,84.0,-11.7,11101001,892.22,2336,13.53,84.0,45.0,892.58,2336,25.1,28.0,86.0
,894.00,2368,84.0,-12.1,11101001,893.27,2336,13.64,84.0,45.0,893.65,2368,25.1,28.0,86.0
,895.00,2368,84.0,-12.5,11101001,894.33,2368,13.53,84.0,45.0,894.67,2368,25.1,28.0,86.0
,896.06,2368,84.0,-13.7,11101001,895.36,2368,13.53,84.0,45.0,895.73,2368,23.5,28.0,86.0
,897.09,2368,84.0,-12.5,11101001,896.42,2368,13.53,84.0,45.0,896.74,2368,23.5,28.0,86.0
,898.11,2368,84.0,-12.5,11101001,897.43,2368,13.53,84.0,45.0,897.78,2368,25.1,28.0,86.0
,899.12,2368,82.5,-11.3,11101001,898.44,2368,13.64,84.0,45.0,898.80,2368,23.5,28.0,86.0
,900.13,2368,84.0,-9.0,11101001,899.48,2368,13.53,82.5,45.0,899.81,2368,25.1,28.0,86.0
,901.14,2368,84.0,-2.7,11101001,900.45,2368,13.53,84.0,45.0,900.78,2368,31.0,28.0,86.0
,902.23,2400,82.5,0.4,11101001,901.53,2400,13.53,84.0,45.0,901.90,2400,29.4,28.0,86.0
,903.26,2400,84.0,1.2,11101001,902.56,2400,13.53,82.5,45.0,902.91,2400,29.4,28.0,86.0
,904.27,2400,82.5,1.6,11101001,903.61,2400,13.53,84.0,45.0,903.95,2400,29.4,28.0,86.0
,905.28,2400,84.0,-0.8,11101001,904.62,2400,13.53,82.5,46.5,904.95,2400,29.4,28.0,86.0
,906.31,2432,82.5,2.7,11101001,905.61,2400,13.53,84.0,45.0,905.96,2432,34.1,28.0,86.0
,907.39,2432,82.5,3.9,11101001,906.68,2432,13.64,82.5,45.0,907.06,2432,36.9,28.0,86.0
,908.49,2464,82.5,3.1,11101001,907.74,2432,13.53,82.5,46.5,908.12,2432,35.3,28.0,86.0
,909.59,2464,82.5,0.8,11101001,908.86,2432,13.53,82.5,46.5,909.22,2464,35.3,28.0,86.0
,910.63,2464,82.5,0.4,11101001,909.93,2464,13.53,82.5,46.5,910.27,2464,35.3,28.0,86.0
,911.70,2464,82.5,-0.4,11101001,910.99,2464,13.53,82.5,46.5,911.33,2464,38.4,28.0,86.0
,912.80,2464,82.5,-0.4,11101001,912.04,2464,13.53,82.5,46.5,912.41,2464,38.4,28.0,86.0
,913.86,2464,84.0,0.4,11101001,913.15,2464,13.53,82.5,46.5,913.50,2464,40.0,28.0,86.0
,914.96,2496,84.0,-0.4,11101001,914.24,2464,13.53,84.0,46.5,914.60,2464,40.0,28.0,86.0
,916.02,2496,82.5,-0.8,11101001,915.29,2496,13.53,84.0,46.5,915.65,2496,40.0,28.0,86.0
,917.07,2528,84.0,-0.4,11101001,916.38,2528,13.53,82.5,46.5,916.73,2528,40.0,28.0,86.0
,918.11,2560,84.0,-1.6,11101001,917.42,2528,13.53,84.0,46.5,917.76,2560,38.4,28.0,86.0
,919.11,2592,84.0,-1.6,11101001,918.43,2560,13.53,84.0,46.5,918.78,2592,38.4,28.0,86.0
,920.14,2624,84.0,-2.7,11101001,919.43,2592,13.53,84.0,46.5,919.79,2624,38.4,28.0,86.0
,921.20,2656,84.0,-4.3,11101001,920.48,2624,13.64,84.0,46.5,920.84,2656,38.4,28.0,86.0
,922.18,2688,84.0,-5.5,11101001,921.53,2688,13.53,84.0,46.5,921.87,2688,36.9,28.0,86.0
,923.18,2720,82.5,-4.7,11101001,922.51,2720,13.64,84.0,46.5,922.84,2720,35.3,28.0,86.0
,924.18,1664,84.0,0.0,11111111,923.52,2688,13.64,82.5,46.5,923.86,2176,0.0,28.0,86.0
,925.26,2016,84.0,0.0,11101001,924.54,1600,13.64,84.0,46.5,924.90,2016,25.1,28.0,86.0
,926.31,2080,84.0,0.0,11101001,925.61,2016,13.53,84.0,46.5,925.96,2048,72.2,28.0,86.0
,927.38,2112,84.0,-3.9,11101001,926.66,2080,13.53,84.0,46.5,927.02,2112,60.4,28.0,86.0
,928.44,2176,84.0,-0.8,11101001,927.74,2144,13.53,84.0,48.0,928.09,2144,47.1,28.0,86.0
,929.43,2176,84.0,0.0,11111101,928.77,2176,13.64,84.0,48.0,929.11,2176,34.1,28.0,86.0
,930.44,2144,84.0,0.0,11111101,929.75,2144,13.64,84.0,46.5,930.10,2144,16.1,28.0,86.0
,931.46,2048,84.0,0.0,11111101,930.77,2112,13.43,84.0,46.5,931.13,2080,0.0,28.0,86.0
,932.49,1984,84.0,0.0,11111101,931.79,2016,13.64,84.0,46.5,932.14,2016,0.0,28.0,86.0
,933.57,1920,84.0,0.0,11111111,932.85,1952,13.53,84.0,46.5,933.22,1952,0.0,28.0,86.0
,934.60,1728,84.0,0.0,11111111,933.92,1856,13.64,84.0,46.5,934.28,1792,0.0,28.0,86.0
,935.62,1664,84.0,0.0,11111111,934.96,1696,13.53,84.0,46.5,935.29,1664,0.0,28.0,86.0
,936.64,1632,84.0,0.0,11101011,935.98,1632,13.53,84.0,46.5,936.31,1632,23.5,28.0,86.0
,937.74,1696,84.0,0.0,11101011,937.03,1632,13.53,84.0,46.5,937.38,1664,66.3,28.0,86.0
,938.84,1760,84.0,0.0,11101011,938.10,1728,13.64,84.0,46.5,938.50,1728,50.2,28.0,86.0
,939.91,1824,84.0,0.0,11101011,939.16,1760,13.64,84.0,46.5,939.52,1792,71.0,28.0,86.0
,940.98,1920,84.0,-7.4,11101011,940.25,1888,13.53,84.0,48.0,940.63,1920,85.5,28.0,86.0
,942.06,1984,84.0,0.0,11101001,941.34,1984,13.53,84.0,48.0,941.70,1984,41.2,28.0,86.0
