Pi¹tek,28,Sierpieñ,2026,06:49:43:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,252.72,2496,85.5,-5.5,11101001,253.07,2496,25.1,3.09,316.2,253.45,-5.5,1.48, , 
,253.80,2528,85.5,-5.5,11101001,254.15,2528,23.5,3.09,316.2,254.51,-5.5,1.48, , 
,254.85,2528,85.5,-5.5,11101001,255.20,2528,23.5,3.09,316.2,255.55,-4.7,1.52, , 
,255.87,2560,85.5,-3.9,11101001,256.21,2528,23.5,3.09,316.2,256.57,-3.5,1.48, , 
,256.91,2528,85.5,-3.1,11111101,257.24,2592,19.2,2.06,275.4,257.57,0.0,1.45, , 
,257.91,2528,85.5,0.0,11111101,258.26,2528,0.0,0.00,244.8,258.59,0.0,2.93, , 
,258.92,2528,85.5,0.0,11101001,259.25,2528,17.6,2.06,244.8,259.57,0.0,1.21, , 
,259.91,2528,85.5,-4.3,11101001,260.26,2528,19.2,2.06,275.4,260.60,-5.1,1.45, , 
,260.93,2496,84.0,-5.5,11101001,261.28,2496,20.8,2.06,295.8,261.66,-7.0,1.45, , 
,261.99,2496,85.5,-7.8,11101001,262.29,2496,26.7,3.09,336.6,262.63,-6.3,1.56, , 
,262.96,2496,85.5,-5.9,11101001,263.29,2496,28.2,4.12,357.0,263.62,-3.9,1.56, , 
,263.97,2496,85.5,-1.6,11101001,264.33,2528,35.3,5.15,438.6,264.68,0.0,1.52, , 
,265.01,2528,85.5,-1.2,11101001,265.33,2528,22.0,3.09,295.8,265.69,-4.3,1.41, , 
,266.04,2528,84.0,-5.9,11101001,266.37,2528,22.0,3.09,295.8,266.71,-7.0,1.45, , 
,267.03,2496,85.5,-6.6,11101001,267.37,2496,22.0,3.09,295.8,267.70,-7.8,1.52, , 
,268.05,2496,84.0,-7.4,11101001,268.40,2496,22.0,3.09,295.8,268.74,-8.2,1.52, , 
,269.07,2496,84.0,-9.0,11101001,269.40,2496,22.0,3.09,295.8,269.74,-8.6,1.48, , 
,270.10,2496,84.0,-8.6,11101001,270.44,2464,23.5,3.09,316.2,270.80,-7.4,1.56, , 
,271.16,2464,85.5,-2.7,11101001,271.53,2464,23.5,3.09,316.2,271.90,-2.3,1.48, , 
,272.25,2464,84.0,-2.3,11101001,272.61,2464,23.5,3.09,316.2,272.96,-0.8,1.48, , 
,273.30,2464,84.0,0.0,11101001,273.68,2464,23.5,3.09,316.2,274.01,0.4,1.48, , 
,274.35,2464,85.5,0.4,11101001,274.69,2464,23.5,3.09,316.2,275.04,0.0,1.45, , 
,275.38,2432,84.0,-0.4,11101001,275.73,2432,23.5,3.09,316.2,276.08,-1.6,1.52, , 
,276.42,2432,84.0,-2.0,11101001,276.79,2432,25.1,3.09,336.6,277.14,-2.3,1.48, , 
,277.49,2432,84.0,-1.6,11101001,277.82,2432,25.1,3.09,336.6,278.16,-1.6,1.48, , 
,278.50,2400,84.0,-2.0,11101001,278.87,2400,26.7,3.09,336.6,279.21,-2.0,1.52, , 
,279.54,2400,84.0,-2.0,11101001,279.87,2400,26.7,3.09,336.6,280.21,-1.6,1.48, , 
,280.57,2400,84.0,-1.6,11101001,280.95,2400,26.7,4.12,357.0,281.28,-4.3,1.48, , 
,281.60,2400,84.0,-4.7,11101001,281.94,2400,26.7,3.09,357.0,282.26,-4.7,1.52, , 
,282.58,2368,84.0,-4.7,11101001,282.91,2368,26.7,3.09,357.0,283.25,-4.7,1.48, , 
,283.62,2368,84.0,-4.3,11101001,283.97,2368,26.7,3.09,336.6,284.32,-4.7,1.48, , 
,284.65,2368,84.0,-4.7,11101001,284.99,2368,26.7,3.09,357.0,285.35,-4.7,1.52, , 
,285.68,2336,84.0,-5.5,11101001,286.01,2336,17.6,2.06,275.4,286.34,-8.2,1.41, , 
,286.66,2336,84.0,-8.2,11101001,286.99,2304,17.6,2.06,244.8,287.32,-8.6,1.48, , 
,287.66,2304,84.0,-8.6,11101001,287.99,2304,20.8,2.06,275.4,288.32,-9.0,1.52, , 
,288.67,2272,84.0,-9.0,11101001,289.01,2272,20.8,2.06,295.8,289.34,-9.8,1.48, , 
,289.68,2272,84.0,-9.8,11101001,290.01,2240,22.0,3.09,295.8,290.37,-10.2,1.52, , 
,290.70,2272,84.0,0.0,11101001,291.03,2240,50.2,7.21,591.6,291.36,0.0,1.48, , 
,291.68,2240,84.0,0.8,11101001,292.02,2240,20.8,2.06,295.8,292.36,0.0,1.33, , 
,292.69,2208,84.0,-4.7,11111101,293.04,2208,0.0,0.00,244.8,293.37,0.0,3.71, , 
,293.72,2176,84.0,0.0,11111101,294.04,2176,0.0,0.00,244.8,294.39,0.0,3.83, , 
,294.73,2144,84.0,0.0,11111101,295.05,2112,0.0,0.00,244.8,295.40,0.0,3.91, , 
,295.73,2080,84.0,0.0,11111101,296.08,2080,0.0,0.00,244.8,296.43,0.0,3.91, , 
,296.77,2048,84.0,0.0,11111101,297.10,2048,0.0,0.00,244.8,297.44,0.0,3.95, , 
,297.79,2016,84.0,0.0,11111101,298.15,1984,0.0,0.00,244.8,298.51,0.0,3.91, , 
,298.88,1952,84.0,0.0,11111111,299.24,1952,0.0,0.00,244.8,299.60,0.0,3.95, , 
,299.95,1920,84.0,0.0,11111111,300.30,1920,0.0,0.00,275.4,300.66,0.0,3.95, , 
,301.01,1888,82.5,0.0,11111111,301.38,1856,0.0,0.00,295.8,301.72,0.0,3.95, , 
,302.08,1824,82.5,0.0,11111111,302.43,1824,0.0,0.00,295.8,302.82,0.0,3.95, , 
,303.12,1792,82.5,0.0,11111111,303.43,1792,0.0,0.00,316.2,303.74,0.0,3.95, , 
,304.07,1760,82.5,0.0,11111111,304.39,1760,0.0,0.00,316.2,304.75,0.0,3.98, , 
,305.11,1728,82.5,0.0,11111111,305.44,1696,0.0,0.00,316.2,305.77,0.0,3.98, , 
,306.12,1696,82.5,0.0,11111111,306.44,1664,22.0,3.09,316.2,306.79,0.0,1.52, , 
,307.14,1664,82.5,0.0,11101011,307.53,1664,20.8,3.09,316.2,307.89,0.0,1.17, , 
,308.25,1632,82.5,1.2,11101011,308.57,1632,22.0,3.09,316.2,308.92,-0.8,1.48, , 
,309.30,1600,82.5,0.4,11101011,309.67,1600,23.5,3.09,336.6,310.03,0.0,1.52, , 
,310.41,1600,82.5,0.4,11101011,310.79,1600,23.5,3.09,336.6,311.13,-1.6,1.45, , 
,311.47,1568,82.5,-2.0,11101011,311.79,1568,23.5,3.09,336.6,312.15,-3.1,1.45, , 
,312.50,1568,82.5,-3.9,11101011,312.83,1536,22.0,3.09,316.2,313.17,-4.3,1.48, , 
,313.52,1536,82.5,-5.5,11101011,313.85,1504,22.0,3.09,316.2,314.17,-4.7,1.56, , 
,314.57,1504,82.5,-4.3,11111111,314.84,1504,22.0,3.09,316.2,315.17,-2.3,1.60, , 
,315.52,1472,82.5,-1.6,11111111,315.79,1440,23.5,3.09,336.6,316.19,1.2,1.60, , 
,316.49,1472,82.5,2.0,11111111,316.85,1440,23.5,3.09,336.6,317.17,2.3,1.48, , 
,317.50,1120,82.5,3.1,11111111,317.82,960,25.1,3.09,357.0,318.13,2.0,1.45, , 
,318.46,896,82.5,1.6,11111111,318.75,896,26.7,3.09,397.8,319.04,1.6,1.52, , 
,319.36,896,82.5,2.0,11111111,319.67,896,26.7,3.09,397.8,319.97,2.0,1.52, , 
,320.27,896,82.5,2.3,11111111,320.57,896,28.2,4.12,397.8,320.86,2.0,1.48, , 
,321.17,896,82.5,2.0,11111111,321.49,896,26.7,3.09,397.8,321.81,2.0,1.52, , 
,322.12,896,82.5,2.0,11111111,322.41,896,26.7,3.09,397.8,322.71,2.7,1.48, , 
,323.03,896,82.5,2.7,11111111,323.36,896,26.7,3.09,377.4,323.67,2.3,1.45, , 
,323.99,896,82.5,2.3,11111111,324.30,896,26.7,3.09,377.4,324.63,2.0,1.45, , 
,324.99,960,81.0,2.0,11111111,325.31,1056,23.5,3.09,357.0,325.63,0.8,1.45, , 
,325.94,1568,82.5,4.3,11111111,326.32,1856,20.8,3.09,295.8,326.69,0.0,1.99, , 
,327.05,1824,82.5,0.0,11101011,327.42,1792,23.5,3.09,316.2,327.78,-0.4,1.48, , 
,328.14,1792,82.5,-1.2,11101011,328.47,1760,28.2,4.12,377.4,328.82,-1.6,1.48, , 
,329.19,1760,82.5,-2.7,11101011,329.59,1760,31.0,4.12,397.8,329.97,-3.5,1.45, , 
,330.30,1760,82.5,-3.9,11101011,330.62,1760,32.5,4.12,418.2,330.95,-3.5,1.52, , 
,331.27,1792,82.5,-3.5,11101011,331.58,1792,36.9,5.15,459.0,331.96,-1.6,1.52, , 
,332.35,1824,82.5,-0.4,11101011,332.71,1824,45.9,6.18,550.8,333.10,1.2,1.48, , 
,333.46,1856,82.5,1.2,11101011,333.82,1888,42.7,6.18,520.2,334.20,0.0,1.45, , 
,334.56,1920,82.5,-1.2,11101011,334.93,1952,42.7,6.18,499.8,335.30,0.4,1.52, , 
,335.66,1984,81.0,0.8,11101011,336.01,2016,51.8,7.21,612.0,336.37,-0.4,1.48, , 
,336.74,2080,82.5,-0.4,11101001,337.10,2112,50.2,7.21,591.6,337.45,-0.4,1.52, , 
,337.77,2176,82.5,-0.8,11101001,338.09,2176,47.1,7.21,550.8,338.43,-0.4,1.52, , 
,338.76,2240,82.5,-0.4,11101001,339.09,2240,45.9,6.18,550.8,339.43,-0.4,1.48, , 
,339.78,2304,82.5,0.0,11101001,340.12,2336,41.2,6.18,479.4,340.45,0.0,1.41, , 
,340.79,1888,82.5,0.0,11111111,341.12,1376,0.0,0.00,336.6,341.41,0.0,3.71, , 
,341.71,1088,82.5,0.0,11111111,342.03,1152,25.1,4.12,357.0,342.35,0.0,1.02, , 
,342.66,1024,82.5,0.0,11111111,342.98,928,22.0,3.09,336.6,343.29,0.0,1.05, , 
,343.61,864,82.5,0.0,11111111,343.90,864,25.1,3.09,377.4,344.22,0.0,1.41, , 
,344.51,864,82.5,-0.4,11111111,344.82,896,26.7,3.09,377.4,345.18,-0.8,1.48, , 
,345.50,1056,82.5,-0.8,11111111,345.89,1408,20.8,3.09,295.8,346.23,0.0,1.84, , 
,346.59,1856,82.5,0.0,11101011,346.96,1888,25.1,3.09,357.0,347.35,0.0,1.48, , 
,347.70,1856,82.5,-1.6,11101011,348.05,1856,31.0,4.12,397.8,348.41,-1.6,1.48, , 
,348.78,1888,82.5,-2.3,11101011,349.14,1888,36.9,5.15,459.0,349.50,-1.2,1.56, , 
,349.86,1920,82.5,-1.2,11101011,350.22,1920,36.9,5.15,459.0,350.58,-1.2,1.52, , 
,350.93,1952,82.5,-1.6,11101011,351.29,1984,40.0,5.15,499.8,351.65,-1.6,1.48, , 
,352.01,2016,82.5,-1.2,11101001,352.34,2016,45.9,6.18,550.8,352.69,0.8,1.52, , 
,353.05,2080,82.5,1.2,11101001,353.38,2080,47.1,7.21,571.2,353.73,0.8,1.48, , 
,354.06,2144,82.5,0.0,11101001,354.40,2144,45.9,6.18,550.8,354.77,0.4,1.52, , 
,355.11,2176,84.0,0.0,11101001,355.45,2208,45.9,6.18,550.8,355.79,0.0,1.48, , 
,356.13,2240,82.5,0.0,11101001,356.46,2240,45.9,6.18,520.2,356.80,0.4,1.52, , 
,357.14,2272,82.5,0.4,11101001,357.48,2304,44.3,6.18,520.2,357.81,0.8,1.48, , 
,358.16,2304,82.5,0.8,11101001,358.51,2336,44.3,6.18,499.8,358.86,1.2,1.48, , 
,359.22,2368,82.5,0.4,11101001,359.58,2400,42.7,6.18,499.8,359.93,0.0,1.52, , 
,360.29,2432,82.5,-0.4,11101001,360.62,2432,47.1,7.21,550.8,360.96,0.8,1.48, , 
,361.30,2496,82.5,1.6,11101001,361.65,2496,51.8,7.21,591.6,362.00,1.2,1.45, , 
,362.36,2560,84.0,1.2,11101001,362.68,2592,53.3,8.24,612.0,363.01,1.2,1.48, , 
,363.33,2656,84.0,1.6,11101001,363.69,2656,51.8,7.21,591.6,364.03,1.6,1.48, , 
,364.36,2432,84.0,0.0,11111101,364.70,1888,0.0,0.00,295.8,365.02,0.0,3.75, , 
,365.32,1024,84.0,0.0,11111111,365.63,1120,25.1,4.12,357.0,365.99,0.0,1.37, , 
,366.34,1920,84.0,0.0,11101011,366.71,1952,16.1,2.06,244.8,367.08,0.0,1.13, , 
,367.44,1920,82.5,-7.0,11101011,367.80,1952,20.8,3.09,316.2,368.16,-0.8,1.52, , 
,368.54,1888,84.0,-1.6,11101011,368.90,1888,34.1,4.12,418.2,369.25,1.2,1.64, , 
,369.63,1920,84.0,2.7,11101011,369.98,1920,38.4,5.15,479.4,370.35,3.9,1.56, , 
,370.72,1920,84.0,3.9,11101011,371.09,1920,28.2,4.12,377.4,371.46,2.3,1.41, , 
,371.83,1920,84.0,1.6,11101011,372.19,1920,28.2,4.12,377.4,372.55,1.2,1.45, , 
,372.89,1920,84.0,0.8,11101011,373.24,1920,28.2,3.09,377.4,373.62,0.8,1.48, , 
,373.98,1920,84.0,-0.4,11101011,374.34,1920,20.8,2.06,295.8,374.72,-3.5,1.41, , 
,375.10,1888,84.0,-2.7,11101011,375.47,1856,25.1,3.09,336.6,375.85,-3.1,1.52, , 
,376.22,1888,84.0,1.2,11101011,376.59,1856,25.1,3.09,357.0,376.93,2.0,1.52, , 
,377.32,1856,84.0,1.6,11101011,377.68,1856,26.7,3.09,357.0,378.01,3.1,1.52, , 
,378.39,1856,84.0,4.3,11101011,378.76,1856,26.7,3.09,357.0,379.14,5.5,1.52, , 
,379.52,1856,84.0,6.3,11101011,379.89,1856,26.7,3.09,357.0,380.27,7.0,1.45, , 
,380.64,1856,84.0,7.0,11101011,381.01,1856,28.2,4.12,377.4,381.37,6.6,1.45, , 
,381.76,1856,84.0,6.3,11101011,382.14,1856,26.7,3.09,357.0,382.50,5.9,1.48, , 
,382.89,1856,84.0,6.3,11101011,383.27,1824,28.2,3.09,357.0,383.65,5.9,1.48, , 
,384.03,1824,84.0,6.3,11101011,384.40,1824,28.2,3.09,377.4,384.76,5.9,1.48, , 
,385.14,1824,84.0,6.3,11101011,385.49,1824,28.2,4.12,377.4,385.88,6.6,1.52, , 
,386.27,1856,84.0,7.4,11101011,386.64,1856,35.3,5.15,438.6,387.02,10.5,1.56, , 
,387.36,1856,84.0,12.5,11101011,387.69,1856,47.1,7.21,571.2,388.06,14.5,1.48, , 
,388.42,1888,84.0,15.2,11101011,388.78,1888,47.1,7.21,571.2,389.14,14.8,1.48, , 
,389.51,1920,84.0,14.8,11101011,389.88,1952,44.3,6.18,550.8,390.25,0.8,1.45, , 
,390.61,1952,84.0,0.8,11101011,390.99,1952,42.7,6.18,520.2,391.38,0.4,1.45, , 
,391.74,1984,84.0,-0.8,11101011,392.13,1984,38.4,5.15,479.4,392.49,-0.8,1.52, , 
,392.85,1984,84.0,-1.2,11101001,393.20,1984,41.2,6.18,499.8,393.55,-1.2,1.48, , 
,393.90,2016,84.0,-1.2,11101001,394.26,2016,41.2,5.15,499.8,394.59,-1.6,1.52, , 
,394.95,2048,84.0,-1.6,11101001,395.28,2048,41.2,6.18,499.8,395.63,-0.8,1.52, , 
,396.00,2048,84.0,-0.8,11101001,396.33,2080,48.6,7.21,571.2,396.67,0.0,1.52, , 
,397.02,2080,84.0,0.4,11101001,397.37,2112,47.1,7.21,571.2,397.72,0.4,1.48, , 
,398.07,2144,84.0,0.8,11101001,398.40,2144,47.1,6.18,550.8,398.76,0.0,1.48, , 
,399.10,2176,84.0,0.0,11101001,399.44,2176,45.9,6.18,550.8,399.77,0.0,1.48, , 
,400.12,2208,84.0,0.0,11101001,400.44,2208,45.9,6.18,550.8,400.78,0.0,1.52, , 
,401.11,2240,84.0,0.0,11101001,401.47,2240,47.1,6.18,550.8,401.81,1.6,1.48, , 
,402.14,2272,84.0,-0.4,11101001,402.49,2272,56.1,8.24,632.4,402.84,-0.4,1.48, , 
,403.18,2304,84.0,-0.8,11101001,403.52,2336,54.5,8.24,632.4,403.86,-1.6,1.48, , 
,404.20,2368,84.0,-1.2,11101001,404.52,2368,54.5,8.24,612.0,404.86,1.2,1.48, , 
,405.21,2400,84.0,0.4,11101001,405.57,2432,54.5,8.24,612.0,405.93,0.4,1.52, , 
,406.28,2464,84.0,0.0,11101001,406.64,2464,53.3,7.21,612.0,407.01,0.0,1.52, , 
,407.33,2496,84.0,-0.4,11101001,407.70,2528,53.3,7.21,591.6,408.03,0.4,1.48, , 
,408.37,2560,84.0,0.0,11101001,408.73,2560,51.8,7.21,591.6,409.04,0.8,1.52, , 
,409.37,2592,84.0,2.3,11101001,409.69,2624,56.1,8.24,632.4,410.01,1.6,1.52, , 
,410.35,2656,84.0,0.8,11101001,410.70,2656,60.4,9.27,673.2,411.06,0.8,1.48, , 
,411.40,2720,84.0,0.4,11101001,411.73,2720,59.2,9.27,673.2,412.08,0.8,1.48, , 
,412.41,2752,84.0,1.2,11101001,412.72,2592,0.0,0.00,336.6,413.05,0.0,3.59, , 
,413.36,1600,84.0,0.0,11111111,413.68,1152,23.5,4.12,336.6,414.00,0.0,3.44, , 
,414.33,1920,84.0,0.0,11101011,414.68,2048,16.1,2.06,244.8,415.00,0.0,1.02, , 
,415.33,2112,84.0,0.0,11101001,415.70,2080,22.0,3.09,316.2,416.04,-4.7,1.41, , 
,416.40,2080,84.0,0.0,11101001,416.74,2080,56.1,8.24,652.8,417.07,0.0,1.48, , 
,417.42,2112,84.0,0.0,11101001,417.75,2112,60.4,8.24,673.2,418.10,0.8,1.48, , 
,418.44,2112,84.0,0.8,11101001,418.78,2144,60.4,9.27,693.6,419.12,0.4,1.52, , 
,419.45,2144,84.0,0.4,11101001,419.77,2144,60.4,8.24,693.6,420.13,-0.4,1.52, , 
,420.47,2176,84.0,-0.4,11101001,420.81,2176,59.2,8.24,673.2,421.17,0.0,1.48, , 
,421.51,2208,84.0,0.0,11101001,421.85,2208,59.2,8.24,673.2,422.20,-0.4,1.52, , 
,422.55,2208,84.0,0.0,11101001,422.89,2208,59.2,8.24,673.2,423.25,0.8,1.48, , 
,423.61,2208,84.0,0.0,11101001,423.95,2208,59.2,8.24,673.2,424.28,0.4,1.52, , 
,424.62,2208,84.0,0.4,11101001,424.94,2208,57.6,8.24,673.2,425.27,0.4,1.45, , 
,425.61,2240,84.0,0.4,11101001,425.93,2240,59.2,9.27,673.2,426.28,0.4,1.48, , 
,426.61,2240,84.0,0.4,11101001,426.95,2240,59.2,8.24,673.2,427.27,-0.4,1.52, , 
,427.64,2240,84.0,0.4,11101001,427.99,2240,63.5,9.27,714.0,428.36,0.4,1.48, , 
,428.71,2240,84.0,0.0,11101001,429.06,2240,63.5,9.27,714.0,429.40,0.4,1.52, , 
,429.76,2240,84.0,0.4,11101001,430.08,2240,67.8,10.30,754.8,430.42,0.0,1.45, , 
,430.77,2240,85.5,0.0,11101001,431.11,2240,67.8,10.30,754.8,431.45,-0.4,1.52, , 
,431.78,2240,84.0,0.0,11101001,432.12,2240,67.8,10.30,754.8,432.48,0.0,1.48, , 
,432.81,2208,84.0,-0.8,11101001,433.20,2208,69.4,10.30,775.2,433.54,0.0,1.52, , 
,433.88,2208,85.5,0.4,11101001,434.22,2176,69.4,10.30,775.2,434.56,0.0,1.52, , 
,434.90,2176,85.5,-0.4,11101001,435.25,2176,71.0,10.30,795.6,435.62,-0.8,1.48, , 
,435.96,2176,85.5,0.0,11101001,436.31,2144,76.9,11.33,846.6,436.64,-1.2,1.48, , 
,436.97,2144,85.5,-1.6,11101001,437.31,2144,78.4,12.36,867.0,437.65,0.0,1.48, , 
,438.00,2144,85.5,-1.2,11101001,438.36,2144,85.5,13.39,948.6,438.72,-2.7,1.52, , 
,439.05,2144,85.5,-3.1,11101001,439.41,2176,85.5,13.39,948.6,439.74,-2.7,1.48, , 
,440.07,2176,85.5,-3.5,11101001,440.40,2176,85.5,13.39,928.2,440.74,-3.5,1.52, , 
,441.10,2176,85.5,-3.5,11101001,441.44,2176,78.4,11.33,867.0,441.77,-3.1,1.52, , 
,442.14,2176,85.5,-2.3,11101001,442.49,2176,78.4,12.36,867.0,442.83,-2.3,1.48, , 
,443.18,2176,85.5,-1.6,11101001,443.50,2176,75.3,11.33,846.6,443.85,-1.2,1.48, , 
,444.17,2208,85.5,-0.4,11101001,444.52,2208,75.3,11.33,846.6,444.87,-0.8,1.45, , 
,445.19,2208,85.5,-1.2,11101001,445.53,2208,75.3,11.33,846.6,445.88,-0.8,1.52, , 
,446.23,2208,85.5,-1.2,11101001,446.56,2240,73.7,10.30,826.2,446.92,-0.8,1.45, , 
,447.26,2240,85.5,-0.8,11101001,447.60,2272,72.2,10.30,795.6,447.95,-0.4,1.52, , 
,448.29,2272,85.5,0.4,11101001,448.62,2304,69.4,10.30,775.2,448.95,0.4,1.48, , 
,449.30,2304,85.5,0.4,11101001,449.62,2304,42.7,6.18,499.8,449.95,0.8,1.56, , 
,450.30,2336,85.5,1.2,11101001,450.63,2336,41.2,6.18,499.8,450.96,1.2,1.48, , 
,451.28,2336,85.5,0.4,11101001,451.61,2336,34.1,5.15,418.2,451.94,0.0,1.48, , 
,452.27,2368,85.5,0.4,11101001,452.62,2368,34.1,4.12,418.2,452.99,0.4,1.52, , 
,453.31,2368,85.5,0.8,11101001,453.65,2400,35.3,5.15,418.2,454.01,1.6,1.48, , 
,454.39,2400,85.5,1.2,11101001,454.76,2432,32.5,4.12,397.8,455.14,0.8,1.52, , 
,455.48,2464,85.5,0.8,11101001,455.82,2464,22.0,3.09,295.8,456.18,-4.7,1.29, , 
,456.54,2464,85.5,-6.6,11101001,456.90,2496,22.0,3.09,295.8,457.26,-8.2,1.45, , 
,457.61,2496,85.5,-7.8,11101001,457.97,2496,20.8,2.06,295.8,458.29,-8.2,1.52, , 
,458.62,2496,85.5,-7.8,11101001,458.99,2528,20.8,2.06,295.8,459.33,-6.6,1.52, , 
,459.65,2528,85.5,-6.6,11101001,460.00,2528,20.8,3.09,295.8,460.37,-6.3,1.48, , 
,460.70,2528,85.5,-7.0,11101001,461.04,2560,20.8,3.09,295.8,461.38,-5.1,1.52, , 
,461.70,2560,84.0,-5.5,11101001,462.07,2560,20.8,3.09,295.8,462.39,-4.7,1.52, , 
,462.74,2560,85.5,-3.9,11101001,463.11,2560,20.8,3.09,295.8,463.43,-4.7,1.45, , 
,463.80,2560,84.0,-3.9,11101001,464.15,2560,22.0,3.09,295.8,464.49,-4.7,1.45, , 
,464.84,2560,84.0,-5.1,11101001,465.19,2528,28.2,4.12,357.0,465.52,-0.8,1.60, , 
,465.85,2528,84.0,0.4,11101001,466.21,2528,34.1,5.15,418.2,466.57,2.3,1.45, , 
,466.93,2496,84.0,2.7,11101001,467.26,2496,34.1,5.15,418.2,467.59,2.0,1.45, , 
,467.93,2496,84.0,2.0,11101001,468.28,2496,38.4,5.15,459.0,468.64,3.1,1.48, , 
,468.99,2464,84.0,2.7,11101001,469.33,2464,40.0,5.15,459.0,469.68,3.1,1.45, , 
,470.04,2464,84.0,3.5,11101001,470.39,2432,50.2,7.21,571.2,470.74,3.9,1.48, , 
,471.10,2432,84.0,3.5,11101001,471.44,2432,50.2,7.21,571.2,471.78,3.1,1.48, , 
,472.12,2432,84.0,3.1,11101001,472.49,2432,50.2,7.21,571.2,472.84,2.7,1.48, , 
,473.19,2432,84.0,2.7,11101001,473.51,2432,50.2,7.21,571.2,473.89,2.7,1.52, , 
,474.26,2464,84.0,3.1,11101001,474.61,2464,50.2,7.21,571.2,474.97,3.5,1.48, , 
,475.31,2464,84.0,3.1,11101001,475.66,2464,48.6,7.21,571.2,476.00,3.5,1.48, , 
,476.35,2464,84.0,2.7,11101001,476.71,2464,48.6,7.21,571.2,477.10,2.7,1.52, , 
,477.46,2464,84.0,2.7,11101001,477.78,2464,47.1,7.21,550.8,478.09,2.7,1.48, , 
,478.43,2464,84.0,2.7,11101001,478.74,2496,45.9,6.18,520.2,479.08,2.7,1.48, , 
,479.41,2496,84.0,2.7,11101001,479.77,2496,44.3,6.18,520.2,480.12,2.0,1.52, , 
,480.44,2496,84.0,1.6,11101001,480.79,2496,42.7,6.18,499.8,481.14,0.8,1.45, , 
,481.48,2496,84.0,0.0,11101001,481.84,2496,42.7,6.18,499.8,482.20,0.0,1.48, , 
,482.52,2496,84.0,-0.4,11101001,482.86,2496,42.7,6.18,499.8,483.21,-0.8,1.52, , 
,483.54,2528,84.0,0.0,11101001,483.91,2528,42.7,6.18,499.8,484.25,0.0,1.52, , 
,484.61,2528,84.0,-0.4,11101001,484.96,2528,42.7,6.18,499.8,485.29,0.4,1.45, , 
,485.63,2560,84.0,-0.4,11101001,485.99,2560,41.2,6.18,479.4,486.34,-0.8,1.48, , 
,486.67,2560,84.0,-0.4,11101001,486.99,2560,40.0,5.15,479.4,487.34,0.0,1.52, , 
,487.68,2560,84.0,0.8,11101001,488.01,2592,40.0,5.15,459.0,488.33,0.0,1.45, , 
,488.67,2592,84.0,-0.4,11101001,489.01,2592,20.8,2.06,295.8,489.35,-4.3,1.21, , 
,489.69,2560,84.0,-7.4,11101001,490.02,2560,19.2,2.06,275.4,490.37,-8.2,1.45, , 
,490.70,2528,84.0,-9.0,11101001,491.02,2528,19.2,2.06,275.4,491.36,-9.8,1.52, , 
,491.68,2528,84.0,-10.2,11101001,492.01,2496,19.2,2.06,275.4,492.37,-10.5,1.52, , 
,492.69,2496,84.0,-10.2,11101001,493.00,2496,20.8,2.06,275.4,493.32,-9.4,1.56, , 
,493.68,2464,84.0,-9.0,11101001,494.03,2464,31.0,4.12,377.4,494.37,-3.9,1.72, , 
,494.72,2464,84.0,-3.1,11101001,495.06,2464,42.7,6.18,499.8,495.39,-0.4,1.56, , 
,495.74,2464,84.0,0.4,11101001,496.09,2464,44.3,6.18,499.8,496.45,2.0,1.52, , 
,496.83,2464,84.0,3.1,11101001,497.19,2464,44.3,6.18,520.2,497.54,2.7,1.48, , 
,497.90,2464,84.0,2.7,11101001,498.26,2464,44.3,6.18,520.2,498.61,2.3,1.41, , 
,498.96,2464,84.0,2.3,11101001,499.32,2464,44.3,6.18,520.2,499.67,2.0,1.48, , 
,500.02,2464,84.0,2.0,11101001,500.39,2496,44.3,6.18,520.2,500.74,1.6,1.45, , 
,501.09,2496,84.0,1.6,11101001,501.42,2496,44.3,6.18,520.2,501.78,1.2,1.48, , 
,502.09,2496,84.0,1.2,11101001,502.45,2496,44.3,6.18,520.2,502.80,1.2,1.52, , 
,503.10,2496,84.0,1.2,11101001,503.45,2496,45.9,6.18,520.2,503.76,1.2,1.52, , 
,504.11,2496,84.0,0.8,11101001,504.46,2496,56.1,8.24,632.4,504.79,0.8,1.48, , 
,505.13,2496,84.0,0.8,11101001,505.46,2496,62.0,9.27,693.6,505.78,0.0,1.48, , 
,506.10,2496,84.0,1.2,11101001,506.46,2496,63.5,9.27,714.0,506.80,0.8,1.52, , 
,507.17,2528,84.0,0.8,11101001,507.51,2528,63.5,9.27,714.0,507.83,0.4,1.48, , 
,508.16,2528,84.0,0.0,11101001,508.50,2528,63.5,9.27,693.6,508.83,0.0,1.45, , 
,509.18,2560,84.0,0.0,11101001,509.53,2560,63.5,9.27,693.6,509.87,0.0,1.52, , 
,510.19,2560,84.0,0.4,11101001,510.52,2560,63.5,9.27,693.6,510.89,-0.4,1.48, , 
,511.20,2592,84.0,-0.4,11101001,511.55,2592,53.3,7.21,612.0,511.87,0.0,1.52, , 
