Czwartek,06,Sierpień,2026,20:45:12:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'014,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Obciążenie,Zliczanie, ,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,279.31,1824,20.8,8,nieaktywna,279.67,0,0,0,nieaktywna,280.03,0, , ,nieaktywna
,280.39,1792,22.0,8,nieaktywna,280.75,0,0,0,nieaktywna,281.13,0, , ,nieaktywna
,281.47,1760,22.0,8,nieaktywna,281.81,0,0,0,nieaktywna,282.19,0, , ,nieaktywna
,282.56,1728,23.5,8,nieaktywna,282.92,0,0,0,nieaktywna,283.29,0, , ,nieaktywna
,283.66,1760,22.0,8,nieaktywna,284.01,0,0,0,nieaktywna,284.37,0, , ,nieaktywna
,284.71,1760,22.0,8,nieaktywna,285.08,0,0,0,nieaktywna,285.42,0, , ,nieaktywna
,285.78,1728,22.0,8,nieaktywna,286.17,0,0,0,nieaktywna,286.54,0, , ,nieaktywna
,286.92,1760,22.0,8,nieaktywna,287.28,0,0,0,nieaktywna,287.64,0, , ,nieaktywna
,288.03,1728,23.5,8,aktywna,288.41,0,0,0,aktywna,288.78,0, , ,nieaktywna
,289.12,1760,22.0,8,nieaktywna,289.48,0,0,0,nieaktywna,289.84,0, , ,nieaktywna
,290.17,1760,22.0,8,nieaktywna,290.56,0,0,0,nieaktywna,290.93,0, , ,nieaktywna
,291.31,1792,28.2,8,aktywna,291.69,0,0,0,aktywna,292.05,0, , ,aktywna
,292.43,1824,29.4,8,aktywna,292.81,0,0,0,aktywna,293.19,0, , ,aktywna
,293.54,1824,28.2,8,aktywna,293.92,0,0,0,aktywna,294.29,0, , ,aktywna
,294.66,1856,25.1,8,aktywna,295.02,0,0,0,nieaktywna,295.39,0, , ,nieaktywna
,295.76,1856,20.8,8,nieaktywna,296.14,0,0,0,nieaktywna,296.50,0, , ,nieaktywna
,296.87,1824,20.8,8,nieaktywna,297.25,0,0,0,nieaktywna,297.61,0, , ,nieaktywna
,297.97,1824,22.0,8,nieaktywna,298.32,0,0,0,nieaktywna,298.67,0, , ,nieaktywna
,299.03,1856,22.0,8,nieaktywna,299.41,0,0,0,nieaktywna,299.77,0, , ,nieaktywna
,300.14,1792,22.0,8,nieaktywna,300.53,0,0,0,nieaktywna,300.88,0, , ,nieaktywna
,301.21,1792,22.0,8,nieaktywna,301.55,0,0,0,nieaktywna,301.93,0, , ,nieaktywna
,302.27,1824,20.8,8,nieaktywna,302.62,0,0,0,nieaktywna,302.98,0, , ,nieaktywna
,303.35,1856,20.8,8,nieaktywna,303.72,0,0,0,nieaktywna,304.09,0, , ,nieaktywna
,304.43,1856,20.8,8,nieaktywna,304.81,0,0,0,nieaktywna,305.18,0, , ,nieaktywna
,305.55,1888,20.8,8,nieaktywna,305.91,0,0,0,nieaktywna,306.26,0, , ,nieaktywna
,306.64,1888,20.8,8,nieaktywna,307.00,0,0,0,nieaktywna,307.36,0, , ,nieaktywna
,307.72,1952,19.2,8,nieaktywna,308.10,0,0,0,nieaktywna,308.47,0, , ,nieaktywna
,308.83,1920,19.2,8,nieaktywna,309.18,0,0,0,nieaktywna,309.55,0, , ,nieaktywna
,309.91,1952,19.2,8,nieaktywna,310.26,0,0,0,nieaktywna,310.63,0, , ,nieaktywna
,311.01,1952,19.2,8,nieaktywna,311.38,0,0,0,nieaktywna,311.74,0, , ,nieaktywna
,312.08,1344,0.0,8,nieaktywna,312.37,0,0,0,nieaktywna,312.71,0, , ,nieaktywna
,313.04,1088,28.2,8,nieaktywna,313.35,0,0,0,nieaktywna,313.64,0, , ,nieaktywna
,313.96,1024,28.2,8,nieaktywna,314.23,0,0,0,nieaktywna,314.50,0, , ,nieaktywna
,314.84,960,28.2,8,nieaktywna,315.16,0,0,0,nieaktywna,315.44,0, , ,nieaktywna
,315.74,896,29.4,8,nieaktywna,316.05,0,0,0,nieaktywna,316.35,0, , ,nieaktywna
,316.67,864,29.4,8,nieaktywna,316.97,0,0,0,nieaktywna,317.27,0, , ,nieaktywna
,317.58,896,31.0,8,nieaktywna,317.89,0,0,0,nieaktywna,318.18,0, , ,nieaktywna
,318.50,896,29.4,8,nieaktywna,318.82,0,0,0,nieaktywna,319.12,0, , ,nieaktywna
,319.42,896,29.4,8,nieaktywna,319.71,0,0,0,nieaktywna,320.03,0, , ,nieaktywna
,320.34,896,29.4,8,nieaktywna,320.64,0,0,0,nieaktywna,320.94,0, , ,nieaktywna
,321.25,896,29.4,8,nieaktywna,321.54,0,0,0,nieaktywna,321.83,0, , ,nieaktywna
,322.13,864,29.4,8,nieaktywna,322.46,0,0,0,nieaktywna,322.76,0, , ,nieaktywna
,323.06,864,29.4,8,nieaktywna,323.36,0,0,0,nieaktywna,323.67,0, , ,nieaktywna
,323.96,864,29.4,8,nieaktywna,324.26,0,0,0,nieaktywna,324.58,0, , ,nieaktywna
,324.95,1792,60.4,8,nieaktywna,325.31,0,0,0,nieaktywna,325.63,0, , ,nieaktywna
,326.01,1632,76.9,8,nieaktywna,326.36,0,0,0,nieaktywna,326.72,0, , ,nieaktywna
,327.10,1792,76.9,8,aktywna,327.47,0,0,0,nieaktywna,327.82,0, , ,nieaktywna
,328.17,2048,76.9,8,nieaktywna,328.49,0,0,0,nieaktywna,328.82,0, , ,aktywna
,329.16,2368,90.2,8,aktywna,329.53,0,0,0,aktywna,329.86,0, , ,aktywna
,330.20,2624,91.4,8,aktywna,330.52,0,0,0,aktywna,330.89,0, , ,aktywna
,331.24,2944,87.1,8,aktywna,331.57,0,0,0,nieaktywna,331.92,0, , ,nieaktywna
,332.28,1888,38.4,8,nieaktywna,332.63,0,0,0,aktywna,332.99,0, , ,aktywna
,333.36,2016,81.2,8,aktywna,333.70,0,0,0,aktywna,334.05,0, , ,aktywna
,334.40,2016,78.4,8,aktywna,334.77,0,0,0,nieaktywna,335.03,0, , ,nieaktywna
,335.35,1440,85.5,8,aktywna,335.69,0,0,0,aktywna,336.02,0, , ,aktywna
,336.36,1440,90.2,8,aktywna,336.68,0,0,0,aktywna,337.04,0, , ,aktywna
,337.31,1472,90.2,8,aktywna,337.76,0,0,0,aktywna,338.08,0, , ,aktywna
,338.37,1504,90.2,8,aktywna,338.69,0,0,0,aktywna,339.05,0, , ,aktywna
,339.41,1536,90.2,8,aktywna,339.76,0,0,0,aktywna,340.11,0, , ,aktywna
,340.47,1664,0.0,8,nieaktywna,340.81,0,0,0,nieaktywna,341.14,0, , ,aktywna
,341.48,2240,76.9,8,aktywna,341.82,0,0,0,aktywna,342.15,0, , ,aktywna
,342.49,2176,90.2,8,aktywna,342.84,0,0,0,aktywna,343.17,0, , ,aktywna
,343.50,2304,87.1,8,aktywna,343.82,0,0,0,aktywna,344.18,0, , ,nieaktywna
,344.49,1568,0.0,8,nieaktywna,344.81,0,0,0,nieaktywna,345.12,0, , ,nieaktywna
,345.40,1024,28.2,8,nieaktywna,345.72,0,0,0,nieaktywna,346.00,0, , ,nieaktywna
,346.29,864,29.4,8,nieaktywna,346.60,0,0,0,nieaktywna,346.94,0, , ,nieaktywna
,347.23,896,29.4,8,nieaktywna,347.53,0,0,0,nieaktywna,347.83,0, , ,nieaktywna
,348.14,896,29.4,8,nieaktywna,348.44,0,0,0,nieaktywna,348.74,0, , ,nieaktywna
,349.07,896,29.4,8,nieaktywna,349.38,0,0,0,nieaktywna,349.70,0, , ,nieaktywna
,350.00,896,29.4,8,nieaktywna,350.29,0,0,0,nieaktywna,350.60,0, , ,nieaktywna
,350.91,1152,31.0,8,nieaktywna,351.21,0,0,0,nieaktywna,351.54,0, , ,nieaktywna
,351.88,1312,60.4,8,nieaktywna,352.21,0,0,0,nieaktywna,352.48,0, , ,nieaktywna
,352.81,1536,59.2,8,nieaktywna,353.17,0,0,0,aktywna,353.53,0, , ,aktywna
,353.87,1696,44.3,8,aktywna,354.26,0,0,0,aktywna,354.65,0, , ,aktywna
,355.03,1888,44.3,8,aktywna,355.38,0,0,0,aktywna,355.73,0, , ,aktywna
,356.08,2016,40.0,8,aktywna,356.43,0,0,0,aktywna,356.79,0, , ,aktywna
,357.15,2048,26.7,8,aktywna,357.50,0,0,0,aktywna,357.86,0, , ,aktywna
,358.21,2080,25.1,8,aktywna,358.58,0,0,0,aktywna,358.91,0, , ,aktywna
,359.25,2080,25.1,8,aktywna,359.59,0,0,0,aktywna,359.92,0, , ,aktywna
,360.25,2112,25.1,8,aktywna,360.60,0,0,0,aktywna,360.94,0, , ,aktywna
,361.29,2112,25.1,8,aktywna,361.64,0,0,0,aktywna,361.97,0, , ,aktywna
,362.29,2144,25.1,8,aktywna,362.64,0,0,0,aktywna,362.98,0, , ,aktywna
,363.33,2144,25.1,8,aktywna,363.67,0,0,0,aktywna,364.00,0, , ,aktywna
,364.34,2176,25.1,8,aktywna,364.69,0,0,0,aktywna,365.03,0, , ,nieaktywna
,365.37,2208,17.6,8,nieaktywna,365.72,0,0,0,nieaktywna,366.05,0, , ,nieaktywna
,366.40,2080,17.6,8,nieaktywna,366.75,0,0,0,nieaktywna,367.10,0, , ,nieaktywna
,367.46,1920,19.2,8,nieaktywna,367.81,0,0,0,nieaktywna,368.15,0, , ,nieaktywna
,368.51,1664,23.5,8,aktywna,368.84,0,0,0,nieaktywna,369.20,0, , ,nieaktywna
,369.50,1056,32.5,8,nieaktywna,369.79,0,0,0,nieaktywna,370.10,0, , ,nieaktywna
,370.44,992,25.1,8,nieaktywna,370.75,0,0,0,nieaktywna,371.04,0, , ,nieaktywna
,371.36,896,29.4,8,nieaktywna,371.67,0,0,0,nieaktywna,371.97,0, , ,nieaktywna
,372.26,896,29.4,8,nieaktywna,372.56,0,0,0,nieaktywna,372.88,0, , ,nieaktywna
,373.19,896,29.4,8,nieaktywna,373.48,0,0,0,nieaktywna,373.80,0, , ,nieaktywna
,374.10,864,29.4,8,nieaktywna,374.40,0,0,0,nieaktywna,374.69,0, , ,nieaktywna
,374.97,640,45.9,8,nieaktywna,375.25,0,0,0,nieaktywna,375.56,0, , ,nieaktywna
,375.85,736,47.1,8,nieaktywna,376.14,0,0,0,nieaktywna,376.43,0, , ,nieaktywna
,376.73,800,38.4,8,nieaktywna,377.05,0,0,0,nieaktywna,377.35,0, , ,nieaktywna
,377.66,928,34.1,8,nieaktywna,377.96,0,0,0,nieaktywna,378.27,0, , ,nieaktywna
,378.58,896,34.1,8,nieaktywna,378.87,0,0,0,nieaktywna,379.18,0, , ,nieaktywna
,379.50,928,32.5,8,nieaktywna,379.80,0,0,0,nieaktywna,380.10,0, , ,nieaktywna
,380.41,896,32.5,8,nieaktywna,380.72,0,0,0,nieaktywna,381.01,0, , ,nieaktywna
,381.34,896,32.5,8,nieaktywna,381.65,0,0,0,nieaktywna,381.95,0, , ,nieaktywna
,382.26,896,32.5,8,nieaktywna,382.58,0,0,0,nieaktywna,382.89,0, , ,nieaktywna
,383.19,896,31.0,8,nieaktywna,383.50,0,0,0,nieaktywna,383.80,0, , ,nieaktywna
,384.11,800,29.4,8,nieaktywna,384.41,0,0,0,nieaktywna,384.71,0, , ,nieaktywna
,385.03,832,38.4,8,nieaktywna,385.34,0,0,0,nieaktywna,385.65,0, , ,nieaktywna
,385.97,1152,29.4,8,nieaktywna,386.29,0,0,0,nieaktywna,386.61,0, , ,nieaktywna
,386.93,1120,25.1,8,nieaktywna,387.24,0,0,0,nieaktywna,387.55,0, , ,nieaktywna
,387.86,864,31.0,8,nieaktywna,388.17,0,0,0,nieaktywna,388.48,0, , ,nieaktywna
,388.79,896,32.5,8,nieaktywna,389.10,0,0,0,nieaktywna,389.42,0, , ,nieaktywna
,389.74,896,32.5,8,nieaktywna,390.05,0,0,0,nieaktywna,390.36,0, , ,nieaktywna
,390.69,896,32.5,8,nieaktywna,390.97,0,0,0,nieaktywna,391.26,0, , ,nieaktywna
,391.57,768,31.0,8,nieaktywna,391.88,0,0,0,nieaktywna,392.19,0, , ,nieaktywna
,392.45,768,34.1,8,nieaktywna,392.76,0,0,0,nieaktywna,393.09,0, , ,nieaktywna
,393.41,736,40.0,8,nieaktywna,393.71,0,0,0,nieaktywna,394.04,0, , ,nieaktywna
,394.35,928,28.2,8,nieaktywna,394.63,0,0,0,nieaktywna,394.94,0, , ,nieaktywna
,395.22,832,36.9,8,nieaktywna,395.53,0,0,0,nieaktywna,395.83,0, , ,nieaktywna
,396.14,800,31.0,8,nieaktywna,396.47,0,0,0,nieaktywna,396.77,0, , ,nieaktywna
,397.08,800,31.0,8,nieaktywna,397.36,0,0,0,nieaktywna,397.65,0, , ,nieaktywna
,397.95,800,31.0,8,nieaktywna,398.24,0,0,0,nieaktywna,398.55,0, , ,nieaktywna
,398.85,1344,31.0,8,nieaktywna,399.18,0,0,0,nieaktywna,399.52,0, , ,nieaktywna
,399.82,1152,25.1,8,nieaktywna,400.14,0,0,0,nieaktywna,400.47,0, , ,nieaktywna
,400.77,992,25.1,8,nieaktywna,401.06,0,0,0,nieaktywna,401.34,0, , ,nieaktywna
,401.66,736,32.5,8,nieaktywna,401.94,0,0,0,nieaktywna,402.22,0, , ,nieaktywna
,402.50,800,32.5,8,nieaktywna,402.80,0,0,0,nieaktywna,403.13,0, , ,nieaktywna
,403.48,1568,36.9,8,nieaktywna,403.85,0,0,0,nieaktywna,404.25,0, , ,nieaktywna
,404.55,1344,22.0,8,nieaktywna,404.86,0,0,0,nieaktywna,405.17,0, , ,aktywna
,405.46,832,29.4,8,aktywna,405.77,0,0,0,aktywna,406.09,0, , ,aktywna
,406.39,832,35.3,8,aktywna,406.69,0,0,0,aktywna,406.98,0, , ,aktywna
,407.27,800,32.5,8,aktywna,407.59,0,0,0,aktywna,407.89,0, , ,aktywna
,408.21,800,32.5,8,aktywna,408.54,0,0,0,aktywna,408.85,0, , ,aktywna
,409.16,768,48.6,8,aktywna,409.53,0,0,0,aktywna,409.87,0, , ,nieaktywna
,410.20,960,28.2,8,nieaktywna,410.52,0,0,0,nieaktywna,410.84,0, , ,aktywna
,411.17,1344,34.1,8,aktywna,411.56,0,0,0,aktywna,411.91,0, , ,aktywna
,412.29,1888,63.5,8,aktywna,412.63,0,0,0,aktywna,413.01,0, , ,aktywna
,413.39,1472,35.3,8,aktywna,413.74,0,0,0,aktywna,414.08,0, , ,nieaktywna
,414.38,1056,28.2,8,nieaktywna,414.71,0,0,0,nieaktywna,415.04,0, , ,nieaktywna
,415.34,1056,23.5,8,nieaktywna,415.64,0,0,0,nieaktywna,415.91,0, , ,nieaktywna
,416.21,672,29.4,8,nieaktywna,416.50,0,0,0,nieaktywna,416.83,0, , ,nieaktywna
,417.14,1344,59.2,8,nieaktywna,417.53,0,0,0,nieaktywna,417.86,0, , ,nieaktywna
,418.19,1632,57.6,8,nieaktywna,418.47,0,0,0,nieaktywna,418.79,0, , ,aktywna
,419.13,1280,25.1,8,aktywna,419.47,0,0,0,nieaktywna,419.79,0, , ,nieaktywna
,420.10,1248,23.5,8,nieaktywna,420.45,0,0,0,nieaktywna,420.77,0, , ,nieaktywna
,421.08,800,26.7,8,nieaktywna,421.37,0,0,0,nieaktywna,421.68,0, , ,nieaktywna
,422.00,800,32.5,8,nieaktywna,422.30,0,0,0,nieaktywna,422.59,0, , ,nieaktywna
,422.89,800,31.0,8,nieaktywna,423.18,0,0,0,nieaktywna,423.49,0, , ,nieaktywna
,423.82,800,31.0,8,nieaktywna,424.13,0,0,0,nieaktywna,424.43,0, , ,nieaktywna
,424.75,1216,48.6,8,nieaktywna,425.14,0,0,0,nieaktywna,425.49,0, , ,nieaktywna
,425.83,992,28.2,8,nieaktywna,426.12,0,0,0,nieaktywna,426.44,0, , ,nieaktywna
