Środa,19,Sierpień,2026,06:32:24:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,231.87,2240,57.0,1.6,11101000,232.20,2272,13.94,57.0,18.0,232.54,2272,26.7,28.0,86.0
,232.88,2304,57.0,0.8,11101000,233.25,2304,13.94,57.0,19.5,233.58,2336,25.1,28.0,86.0
,233.94,2336,57.0,0.0,11101000,234.28,2368,13.94,57.0,19.5,234.63,2368,25.1,28.0,86.0
,234.97,2368,57.0,-0.8,11101000,235.31,2400,13.94,57.0,19.5,235.66,2400,25.1,28.0,86.0
,235.99,2400,57.0,-0.8,11101000,236.35,2400,13.94,57.0,19.5,236.67,2432,26.7,28.0,86.0
,237.02,2432,57.0,0.4,11101000,237.37,2464,13.94,58.5,18.0,237.73,2464,32.5,28.0,86.0
,238.06,2496,58.5,3.1,11101000,238.39,2496,13.94,58.5,19.5,238.73,2528,36.9,28.0,86.0
,239.06,2528,58.5,2.7,11101000,239.39,2560,13.94,58.5,19.5,239.73,2560,35.3,28.0,86.0
,240.07,2592,58.5,2.7,11101000,240.40,2592,13.94,58.5,19.5,240.71,2592,35.3,28.0,86.0
,241.04,2336,58.5,0.0,11111100,241.39,1696,13.94,58.5,19.5,241.68,1152,28.2,28.0,86.0
,241.98,1056,58.5,0.0,11111110,242.30,1056,13.84,58.5,19.5,242.62,1120,28.2,28.0,86.0
,242.93,1088,58.5,0.0,11111110,243.23,1024,13.94,58.5,19.5,243.58,992,28.2,28.0,86.0
,243.90,960,58.5,-2.0,11111110,244.22,896,13.94,58.5,19.5,244.53,864,31.0,28.0,86.0
,244.83,864,58.5,-4.3,11111110,245.15,864,13.94,58.5,19.5,245.44,864,31.0,28.0,86.0
,245.76,864,58.5,-3.5,11111110,246.07,864,13.84,58.5,19.5,246.38,864,31.0,28.0,86.0
,246.69,864,58.5,-0.8,11111110,246.98,896,13.84,58.5,19.5,247.28,896,31.0,28.0,86.0
,247.59,864,58.5,1.6,11111110,247.89,896,13.84,58.5,19.5,248.20,896,31.0,28.0,86.0
,248.53,896,58.5,3.1,11111110,248.86,896,13.84,58.5,19.5,249.18,896,32.5,28.0,86.0
,249.47,896,58.5,4.3,11111110,249.77,896,13.84,58.5,19.5,250.09,896,31.0,28.0,86.0
,250.37,896,58.5,3.9,11111110,250.65,896,13.74,58.5,19.5,250.95,896,31.0,28.0,86.0
,251.23,864,60.0,3.5,11111110,251.54,896,13.84,60.0,19.5,251.83,864,31.0,28.0,86.0
,252.13,896,60.0,3.5,11111110,252.46,864,13.94,60.0,19.5,252.77,864,31.0,28.0,86.0
,253.07,896,60.0,3.5,11111110,253.36,896,13.94,60.0,19.5,253.68,896,31.0,28.0,86.0
,253.99,896,60.0,4.7,11111110,254.29,864,13.94,60.0,19.5,254.59,896,32.5,28.0,86.0
,254.89,896,60.0,3.9,11111110,255.21,896,13.94,60.0,19.5,255.52,896,31.0,28.0,86.0
,255.84,896,60.0,2.7,11111110,256.15,896,13.84,60.0,19.5,256.46,896,31.0,28.0,86.0
,256.77,896,60.0,2.7,11111110,257.06,896,13.94,60.0,19.5,257.36,896,31.0,28.0,86.0
,257.69,896,60.0,3.1,11111110,258.00,896,13.84,60.0,19.5,258.31,864,31.0,28.0,86.0
,258.62,896,60.0,3.5,11111110,258.92,896,13.84,60.0,19.5,259.23,896,31.0,28.0,86.0
,259.53,896,60.0,3.5,11111110,259.87,896,13.74,60.0,19.5,260.18,896,31.0,28.0,86.0
,260.48,864,60.0,2.7,11111110,260.77,864,13.84,60.0,19.5,261.06,864,31.0,28.0,86.0
,261.36,896,61.5,2.7,11111110,261.68,864,13.74,61.5,19.5,261.97,864,31.0,28.0,86.0
,262.30,864,61.5,2.3,11111110,262.59,864,13.84,61.5,19.5,262.88,896,32.5,28.0,86.0
,263.18,896,61.5,2.3,11111110,263.50,896,13.84,61.5,19.5,263.83,896,32.5,28.0,86.0
,264.15,896,61.5,2.3,10111110,264.44,896,13.84,61.5,19.5,264.76,864,32.5,28.0,86.0
,265.05,864,61.5,2.7,10111110,265.34,800,13.74,61.5,19.5,265.64,800,31.0,28.0,86.0
,265.93,768,61.5,2.7,10111110,266.23,800,13.84,61.5,19.5,266.53,768,32.5,28.0,86.0
,266.83,800,61.5,2.0,10111110,267.12,800,13.94,61.5,19.5,267.42,768,32.5,28.0,86.0
,267.72,800,61.5,2.3,10111110,268.03,768,13.84,61.5,19.5,268.34,768,32.5,28.0,86.0
