Piątek,14,Sierpień,2026,06:39:04:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,651.76,2496,76.5,-3.5,11101000,652.12,0,0,0,aktywna,651.43,0, , ,aktywna
,652.80,2560,76.5,-1.2,11101000,653.15,0,0,0,aktywna,652.45,0, , ,aktywna
,653.81,2592,76.5,2.0,11101000,654.13,0,0,0,aktywna,653.49,0, , ,aktywna
,654.79,2624,76.5,1.2,11101000,655.12,0,0,0,aktywna,654.46,0, , ,aktywna
,655.79,2688,76.5,4.7,11101000,656.12,0,0,0,aktywna,655.46,0, , ,aktywna
,656.79,2752,76.5,2.7,11101000,657.13,0,0,0,aktywna,656.44,0, , ,aktywna
,657.81,2816,76.5,-0.8,11101000,658.18,0,0,0,nieaktywna,657.47,0, , ,aktywna
,658.83,1696,76.5,0.0,11111110,659.19,0,0,0,nieaktywna,658.54,0, , ,nieaktywna
,659.88,2176,76.5,0.0,11101000,660.22,0,0,0,aktywna,659.52,0, , ,aktywna
,660.92,2176,76.5,3.1,11101000,661.26,0,0,0,aktywna,660.57,0, , ,aktywna
,661.93,2176,76.5,9.0,11101000,662.28,0,0,0,aktywna,661.59,0, , ,aktywna
,662.95,2208,76.5,8.6,11101000,663.28,0,0,0,aktywna,662.62,0, , ,aktywna
,663.94,2272,78.0,5.1,11101000,664.27,0,0,0,aktywna,663.61,0, , ,aktywna
,664.95,2304,78.0,7.0,11101000,665.27,0,0,0,aktywna,664.62,0, , ,aktywna
,665.95,2336,78.0,0.0,11101000,666.27,0,0,0,aktywna,665.62,0, , ,aktywna
,666.95,2368,78.0,16.0,11101000,667.29,0,0,0,aktywna,666.61,0, , ,aktywna
,667.95,2368,78.0,22.3,11101000,668.27,0,0,0,aktywna,667.63,0, , ,aktywna
,668.99,2400,78.0,24.6,11101000,669.35,0,0,0,aktywna,668.64,0, , ,aktywna
,670.06,2432,78.0,20.3,11101000,670.42,0,0,0,aktywna,669.69,0, , ,aktywna
,671.10,2432,78.0,19.1,11101000,671.44,0,0,0,aktywna,670.76,0, , ,aktywna
,672.14,2432,78.0,18.4,11101000,672.48,0,0,0,aktywna,671.79,0, , ,aktywna
,673.21,2464,78.0,13.3,11101000,673.55,0,0,0,aktywna,672.83,0, , ,aktywna
,674.25,2464,78.0,7.8,11101000,674.60,0,0,0,aktywna,673.90,0, , ,aktywna
,675.27,2496,78.0,4.7,11101000,675.62,0,0,0,aktywna,674.93,0, , ,aktywna
,676.29,2496,78.0,2.3,11101000,676.64,0,0,0,aktywna,675.95,0, , ,aktywna
,677.30,2528,78.0,0.8,11101000,677.67,0,0,0,aktywna,676.97,0, , ,aktywna
,678.36,2528,78.0,1.6,11101000,678.71,0,0,0,aktywna,678.01,0, , ,aktywna
,679.43,2528,78.0,3.1,11101000,679.78,0,0,0,aktywna,679.05,0, , ,aktywna
,680.44,2528,78.0,2.7,11101000,680.79,0,0,0,aktywna,680.11,0, , ,aktywna
,681.48,2560,78.0,3.5,11101000,681.82,0,0,0,aktywna,681.14,0, , ,aktywna
,682.50,2560,78.0,4.3,11101000,682.83,0,0,0,aktywna,682.17,0, , ,aktywna
,683.50,2560,78.0,3.9,11101000,683.83,0,0,0,aktywna,683.17,0, , ,aktywna
,684.51,2560,78.0,4.3,11101000,684.83,0,0,0,aktywna,684.17,0, , ,aktywna
,685.52,2592,78.0,0.4,11101000,685.85,0,0,0,aktywna,685.18,0, , ,aktywna
,686.50,2592,78.0,-3.9,11101000,686.84,0,0,0,aktywna,686.17,0, , ,aktywna
,687.53,2592,78.0,-1.2,11101000,687.86,0,0,0,aktywna,687.18,0, , ,aktywna
,688.52,2592,78.0,-1.6,11101000,688.86,0,0,0,aktywna,688.19,0, , ,aktywna
,689.55,2560,78.0,-0.8,11101000,689.89,0,0,0,aktywna,689.21,0, , ,aktywna
,690.58,2560,78.0,1.2,11101000,690.92,0,0,0,aktywna,690.23,0, , ,aktywna
,691.59,2560,78.0,1.6,11101000,691.94,0,0,0,aktywna,691.25,0, , ,aktywna
,692.63,2560,78.0,1.2,11101000,692.96,0,0,0,aktywna,692.29,0, , ,aktywna
,693.66,2560,78.0,1.2,11101000,694.01,0,0,0,aktywna,693.31,0, , ,aktywna
,694.70,2560,78.0,2.0,11101000,695.03,0,0,0,aktywna,694.36,0, , ,aktywna
,695.72,2560,78.0,1.6,11101000,696.05,0,0,0,aktywna,695.37,0, , ,aktywna
,696.79,2528,78.0,2.0,11101000,697.13,0,0,0,aktywna,696.41,0, , ,aktywna
,697.79,2528,78.0,1.2,11101000,698.14,0,0,0,aktywna,697.47,0, , ,aktywna
,698.80,2528,78.0,1.2,11101000,699.17,0,0,0,aktywna,698.47,0, , ,aktywna
,699.86,2528,78.0,1.6,11101000,700.19,0,0,0,aktywna,699.51,0, , ,aktywna
,700.90,2528,78.0,1.2,11101000,701.24,0,0,0,aktywna,700.54,0, , ,aktywna
,701.91,2528,78.0,0.0,11101000,702.28,0,0,0,aktywna,701.58,0, , ,aktywna
,702.94,2528,78.0,3.9,11101000,703.26,0,0,0,aktywna,702.62,0, , ,aktywna
,703.91,2496,78.0,7.8,11101000,704.27,0,0,0,aktywna,703.58,0, , ,aktywna
,704.99,2528,78.0,6.6,11101000,705.32,0,0,0,aktywna,704.65,0, , ,aktywna
,706.02,2528,78.0,5.5,11101000,706.40,0,0,0,aktywna,705.68,0, , ,aktywna
,707.10,2528,78.0,8.6,11101000,707.44,0,0,0,aktywna,706.75,0, , ,aktywna
,708.13,2528,78.0,9.4,11101000,708.48,0,0,0,aktywna,707.79,0, , ,aktywna
,709.17,2528,78.0,9.8,11101000,709.52,0,0,0,aktywna,708.83,0, , ,aktywna
,710.20,2528,78.0,8.6,11101000,710.53,0,0,0,aktywna,709.86,0, , ,aktywna
,711.22,2496,78.0,4.3,11101000,711.59,0,0,0,aktywna,710.87,0, , ,aktywna
,712.28,2496,78.0,3.5,11101000,712.59,0,0,0,aktywna,711.93,0, , ,aktywna
,713.24,2496,78.0,2.0,11101000,713.58,0,0,0,aktywna,712.92,0, , ,aktywna
,714.27,2432,78.0,0.0,11111100,714.61,0,0,0,nieaktywna,713.94,0, , ,nieaktywna
,715.23,2432,78.0,0.0,11111100,715.56,0,0,0,nieaktywna,714.92,0, , ,nieaktywna
,716.21,2336,78.0,0.0,11111100,716.54,0,0,0,nieaktywna,715.89,0, , ,nieaktywna
,717.19,2272,78.0,0.0,11111100,717.54,0,0,0,nieaktywna,716.87,0, , ,nieaktywna
,718.23,2208,78.0,0.0,11111100,718.57,0,0,0,nieaktywna,717.88,0, , ,nieaktywna
,719.26,2176,78.0,0.0,11101000,719.60,0,0,0,aktywna,718.91,0, , ,nieaktywna
,720.27,2176,78.0,0.0,11101000,720.62,0,0,0,aktywna,719.93,0, , ,aktywna
,721.30,2208,78.0,2.7,11101000,721.65,0,0,0,aktywna,720.96,0, , ,aktywna
,722.34,2208,78.0,-1.6,11101000,722.67,0,0,0,aktywna,721.99,0, , ,aktywna
,723.35,2240,78.0,-3.9,11101000,723.68,0,0,0,aktywna,723.01,0, , ,aktywna
,724.34,2272,78.0,-7.4,11101000,724.67,0,0,0,aktywna,724.01,0, , ,aktywna
,725.33,2304,78.0,-10.2,11101000,725.69,0,0,0,aktywna,724.99,0, , ,aktywna
,726.35,2336,78.0,-11.3,11101000,726.69,0,0,0,aktywna,726.03,0, , ,aktywna
,727.41,2368,78.0,-10.2,11101000,727.80,0,0,0,aktywna,727.05,0, , ,aktywna
,728.49,2400,78.0,-8.2,11101000,728.84,0,0,0,aktywna,728.13,0, , ,aktywna
,729.55,2432,78.0,0.0,11101000,729.89,0,0,0,aktywna,729.19,0, , ,aktywna
,730.58,2464,78.0,-3.5,11101000,730.94,0,0,0,aktywna,730.24,0, , ,aktywna
,731.66,2496,78.0,-5.1,11101000,731.99,0,0,0,aktywna,731.30,0, , ,aktywna
,732.68,2496,78.0,-4.7,11101000,733.04,0,0,0,aktywna,732.36,0, , ,aktywna
,733.70,2528,78.0,-3.1,11101000,734.04,0,0,0,aktywna,733.36,0, , ,aktywna
,734.74,2528,78.0,-2.3,11101000,735.08,0,0,0,aktywna,734.39,0, , ,aktywna
,735.77,2528,78.0,-1.2,11101000,736.11,0,0,0,aktywna,735.42,0, , ,aktywna
,736.81,2560,78.0,4.3,11101000,737.16,0,0,0,aktywna,736.45,0, , ,aktywna
,737.85,2560,78.0,8.2,11101000,738.20,0,0,0,aktywna,737.50,0, , ,aktywna
,738.87,2560,78.0,10.5,11101000,739.22,0,0,0,aktywna,738.53,0, , ,aktywna
,739.89,2560,78.0,11.3,11101000,740.23,0,0,0,aktywna,739.56,0, , ,aktywna
,740.92,2560,78.0,6.6,11101000,741.26,0,0,0,aktywna,740.58,0, , ,aktywna
,741.94,2528,78.0,5.1,11101000,742.28,0,0,0,aktywna,741.60,0, , ,aktywna
,742.98,2528,78.0,2.0,11101000,743.32,0,0,0,aktywna,742.62,0, , ,aktywna
,744.02,2528,78.0,-2.7,11101000,744.37,0,0,0,aktywna,743.66,0, , ,aktywna
,745.04,2496,78.0,-3.1,11101000,745.40,0,0,0,aktywna,744.70,0, , ,aktywna
,746.06,2496,78.0,-3.1,11101000,746.40,0,0,0,aktywna,745.73,0, , ,aktywna
,747.13,2464,78.0,-4.3,11101000,747.51,0,0,0,aktywna,746.76,0, , ,aktywna
,748.22,2464,78.0,-5.1,11101000,748.57,0,0,0,aktywna,747.86,0, , ,aktywna
,749.25,2432,78.0,-0.4,11101000,749.59,0,0,0,aktywna,748.90,0, , ,aktywna
,750.28,2432,78.0,3.9,11101000,750.62,0,0,0,aktywna,749.93,0, , ,aktywna
,751.32,2432,78.0,3.9,11101000,751.68,0,0,0,aktywna,750.96,0, , ,aktywna
,752.37,2432,78.0,2.7,11101000,752.73,0,0,0,aktywna,752.01,0, , ,aktywna
,753.43,2400,78.0,2.3,11101000,753.79,0,0,0,aktywna,753.08,0, , ,aktywna
,754.50,2400,78.0,2.0,11101000,754.82,0,0,0,aktywna,754.14,0, , ,aktywna
,755.54,2400,78.0,1.2,11101000,755.88,0,0,0,aktywna,755.19,0, , ,aktywna
,756.52,2368,78.0,-6.3,11111100,756.85,0,0,0,nieaktywna,756.20,0, , ,nieaktywna
,757.51,2336,78.0,0.0,11111100,757.84,0,0,0,nieaktywna,757.18,0, , ,nieaktywna
,758.47,2304,78.0,0.0,11111100,758.79,0,0,0,nieaktywna,758.15,0, , ,nieaktywna
,759.44,2304,78.0,0.0,11101000,759.77,0,0,0,aktywna,759.12,0, , ,nieaktywna
,760.44,2272,78.0,0.0,11101000,760.79,0,0,0,aktywna,760.11,0, , ,aktywna
,761.47,2272,78.0,-4.7,11101000,761.81,0,0,0,aktywna,761.13,0, , ,aktywna
,762.50,2272,78.0,0.0,11101000,762.83,0,0,0,aktywna,762.16,0, , ,aktywna
,763.52,2304,78.0,0.0,11101000,763.86,0,0,0,aktywna,763.18,0, , ,aktywna
,764.51,2272,78.0,-4.3,11101000,764.84,0,0,0,aktywna,764.18,0, , ,aktywna
,765.51,2272,78.0,-5.9,11101000,765.84,0,0,0,aktywna,765.18,0, , ,aktywna
,766.52,2304,78.0,-5.1,11101000,766.88,0,0,0,aktywna,766.18,0, , ,aktywna
,767.57,2272,78.0,-6.6,11101000,767.90,0,0,0,aktywna,767.23,0, , ,aktywna
,768.58,2272,78.0,-7.0,11101000,768.89,0,0,0,aktywna,768.24,0, , ,aktywna
,769.55,2272,78.0,-7.4,11101000,769.89,0,0,0,aktywna,769.22,0, , ,aktywna
,770.54,2272,78.0,-7.0,11101000,770.88,0,0,0,aktywna,770.22,0, , ,aktywna
,771.55,2272,78.0,-4.7,11101000,771.89,0,0,0,aktywna,771.23,0, , ,aktywna
,772.55,2272,78.0,-5.1,11101000,772.90,0,0,0,aktywna,772.22,0, , ,aktywna
,773.56,2272,78.0,-5.1,11101000,773.89,0,0,0,aktywna,773.23,0, , ,aktywna
,774.58,2304,78.0,-4.7,11101000,774.92,0,0,0,aktywna,774.23,0, , ,aktywna
,775.58,2304,78.0,-5.1,11101000,775.90,0,0,0,aktywna,775.25,0, , ,aktywna
,776.58,2336,78.0,-3.5,11101000,776.92,0,0,0,aktywna,776.23,0, , ,aktywna
,777.59,2368,78.0,-3.9,11101000,777.92,0,0,0,aktywna,777.25,0, , ,aktywna
,778.59,2368,78.0,0.0,11101000,778.92,0,0,0,aktywna,778.25,0, , ,aktywna
,779.62,2336,78.0,6.6,11101000,779.95,0,0,0,aktywna,779.28,0, , ,aktywna
,780.62,2368,78.0,5.1,11101000,780.96,0,0,0,aktywna,780.28,0, , ,aktywna
,781.65,2368,78.0,0.0,11101000,781.98,0,0,0,aktywna,781.31,0, , ,aktywna
,782.63,2336,78.0,5.1,11101000,782.98,0,0,0,aktywna,782.31,0, , ,aktywna
,783.66,2368,78.0,8.2,11101000,784.00,0,0,0,aktywna,783.29,0, , ,aktywna
,784.67,2368,78.0,10.9,11101000,785.00,0,0,0,aktywna,784.33,0, , ,aktywna
,785.66,2368,78.0,9.0,11101000,786.01,0,0,0,aktywna,785.33,0, , ,aktywna
,786.71,2368,78.0,6.3,11101000,787.04,0,0,0,aktywna,786.35,0, , ,aktywna
,787.71,2368,78.0,5.9,11101000,788.05,0,0,0,aktywna,787.37,0, , ,aktywna
,788.74,2400,78.0,5.5,11101000,789.06,0,0,0,aktywna,788.40,0, , ,aktywna
,789.76,2400,78.0,3.5,11101000,790.11,0,0,0,aktywna,789.38,0, , ,aktywna
,790.82,2400,78.0,3.5,11101000,791.17,0,0,0,aktywna,790.44,0, , ,aktywna
,791.85,2400,78.0,3.5,11101000,792.18,0,0,0,aktywna,791.51,0, , ,aktywna
,792.88,2400,78.0,2.0,11101000,793.22,0,0,0,aktywna,792.54,0, , ,aktywna
,793.92,2400,78.0,1.6,11101000,794.26,0,0,0,aktywna,793.57,0, , ,aktywna
,794.93,2432,78.0,2.0,11101000,795.29,0,0,0,aktywna,794.59,0, , ,aktywna
,796.02,2400,78.0,5.5,11101000,796.37,0,0,0,aktywna,795.65,0, , ,aktywna
,797.03,2432,78.0,7.0,11101000,797.38,0,0,0,aktywna,796.70,0, , ,aktywna
,798.07,2400,78.0,3.5,11101000,798.43,0,0,0,aktywna,797.71,0, , ,aktywna
,799.09,2400,78.0,-0.4,11101000,799.41,0,0,0,aktywna,798.77,0, , ,aktywna
,800.08,2368,78.0,-1.2,11101000,800.40,0,0,0,aktywna,799.73,0, , ,aktywna
,801.14,2368,78.0,0.0,11101000,801.49,0,0,0,aktywna,800.77,0, , ,aktywna
,802.16,2368,78.0,3.9,11101000,802.51,0,0,0,aktywna,801.83,0, , ,aktywna
,803.19,2368,78.0,5.9,11101000,803.52,0,0,0,aktywna,802.84,0, , ,aktywna
,804.24,2368,78.0,5.1,11101000,804.59,0,0,0,aktywna,803.87,0, , ,aktywna
,805.29,2368,78.0,5.1,11101000,805.65,0,0,0,aktywna,804.93,0, , ,aktywna
,806.35,2336,78.0,4.7,11101000,806.69,0,0,0,aktywna,806.00,0, , ,aktywna
,807.36,2336,78.0,4.7,11101000,807.67,0,0,0,aktywna,807.02,0, , ,aktywna
,808.35,2336,78.0,3.9,11101000,808.70,0,0,0,aktywna,808.01,0, , ,aktywna
,809.38,2336,78.0,-0.4,11101000,809.70,0,0,0,nieaktywna,809.04,0, , ,aktywna
,810.34,2304,78.0,0.0,11111100,810.68,0,0,0,nieaktywna,810.01,0, , ,nieaktywna
,811.35,2208,78.0,0.0,11111100,811.69,0,0,0,nieaktywna,811.02,0, , ,nieaktywna
,812.35,2176,78.0,0.0,11111100,812.68,0,0,0,nieaktywna,812.01,0, , ,nieaktywna
,813.36,2144,78.0,0.0,11111100,813.69,0,0,0,nieaktywna,813.03,0, , ,nieaktywna
,814.38,2080,78.0,0.0,11111100,814.73,0,0,0,nieaktywna,814.03,0, , ,nieaktywna
,815.42,2048,78.0,0.0,11111100,815.75,0,0,0,nieaktywna,815.07,0, , ,nieaktywna
,816.35,960,78.0,0.0,11111110,816.70,0,0,0,nieaktywna,816.06,0, , ,nieaktywna
,817.34,928,78.0,0.0,11111110,817.65,0,0,0,aktywna,817.02,0, , ,aktywna
,818.26,928,78.0,0.0,11111110,818.58,0,0,0,aktywna,817.96,0, , ,aktywna
,819.19,896,78.0,-0.4,11111110,819.50,0,0,0,aktywna,818.88,0, , ,aktywna
,820.10,896,78.0,0.8,11111110,820.41,0,0,0,aktywna,819.79,0, , ,aktywna
,821.05,896,78.0,1.6,11111110,821.34,0,0,0,aktywna,820.73,0, , ,aktywna
,821.96,896,78.0,2.0,11111110,822.28,0,0,0,aktywna,821.65,0, , ,aktywna
,822.88,896,78.0,2.0,11111110,823.20,0,0,0,aktywna,822.57,0, , ,aktywna
,823.83,896,78.0,1.6,11111110,824.13,0,0,0,aktywna,823.50,0, , ,aktywna
,824.72,896,78.0,1.6,11111110,825.01,0,0,0,aktywna,824.41,0, , ,aktywna
,825.63,864,78.0,1.6,11111110,825.94,0,0,0,aktywna,825.32,0, , ,aktywna
,826.55,864,78.0,1.2,11111110,826.86,0,0,0,aktywna,826.23,0, , ,aktywna
,827.45,864,78.0,0.8,11111110,827.75,0,0,0,aktywna,827.15,0, , ,aktywna
,828.36,864,78.0,0.4,11111110,828.67,0,0,0,aktywna,828.05,0, , ,aktywna
,829.27,864,78.0,-0.4,11111110,829.59,0,0,0,aktywna,828.97,0, , ,aktywna
,830.20,896,78.0,0.0,11111110,830.50,0,0,0,aktywna,829.90,0, , ,aktywna
,831.12,896,78.0,-0.4,11111110,831.44,0,0,0,aktywna,830.81,0, , ,aktywna
,832.05,896,78.0,-0.4,11111110,832.35,0,0,0,aktywna,831.74,0, , ,aktywna
,832.95,896,78.0,0.0,11111110,833.23,0,0,0,aktywna,832.65,0, , ,aktywna
,833.84,768,78.0,-0.4,11111110,834.14,0,0,0,aktywna,833.52,0, , ,aktywna
,834.74,800,78.0,-1.2,11111110,835.04,0,0,0,aktywna,834.44,0, , ,aktywna
,835.62,800,78.0,-0.8,11111110,835.93,0,0,0,aktywna,835.33,0, , ,aktywna
,836.54,768,78.0,0.4,11111110,836.84,0,0,0,aktywna,836.23,0, , ,aktywna
,837.44,800,78.0,1.6,11111110,837.73,0,0,0,aktywna,837.14,0, , ,aktywna
,838.33,800,78.0,2.0,11111110,838.62,0,0,0,aktywna,838.03,0, , ,aktywna
,839.21,800,78.0,2.0,11111110,839.50,0,0,0,aktywna,838.92,0, , ,aktywna
,840.08,800,78.0,2.0,11111110,840.37,0,0,0,aktywna,839.80,0, , ,aktywna
,840.96,800,78.0,2.0,11111110,841.26,0,0,0,aktywna,840.67,0, , ,aktywna
,841.87,768,78.0,2.0,11111110,842.17,0,0,0,aktywna,841.57,0, , ,aktywna
,842.79,800,78.0,1.6,11111110,843.10,0,0,0,aktywna,842.48,0, , ,aktywna
,843.71,800,78.0,1.6,11111110,844.01,0,0,0,aktywna,843.40,0, , ,aktywna
,844.62,800,78.0,1.2,11111110,844.92,0,0,0,aktywna,844.32,0, , ,aktywna
,845.52,800,78.0,0.4,11111110,845.80,0,0,0,aktywna,845.21,0, , ,aktywna
,846.38,800,78.0,-0.4,11111110,846.67,0,0,0,aktywna,846.08,0, , ,aktywna
,847.26,768,78.0,-0.8,11111110,847.56,0,0,0,aktywna,846.95,0, , ,aktywna
,848.16,800,78.0,-1.2,11111110,848.46,0,0,0,aktywna,847.86,0, , ,aktywna
,849.06,768,78.0,-1.2,11111110,849.37,0,0,0,aktywna,848.76,0, , ,aktywna
,850.00,768,78.0,-1.2,11111110,850.30,0,0,0,aktywna,849.68,0, , ,aktywna
,850.89,800,78.0,-1.6,11111110,851.18,0,0,0,aktywna,850.59,0, , ,aktywna
,851.80,800,78.0,-1.6,11111110,852.10,0,0,0,aktywna,851.48,0, , ,aktywna
,852.68,768,78.0,-1.2,11111110,852.98,0,0,0,aktywna,852.39,0, , ,aktywna
,853.59,800,78.0,-0.8,11111110,853.88,0,0,0,aktywna,853.30,0, , ,aktywna
,858.95,800,78.0,-1.2,11111110,859.25,0,0,0,aktywna,858.65,0, , ,aktywna
,859.87,800,78.0,-1.6,11111110,860.17,0,0,0,aktywna,859.56,0, , ,aktywna
,860.78,800,78.0,-1.6,11111110,861.09,0,0,0,aktywna,860.46,0, , ,aktywna
,861.67,800,78.0,-2.3,11111110,861.96,0,0,0,aktywna,861.39,0, , ,aktywna
,862.56,800,78.0,0.0,11101010,862.93,0,0,0,aktywna,862.28,0, , ,aktywna
,863.62,2624,78.0,0.0,11101000,863.96,0,0,0,aktywna,863.27,0, , ,aktywna
,864.63,1312,78.0,0.0,11101010,864.93,0,0,0,aktywna,864.29,0, , ,aktywna
,865.65,1632,78.0,-2.3,11101010,866.03,0,0,0,aktywna,865.32,0, , ,aktywna
,866.72,1600,78.0,0.0,11111110,867.04,0,0,0,nieaktywna,866.41,0, , ,aktywna
,867.71,1184,78.0,0.0,11101010,868.04,0,0,0,aktywna,867.38,0, , ,nieaktywna
,868.68,1248,78.0,0.0,11101010,869.02,0,0,0,aktywna,868.36,0, , ,aktywna
,869.76,1504,78.0,0.0,11101010,870.12,0,0,0,aktywna,869.41,0, , ,aktywna
,870.78,1760,78.0,-4.3,11101010,871.16,0,0,0,aktywna,870.47,0, , ,aktywna
,871.89,1920,78.0,0.0,11101010,872.26,0,0,0,aktywna,871.52,0, , ,aktywna
,873.00,2016,78.0,0.0,11101000,873.32,0,0,0,aktywna,872.63,0, , ,aktywna
,874.04,1504,78.0,0.0,11111110,874.36,0,0,0,nieaktywna,873.69,0, , ,nieaktywna
,875.00,1088,78.0,0.0,11111110,875.33,0,0,0,nieaktywna,874.69,0, , ,nieaktywna
,875.96,928,78.0,0.0,11111110,876.29,0,0,0,aktywna,875.63,0, , ,nieaktywna
,876.90,928,78.0,-5.9,11101010,877.21,0,0,0,aktywna,876.59,0, , ,aktywna
,877.96,2016,78.0,0.0,11101000,878.32,0,0,0,aktywna,877.59,0, , ,aktywna
,879.00,2336,78.0,0.0,11101000,879.32,0,0,0,aktywna,878.67,0, , ,aktywna
,880.04,2624,78.0,0.0,11111100,880.38,0,0,0,nieaktywna,879.68,0, , ,aktywna
,881.11,1856,78.0,0.0,11101010,881.47,0,0,0,aktywna,880.73,0, , ,nieaktywna
,882.21,1888,78.0,0.0,11101010,882.59,0,0,0,aktywna,881.84,0, , ,aktywna
,883.31,2016,78.0,-5.1,11101000,883.67,0,0,0,aktywna,882.94,0, , ,aktywna
,884.35,2144,78.0,-8.2,11101000,884.68,0,0,0,aktywna,884.00,0, , ,aktywna
,885.35,2272,79.5,-9.4,11101000,885.69,0,0,0,aktywna,885.03,0, , ,aktywna
,886.33,2368,79.5,-7.0,11101000,886.69,0,0,0,aktywna,886.02,0, , ,aktywna
,887.38,2464,79.5,-5.1,11101000,887.69,0,0,0,aktywna,887.02,0, , ,aktywna
,888.39,2560,79.5,-3.1,11101000,888.73,0,0,0,nieaktywna,888.03,0, , ,aktywna
,889.41,1184,79.5,0.0,11111110,889.70,0,0,0,nieaktywna,889.10,0, , ,nieaktywna
,890.35,1056,79.5,0.0,11111110,890.68,0,0,0,nieaktywna,890.02,0, , ,aktywna
,891.31,960,79.5,0.0,11111110,891.63,0,0,0,aktywna,890.99,0, , ,nieaktywna
,892.27,928,79.5,-2.7,11111110,892.59,0,0,0,aktywna,891.95,0, , ,aktywna
,893.22,864,79.5,-2.7,11111110,893.53,0,0,0,aktywna,892.90,0, , ,aktywna
,894.16,896,79.5,-1.2,11111110,894.47,0,0,0,aktywna,893.84,0, , ,aktywna
,895.09,864,79.5,-0.8,11111110,895.40,0,0,0,aktywna,894.80,0, , ,aktywna
,896.03,864,79.5,-0.4,11111111,896.34,0,0,0,aktywna,895.71,0, , ,aktywna
,896.95,864,79.5,-1.6,11111111,897.27,0,0,0,aktywna,896.64,0, , ,aktywna
,897.88,896,79.5,-2.7,11111111,898.19,0,0,0,aktywna,897.58,0, , ,aktywna
,898.77,864,79.5,-2.3,11111111,899.06,0,0,0,aktywna,898.49,0, , ,aktywna
,899.69,896,79.5,-2.0,11111111,899.99,0,0,0,aktywna,899.37,0, , ,aktywna
,900.66,896,79.5,-1.6,11111111,900.97,0,0,0,aktywna,900.32,0, , ,aktywna
,901.61,896,79.5,-1.6,11111111,901.90,0,0,0,aktywna,901.29,0, , ,aktywna
,902.50,896,79.5,-1.6,11111111,902.80,0,0,0,aktywna,902.21,0, , ,aktywna
,903.41,864,79.5,-1.6,11111111,903.71,0,0,0,aktywna,903.10,0, , ,aktywna
,904.32,864,79.5,-1.6,11111111,904.66,0,0,0,aktywna,904.02,0, , ,aktywna
,905.26,896,79.5,-2.0,11111111,905.56,0,0,0,aktywna,904.95,0, , ,aktywna
,906.20,896,79.5,-2.0,11111111,906.50,0,0,0,aktywna,905.87,0, , ,aktywna
,907.10,896,79.5,-1.6,11111111,907.41,0,0,0,aktywna,906.80,0, , ,aktywna
,908.00,736,79.5,-1.6,11111111,908.30,0,0,0,aktywna,907.69,0, , ,aktywna
,908.91,800,79.5,-2.0,11111111,909.23,0,0,0,aktywna,908.60,0, , ,aktywna
,909.83,768,79.5,-2.7,11111111,910.13,0,0,0,aktywna,909.53,0, , ,aktywna
,910.74,768,79.5,-3.1,11111111,911.04,0,0,0,aktywna,910.44,0, , ,aktywna
,911.64,768,79.5,-3.1,11111111,911.94,0,0,0,aktywna,911.34,0, , ,aktywna
,912.54,768,79.5,-2.7,11111111,912.85,0,0,0,aktywna,912.23,0, , ,aktywna
,913.46,800,79.5,-3.1,11111111,913.75,0,0,0,aktywna,913.16,0, , ,aktywna
,914.35,800,79.5,-3.1,11111111,914.66,0,0,0,aktywna,914.05,0, , ,aktywna
,915.26,768,79.5,-3.5,11111111,915.55,0,0,0,aktywna,914.95,0, , ,aktywna
,916.14,768,79.5,-3.5,11111111,916.44,0,0,0,aktywna,915.84,0, , ,aktywna
,917.04,768,79.5,-3.5,11111111,917.35,0,0,0,aktywna,916.73,0, , ,aktywna
,917.98,800,79.5,-3.5,11111111,918.28,0,0,0,aktywna,917.66,0, , ,aktywna
,918.86,768,79.5,-3.9,11111111,919.15,0,0,0,aktywna,918.57,0, , ,aktywna
,919.75,768,79.5,-3.5,11111111,920.06,0,0,0,aktywna,919.45,0, , ,aktywna
,920.67,800,79.5,-3.5,11111111,920.97,0,0,0,aktywna,920.36,0, , ,aktywna
,927.01,800,79.5,-5.1,11111111,927.31,0,0,0,aktywna,926.71,0, , ,aktywna
,927.90,800,79.5,-5.1,11111111,928.20,0,0,0,aktywna,927.61,0, , ,aktywna
,928.80,768,79.5,-5.5,11111111,929.09,0,0,0,aktywna,928.50,0, , ,aktywna
,929.70,800,79.5,-5.5,11111111,930.00,0,0,0,aktywna,929.40,0, , ,aktywna
,930.59,768,79.5,-5.5,11111111,930.91,0,0,0,aktywna,930.29,0, , ,aktywna
,931.50,800,79.5,-5.5,11111111,931.80,0,0,0,aktywna,931.20,0, , ,aktywna
,932.41,800,79.5,-5.5,11111111,932.73,0,0,0,aktywna,932.10,0, , ,aktywna
,933.36,800,79.5,-5.1,11111111,933.64,0,0,0,aktywna,933.04,0, , ,aktywna
,934.23,800,79.5,-5.1,11111111,934.53,0,0,0,aktywna,933.93,0, , ,aktywna
,935.12,800,79.5,-5.5,11111111,935.42,0,0,0,aktywna,934.83,0, , ,aktywna
