Czwartek,20,Sierpień,2026,20:53:57:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'032
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Lambda, , 
,230.79,800,55.5,-8.6,10111110,231.09,800,40.0,5.15,499.8,231.39,-1.6,0.0, , 
,231.69,832,55.5,-8.6,10111110,231.98,800,40.0,4.12,499.8,232.28,-1.6,0.0, , 
,232.57,800,55.5,-9.0,10111110,232.88,800,41.2,5.15,520.2,233.17,-1.6,0.0, , 
,233.49,832,55.5,-8.6,10111110,233.80,832,40.0,5.15,499.8,234.13,-1.6,0.0, , 
,234.44,864,57.0,-8.2,10111110,234.75,864,38.4,4.12,479.4,235.05,-1.6,0.0, , 
,235.35,832,55.5,-7.8,10111110,235.66,832,36.9,4.12,479.4,235.96,-1.6,0.0, , 
,236.28,832,55.5,-6.6,10111110,236.57,800,36.9,4.12,479.4,236.86,-1.6,0.0, , 
,237.16,768,57.0,-6.6,10111110,237.48,768,41.2,5.15,520.2,237.79,-1.6,0.0, , 
,238.10,800,57.0,-8.6,10111110,238.40,768,41.2,5.15,520.2,238.71,-1.6,0.0, , 
,239.03,832,57.0,-9.0,10111110,239.33,864,42.7,5.15,520.2,239.64,-1.6,0.0, , 
,239.96,928,57.0,-8.2,10111110,240.26,928,40.0,5.15,499.8,240.56,-1.6,0.0, , 
,240.87,928,57.0,-5.9,10111110,241.18,928,36.9,4.12,479.4,241.49,-1.6,0.0, , 
,241.80,864,57.0,-4.7,10111110,242.11,864,36.9,4.12,479.4,242.43,-1.6,0.0, , 
,242.72,864,57.0,-5.1,10111110,243.03,832,36.9,4.12,479.4,243.31,-1.6,0.0, , 
,243.60,832,57.0,-5.1,10111110,243.93,832,36.9,4.12,479.4,244.25,-1.6,0.0, , 
,244.57,832,57.0,-4.7,10111110,244.91,832,35.3,4.12,459.0,245.21,-1.6,0.0, , 
,245.51,832,57.0,-6.6,10111110,245.81,832,35.3,4.12,459.0,246.11,-1.6,0.0, , 
,246.40,832,57.0,-8.2,10111110,246.71,832,35.3,4.12,459.0,247.02,-1.6,0.0, , 
,247.34,832,57.0,-8.6,10111110,247.64,832,34.1,4.12,459.0,247.94,-1.6,0.0, , 
,248.24,832,57.0,-10.2,10111110,248.54,832,34.1,4.12,459.0,248.85,-1.6,0.0, , 
,249.17,832,57.0,-11.7,10111110,249.47,832,34.1,4.12,438.6,249.77,-1.6,0.0, , 
,250.07,832,57.0,-12.5,10111110,250.39,832,32.5,4.12,438.6,250.69,-1.6,0.0, , 
,250.99,864,57.0,-12.1,10111110,251.29,832,32.5,4.12,438.6,251.59,-1.6,0.0, , 
,251.89,832,57.0,-12.1,10111110,252.17,832,32.5,3.09,438.6,252.49,-1.6,0.0, , 
,252.79,832,57.0,-14.5,10111110,253.09,832,32.5,3.09,438.6,253.38,-1.6,0.0, , 
,253.69,832,57.0,-15.2,10111110,254.01,832,32.5,3.09,438.6,254.31,-1.6,0.0, , 
,254.62,832,58.5,-15.2,10111110,254.93,832,31.0,3.09,418.2,255.24,-1.6,0.0, , 
,255.54,800,57.0,-15.2,10111110,255.84,832,32.5,3.09,438.6,256.15,-1.6,0.0, , 
,256.47,800,58.5,-14.5,10111110,256.76,800,31.0,3.09,418.2,257.06,-1.6,0.0, , 
,257.36,832,58.5,-17.6,10101010,257.65,832,42.7,8.24,499.8,257.96,-0.8,0.0, , 
,258.27,1440,58.5,0.0,10101010,258.60,1376,60.4,9.27,673.2,258.93,-0.8,0.0, , 
,259.23,992,58.5,0.0,10101010,259.56,1184,44.3,4.12,550.8,259.96,-0.8,0.0, , 
,260.29,1504,58.5,0.0,10111110,260.60,1536,26.7,3.09,357.0,260.94,-0.8,0.0, , 
,261.26,1248,58.5,-9.4,10111110,261.57,1056,26.7,3.09,377.4,261.89,-1.6,0.0, , 
,262.19,896,58.5,-10.9,10111110,262.48,864,28.2,3.09,397.8,262.80,-1.6,0.0, , 
,263.11,800,58.5,-14.8,10111110,263.39,768,31.0,3.09,418.2,263.67,-1.6,0.0, , 
,263.96,640,58.5,0.0,10101010,264.25,640,48.6,7.21,591.6,264.54,-1.6,0.0, , 
,264.83,736,58.5,0.0,10101010,265.10,640,44.3,6.18,550.8,265.39,-1.6,0.0, , 
,265.68,576,58.5,0.0,10100010,265.98,704,54.5,7.21,652.8,266.28,-1.6,0.0, , 
,266.58,864,58.5,0.0,10111110,266.88,896,34.1,4.12,459.0,267.20,-1.6,0.0, , 
,267.51,928,60.0,0.0,10111110,267.81,928,32.5,4.12,418.2,268.11,-1.6,0.0, , 
,268.42,928,60.0,-2.0,10111110,268.73,896,29.4,3.09,397.8,269.04,-1.6,0.0, , 
,269.36,800,60.0,-5.5,10111110,269.65,800,29.4,3.09,418.2,269.94,-1.6,0.0, , 
,270.23,800,60.0,-13.3,10111110,270.52,800,29.4,3.09,418.2,270.82,-1.6,0.0, , 
,271.13,800,60.0,-19.5,10111110,271.41,768,31.0,3.09,418.2,271.71,-1.6,0.0, , 
,272.02,800,60.0,-20.3,10111110,272.32,800,32.5,3.09,438.6,272.65,-1.6,0.0, , 
,272.95,800,60.0,-19.9,10111110,273.24,800,32.5,3.09,438.6,273.53,-1.6,0.0, , 
,273.82,800,60.0,-18.4,10111110,274.12,800,32.5,3.09,438.6,274.42,-1.6,0.0, , 
,274.73,800,60.0,-16.4,10111110,275.03,832,32.5,3.09,438.6,275.33,-1.6,0.0, , 
,275.61,800,60.0,-14.8,10111110,275.90,832,32.5,3.09,438.6,276.21,-1.6,0.0, , 
,276.53,832,60.0,-14.1,10111110,276.83,832,32.5,3.09,438.6,277.12,-1.6,0.0, , 
,277.42,832,60.0,-13.3,10111110,277.73,832,31.0,3.09,418.2,278.02,-1.6,0.0, , 
,278.31,800,61.5,-13.3,10111110,278.60,832,31.0,3.09,418.2,278.93,-1.6,0.0, , 
,279.25,800,61.5,-13.7,10111110,279.54,800,31.0,3.09,438.6,279.84,-1.6,0.0, , 
,280.15,800,61.5,-13.7,10111110,280.45,800,31.0,3.09,418.2,280.76,-1.6,0.0, , 
,281.06,800,61.5,-14.5,10111110,281.37,800,31.0,3.09,418.2,281.68,-1.6,0.0, , 
,281.97,800,61.5,-14.5,10111110,282.25,800,31.0,3.09,418.2,282.56,-1.6,0.0, , 
,282.86,800,61.5,-14.5,10111110,283.17,800,31.0,3.09,418.2,283.45,-1.6,0.0, , 
,283.76,800,61.5,-14.8,10111110,284.06,800,31.0,3.09,418.2,284.37,-1.6,0.0, , 
,284.68,800,61.5,-15.2,10111110,284.98,832,31.0,3.09,418.2,285.29,-1.6,0.0, , 
,285.59,800,61.5,-15.2,10111110,285.89,800,31.0,3.09,418.2,286.18,-1.6,0.0, , 
,286.47,800,61.5,-15.6,10111110,286.77,800,31.0,3.09,418.2,287.05,-1.6,0.0, , 
,287.36,800,61.5,-16.0,10111110,287.67,800,31.0,3.09,418.2,287.97,-1.6,0.0, , 
,288.27,800,61.5,-16.0,10111110,288.57,800,31.0,3.09,418.2,288.88,-1.6,0.0, , 
,289.19,800,61.5,-16.0,10111110,289.48,800,29.4,3.09,418.2,289.78,-1.6,0.0, , 
,290.08,832,61.5,-15.6,10111110,290.36,800,31.0,3.09,418.2,290.67,-1.6,0.0, , 
,290.97,800,61.5,-15.6,10111110,291.28,800,31.0,3.09,418.2,291.59,-1.6,0.0, , 
,291.90,800,61.5,-15.6,10111110,292.19,800,31.0,3.09,418.2,292.50,-1.6,0.0, , 
,292.81,800,61.5,-15.6,10111110,293.13,832,29.4,3.09,418.2,293.43,-1.6,0.0, , 
,293.75,800,61.5,-15.2,10111110,294.04,800,29.4,3.09,418.2,294.34,-1.6,0.0, , 
,294.65,800,61.5,-15.2,10111110,294.95,800,31.0,3.09,418.2,295.25,-1.6,0.0, , 
,295.54,800,63.0,-14.8,10111110,295.86,800,31.0,3.09,418.2,296.17,-1.6,0.0, , 
,296.46,800,63.0,-14.5,10111110,296.79,800,31.0,3.09,418.2,297.11,-1.6,0.0, , 
,297.40,832,63.0,-14.5,10111110,297.73,832,31.0,3.09,418.2,298.05,-1.6,0.0, , 
,298.35,800,63.0,-14.8,10111110,298.67,800,29.4,3.09,418.2,298.99,-1.6,0.0, , 
,299.30,800,63.0,-14.8,10111110,299.58,800,29.4,3.09,418.2,299.87,-1.6,0.0, , 
,300.18,800,63.0,-14.8,10111110,300.50,800,31.0,3.09,418.2,300.79,-1.6,0.0, , 
,301.09,800,63.0,-14.8,10111110,301.40,800,29.4,3.09,418.2,301.71,-1.6,0.0, , 
,302.01,800,63.0,-14.8,10111110,302.33,800,31.0,3.09,418.2,302.63,-1.6,0.0, , 
,302.92,768,63.0,-14.8,10111110,303.20,736,34.1,4.12,459.0,303.52,-1.6,0.0, , 
,303.80,768,63.0,-10.9,10111110,304.10,768,34.1,4.12,459.0,304.41,-1.6,0.0, , 
,304.72,768,63.0,-6.6,10111110,305.01,800,32.5,4.12,438.6,305.31,-1.6,0.0, , 
,305.61,800,63.0,-3.1,10111110,305.90,832,32.5,4.12,438.6,306.21,-1.6,0.0, , 
,306.54,832,63.0,-1.2,10111110,306.84,832,32.5,4.12,438.6,307.15,-1.6,0.0, , 
,307.47,800,63.0,-0.8,10111110,307.76,832,32.5,4.12,438.6,308.07,-1.6,0.0, , 
,308.36,832,63.0,-0.8,10111110,308.65,800,32.5,4.12,438.6,308.94,-1.6,0.0, , 
,309.26,832,63.0,-0.8,10111110,309.56,800,31.0,4.12,438.6,309.88,-1.6,0.0, , 
,310.19,800,63.0,-0.8,10111110,310.48,800,31.0,4.12,438.6,310.78,-1.6,0.0, , 
,311.09,800,63.0,-0.4,10111110,311.40,800,31.0,4.12,438.6,311.70,-1.6,0.0, , 
,312.01,800,63.0,-0.8,10111110,312.32,832,31.0,4.12,438.6,312.63,-1.6,0.0, , 
,312.92,800,63.0,-1.2,10111110,313.20,832,31.0,4.12,418.2,313.49,-1.6,0.0, , 
,313.80,800,63.0,-1.2,10111110,314.09,800,31.0,4.12,438.6,314.38,-1.6,0.0, , 
,314.68,832,63.0,-0.8,10111110,315.00,800,31.0,4.12,438.6,315.29,-1.6,0.0, , 
,315.58,800,63.0,-0.4,10111110,315.87,800,31.0,4.12,438.6,316.16,-1.6,0.0, , 
,316.46,800,64.5,-0.4,10111110,316.75,800,31.0,4.12,438.6,317.04,-1.6,0.0, , 
,317.35,800,64.5,-0.8,10111110,317.67,800,31.0,4.12,438.6,317.96,-1.6,0.0, , 
,318.28,832,64.5,-1.2,10111110,318.58,800,31.0,4.12,438.6,318.88,-1.6,0.0, , 
,319.17,800,64.5,-1.2,10111110,319.47,800,31.0,4.12,438.6,319.75,-1.6,0.0, , 
,320.06,800,64.5,-0.8,10111110,320.38,832,31.0,4.12,438.6,320.67,-1.6,0.0, , 
,320.96,832,64.5,-0.8,10111110,321.26,800,31.0,4.12,438.6,321.56,-1.6,0.0, , 
,321.87,800,64.5,-0.4,10111110,322.18,800,31.0,4.12,438.6,322.49,-1.6,0.0, , 
,322.77,800,64.5,0.0,10111110,323.10,800,31.0,4.12,438.6,323.42,-1.6,0.0, , 
,323.71,800,64.5,0.4,10111110,324.01,800,31.0,4.12,438.6,324.32,-1.6,0.0, , 
,324.63,800,64.5,1.2,10111110,324.94,800,31.0,4.12,438.6,325.23,-1.6,0.0, , 
,325.54,800,64.5,1.2,10111110,325.84,800,31.0,4.12,438.6,326.14,-1.6,0.0, , 
,326.44,800,64.5,1.2,10111110,326.75,800,31.0,4.12,438.6,327.04,-1.6,0.0, , 
,327.36,800,64.5,0.8,10111110,327.67,800,31.0,4.12,438.6,327.96,-1.6,0.0, , 
,328.25,800,64.5,0.4,10111110,328.56,800,31.0,4.12,438.6,328.88,-1.6,0.0, , 
,329.18,800,64.5,0.4,10111110,329.49,800,31.0,4.12,438.6,329.79,-1.6,0.0, , 
,330.09,800,64.5,0.8,10111110,330.40,800,32.5,4.12,438.6,330.71,-1.6,0.0, , 
,331.01,832,64.5,1.2,10111110,331.32,800,31.0,4.12,438.6,331.63,-1.6,0.0, , 
,331.92,800,64.5,0.8,10111110,332.21,800,31.0,4.12,418.2,332.53,-1.6,0.0, , 
,332.84,800,64.5,1.2,10111110,333.15,800,31.0,4.12,438.6,333.46,-1.6,0.0, , 
,333.76,800,64.5,1.2,10111110,334.07,800,31.0,4.12,438.6,334.37,-1.6,0.0, , 
,334.67,800,64.5,1.2,10111110,334.98,800,31.0,4.12,438.6,335.28,-1.6,0.0, , 
,335.57,800,64.5,1.6,10111110,335.87,800,31.0,4.12,418.2,336.17,-1.6,0.0, , 
,336.46,768,64.5,1.2,10111110,336.75,832,31.0,4.12,438.6,337.05,-1.6,0.0, , 
,337.33,800,64.5,1.6,10111110,337.62,800,31.0,4.12,418.2,337.92,-1.6,0.0, , 
,338.21,800,64.5,1.6,10111110,338.54,832,31.0,4.12,438.6,338.86,-1.6,0.0, , 
,339.16,800,64.5,1.6,10111110,339.47,800,31.0,4.12,438.6,339.78,-1.6,0.0, , 
,340.08,800,66.0,1.6,10111110,340.37,800,31.0,4.12,438.6,340.66,-1.6,0.0, , 
,340.96,800,66.0,1.6,10111110,341.25,800,31.0,4.12,418.2,341.54,-1.6,0.0, , 
,341.85,800,66.0,1.6,10111110,342.18,768,32.5,4.12,438.6,342.47,-1.6,0.0, , 
,342.76,800,66.0,1.6,10111110,343.06,800,31.0,4.12,438.6,343.36,-1.6,0.0, , 
,343.66,832,66.0,2.0,10111110,343.97,832,31.0,4.12,418.2,344.26,-1.6,0.0, , 
,344.55,832,66.0,-3.1,10111110,344.87,832,29.4,3.09,418.2,345.18,-1.6,0.0, , 
,345.49,832,66.0,-12.1,10111110,345.79,800,29.4,3.09,418.2,346.11,-1.6,0.0, , 
,346.41,800,66.0,-15.2,10111110,346.71,768,31.0,3.09,438.6,347.01,-1.6,0.0, , 
,347.31,800,66.0,-14.8,10111110,347.61,800,31.0,3.09,438.6,347.90,-1.6,0.0, , 
,348.23,800,66.0,-13.3,10111110,348.55,800,31.0,3.09,438.6,348.86,-1.6,0.0, , 
,349.15,800,66.0,-12.1,10111110,349.46,800,31.0,3.09,438.6,349.76,-1.6,0.0, , 
,350.06,800,66.0,-10.9,10111110,350.38,800,31.0,3.09,438.6,350.69,-1.6,0.0, , 
,351.00,800,66.0,-10.2,10111110,351.30,800,31.0,3.09,438.6,351.59,-1.6,0.0, , 
,351.89,800,66.0,-9.4,10111110,352.17,800,31.0,3.09,418.2,352.47,-1.6,0.0, , 
,352.77,800,66.0,-9.0,10111110,353.07,800,31.0,3.09,418.2,353.37,-1.6,0.0, , 
,353.69,800,66.0,-8.2,10111110,354.00,800,31.0,3.09,418.2,354.31,-1.6,0.0, , 
,354.60,800,66.0,-7.4,10111110,354.91,800,29.4,3.09,418.2,355.22,-1.6,0.0, , 
,355.51,800,66.0,-8.2,10111110,355.80,800,29.4,3.09,418.2,356.10,-1.6,0.0, , 
,356.39,800,66.0,-9.4,10111110,356.71,800,29.4,3.09,418.2,357.03,-1.6,0.0, , 
,357.31,800,67.5,-10.2,10111110,357.62,800,29.4,3.09,418.2,357.95,-1.6,0.0, , 
,358.24,800,67.5,-10.9,10111110,358.53,800,29.4,3.09,418.2,358.85,-1.6,0.0, , 
,359.14,800,67.5,-11.3,10111110,359.44,800,29.4,3.09,418.2,359.74,-1.6,0.0, , 
,360.02,800,67.5,-11.3,10111110,360.33,800,29.4,3.09,418.2,360.64,-1.6,0.0, , 
,360.94,800,67.5,-11.7,10111110,361.24,800,29.4,3.09,418.2,361.53,-1.6,0.0, , 
,361.82,800,67.5,-12.1,10111110,362.12,800,29.4,3.09,418.2,362.41,-1.6,0.0, , 
,362.72,800,67.5,-12.9,10111110,363.03,800,31.0,3.09,418.2,363.34,-1.6,0.0, , 
,363.67,800,67.5,-12.9,10111110,363.97,800,31.0,3.09,418.2,364.25,-1.6,0.0, , 
,364.56,800,67.5,-12.5,10111110,364.88,800,31.0,3.09,438.6,365.16,-1.6,0.0, , 
,365.45,800,67.5,-12.1,10111110,365.76,800,29.4,3.09,418.2,366.06,-1.6,0.0, , 
,366.37,800,67.5,-12.5,10111110,366.68,800,31.0,3.09,418.2,366.99,-1.6,0.0, , 
,367.27,800,67.5,-12.5,10111110,367.57,800,31.0,3.09,418.2,367.89,-1.6,0.0, , 
,368.20,800,67.5,-12.9,10111110,368.49,800,29.4,3.09,418.2,368.77,-1.6,0.0, , 
,369.07,800,67.5,-13.3,10111110,369.40,800,29.4,3.09,418.2,369.71,-1.6,0.0, , 
