Czwartek,27,Sierpień,2026,06:31:56:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'032
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Lambda, , 
,826.03,2336,81.0,0.0,11111101,826.36,2304,0.0,0.00,244.8,825.72,0.0,-2.7, , 
,827.02,2272,82.5,0.0,11101001,827.36,2272,16.1,3.09,244.8,826.69,0.0,-2.7, , 
,828.03,2240,81.0,0.0,11101001,828.37,2208,16.1,2.06,244.8,827.69,0.0,-2.7, , 
,829.05,2208,81.0,-12.9,11111101,829.39,2176,0.0,0.00,244.8,828.70,0.0,-2.7, , 
,830.05,2176,81.0,0.0,11111101,830.39,2144,0.0,0.00,275.4,829.72,0.0,-2.7, , 
,831.08,2112,82.5,0.0,11111101,831.42,2080,0.0,0.00,244.8,830.74,0.0,-2.7, , 
,832.12,2048,82.5,0.0,11101001,832.47,2048,16.1,2.06,244.8,831.78,0.0,-2.7, , 
,833.17,2048,82.5,0.0,11101001,833.53,2016,25.1,3.09,336.6,832.82,0.0,-2.7, , 
,834.25,2016,82.5,0.0,11101001,834.60,2016,76.9,11.33,846.6,833.90,0.0,-2.7, , 
,835.30,2048,82.5,0.0,11101001,835.65,2048,78.4,10.30,867.0,834.96,0.0,-2.7, , 
,836.35,2080,82.5,-16.4,11101001,836.71,2112,71.0,8.24,795.6,836.01,0.0,-2.7, , 
,837.40,2112,82.5,0.0,11101001,837.74,2112,53.3,6.18,612.0,837.06,0.0,-2.7, , 
,838.43,2112,82.5,-1.6,11101001,838.77,2112,38.4,4.12,459.0,838.08,0.0,-2.7, , 
,839.45,2080,82.5,-3.9,11101001,839.81,2112,17.6,2.06,275.4,839.11,0.0,-2.7, , 
,840.52,2048,82.5,0.0,11111101,840.86,2016,0.0,0.00,244.8,840.17,0.0,-2.7, , 
,841.60,1920,82.5,0.0,11111111,841.97,1856,0.0,0.00,295.8,841.23,0.0,-2.7, , 
,842.64,1760,82.5,0.0,11111111,843.01,1728,0.0,0.00,316.2,842.30,0.0,-2.7, , 
,843.72,1664,82.5,0.0,11111111,844.06,1632,0.0,0.00,316.2,843.34,-1.6,-2.7, , 
,844.75,1600,84.0,0.0,11111111,845.07,1568,0.0,0.00,336.6,844.42,-2.3,-2.7, , 
,845.76,1536,84.0,0.0,11111111,846.13,1536,0.0,0.00,336.6,845.42,-2.3,-2.7, , 
,846.89,1504,84.0,0.0,11111111,847.16,1472,0.0,0.00,336.6,846.44,-2.3,-2.7, , 
,847.84,1440,84.0,0.0,11111111,848.17,1408,0.0,0.00,336.6,847.50,-2.3,0.0, , 
,848.81,1376,84.0,0.0,11111111,849.15,1344,0.0,0.00,336.6,848.49,-2.3,0.0, , 
,849.75,864,84.0,0.0,11111111,850.06,928,34.1,5.15,459.0,849.46,-2.3,0.0, , 
,850.68,800,84.0,0.0,11111111,851.00,736,34.1,6.18,479.4,850.37,-2.3,0.0, , 
,851.63,896,84.0,0.0,11111111,851.93,896,32.5,4.12,438.6,851.32,-2.3,0.0, , 
,852.53,832,84.0,-7.0,11111111,852.84,896,32.5,4.12,459.0,852.23,-3.1,0.0, , 
,853.44,896,84.0,-9.4,11111111,853.75,864,34.1,4.12,459.0,853.14,-2.3,0.0, , 
,854.34,896,84.0,-10.5,11111111,854.64,896,34.1,4.12,459.0,854.05,-2.3,0.0, , 
,855.24,864,84.0,-10.9,11111111,855.54,896,32.5,3.09,438.6,854.94,-2.3,0.0, , 
,856.16,864,84.0,-10.9,11111111,856.46,864,32.5,4.12,459.0,855.86,-2.3,0.0, , 
,857.10,896,82.5,-11.3,11111111,857.41,896,32.5,3.09,438.6,856.78,-2.3,0.0, , 
,858.02,896,82.5,-12.9,11111111,858.32,896,32.5,3.09,438.6,857.71,-2.3,0.0, , 
,858.97,896,82.5,-13.3,11111111,859.26,896,32.5,3.09,438.6,858.65,-2.3,0.0, , 
,859.90,896,82.5,-12.9,11111111,860.22,896,32.5,3.09,438.6,859.57,-2.3,0.0, , 
,860.81,896,82.5,-13.3,11111111,861.12,896,31.0,3.09,438.6,860.50,-2.3,0.0, , 
,861.75,896,82.5,-13.3,11111111,862.04,896,32.5,3.09,438.6,861.44,-2.3,0.0, , 
,862.65,896,82.5,-12.9,11111111,862.96,896,31.0,3.09,438.6,862.35,-2.3,0.0, , 
,863.58,864,82.5,-12.5,11111111,863.89,896,31.0,3.09,438.6,863.28,-2.3,0.0, , 
,864.49,896,82.5,-11.7,11111111,864.80,896,31.0,3.09,438.6,864.19,-2.3,0.0, , 
,865.44,1280,82.5,0.0,11101011,865.71,1536,63.5,9.27,734.4,865.08,-1.6,0.0, , 
,866.39,1088,82.5,0.0,11101011,866.68,1344,69.4,10.30,795.6,866.04,-0.8,0.0, , 
,867.40,1792,82.5,0.0,11101011,867.76,2048,63.5,8.24,714.0,867.05,-0.8,-2.7, , 
,868.39,1472,82.5,0.0,11111111,868.70,992,25.1,4.12,357.0,868.09,0.0,-2.7, , 
,869.39,928,82.5,0.0,11111111,869.70,1024,29.4,4.12,397.8,869.05,-2.3,0.0, , 
,870.35,960,81.0,0.0,11101011,870.65,960,38.4,5.15,499.8,870.04,-2.3,0.0, , 
,871.30,960,81.0,0.0,11101011,871.63,992,59.2,8.24,693.6,870.95,-1.6,0.0, , 
,872.26,1088,81.0,0.0,11101011,872.59,1152,72.2,11.33,846.6,871.94,-1.6,0.0, , 
,873.23,1280,81.0,0.0,11101011,873.59,1312,57.6,7.21,693.6,872.90,-0.8,0.0, , 
,874.30,1408,81.0,0.0,11101011,874.61,1440,36.9,5.15,479.4,873.93,-1.6,0.0, , 
,875.27,1440,81.0,-6.3,11101011,875.61,1408,23.5,3.09,336.6,874.90,-1.6,0.0, , 
,876.29,1344,81.0,-12.1,11101011,876.63,1344,23.5,2.06,336.6,875.94,-2.3,0.0, , 
,877.31,1312,79.5,-12.5,11101011,877.65,1312,28.2,3.09,377.4,876.95,-2.3,0.0, , 
,878.33,1312,79.5,-12.5,11111111,878.62,1248,25.1,3.09,357.0,878.00,-2.3,0.0, , 
,879.26,1312,79.5,-10.2,11101011,879.59,1312,50.2,8.24,591.6,878.94,-1.6,0.0, , 
,880.22,1440,79.5,0.0,11101010,880.58,1568,76.9,11.33,867.0,879.95,-0.8,0.0, , 
,881.31,1728,79.5,0.0,11101010,881.70,1824,65.1,8.24,734.4,880.95,-0.8,-2.7, , 
,882.43,1984,79.5,-9.4,11101010,882.78,2048,57.6,7.21,652.8,882.07,0.0,-2.7, , 
,883.46,2176,79.5,-9.4,11101000,883.80,2208,47.1,5.15,571.2,883.12,0.0,-2.7, , 
,884.48,2176,79.5,0.0,11111100,884.83,2176,17.6,2.06,244.8,884.13,0.0,-2.7, , 
,885.54,2016,78.0,-10.9,11101000,885.89,2016,23.5,3.09,316.2,885.17,0.0,-2.7, , 
,886.60,2048,78.0,0.0,11101000,886.94,2048,48.6,6.18,571.2,886.25,0.0,-2.7, , 
,887.64,2112,78.0,-2.0,11101000,887.96,2176,48.6,6.18,571.2,887.29,0.0,-2.7, , 
,888.63,2240,78.0,-3.5,11101000,888.96,2240,38.4,5.15,459.0,888.30,0.0,-2.7, , 
,889.65,2304,78.0,-3.9,11101000,890.02,2336,48.6,6.18,550.8,889.30,0.0,-2.7, , 
,890.69,2464,78.0,-7.8,11101000,891.03,2496,51.8,6.18,591.6,890.35,0.0,-2.7, , 
,891.71,2624,78.0,-9.4,11101000,892.05,2688,57.6,7.21,632.4,891.38,0.0,-2.7, , 
,892.71,2848,78.0,-12.5,11101000,893.04,2880,0.0,0.00,499.8,892.38,0.0,-2.7, , 
,893.70,1792,78.0,0.0,11111110,894.05,1440,23.5,4.12,336.6,893.38,0.0,-2.7, , 
,894.77,1920,78.0,0.0,11101010,895.13,1888,25.1,3.09,336.6,894.41,0.0,-2.7, , 
,895.86,1856,78.0,-9.4,11101010,896.23,1856,23.5,2.06,336.6,895.49,0.0,-2.7, , 
,896.98,1888,79.5,-11.3,11101010,897.36,1856,36.9,4.12,459.0,896.61,0.0,-2.7, , 
,898.09,1888,79.5,-10.2,11101010,898.47,1888,44.3,5.15,520.2,897.71,0.0,-2.7, , 
,899.20,1920,79.5,-10.5,11101010,899.56,1952,51.8,6.18,612.0,898.83,0.0,-2.7, , 
,900.29,1984,79.5,-9.0,11101010,900.64,2016,47.1,6.18,571.2,899.93,0.0,-2.7, , 
,901.38,2016,79.5,-9.0,11101000,901.73,2048,48.6,6.18,571.2,901.01,0.0,-2.7, , 
,902.42,2080,79.5,-11.3,11101001,902.76,2080,45.9,5.15,550.8,902.07,0.0,-2.7, , 
,903.46,2112,79.5,-10.9,11101001,903.82,2112,44.3,5.15,520.2,903.12,0.0,-2.7, , 
,904.53,2144,79.5,-9.4,11101001,904.87,2144,26.7,3.09,357.0,904.19,0.0,-2.7, , 
,905.56,2112,81.0,-7.4,11101001,905.92,2080,22.0,2.06,316.2,905.21,0.0,-2.7, , 
,906.61,2048,79.5,-16.8,11101001,906.96,2048,23.5,2.06,316.2,906.26,0.0,-2.7, , 
,907.68,2016,81.0,-19.9,11101001,908.04,2016,32.5,3.09,418.2,907.31,0.0,-2.7, , 
,908.78,1984,81.0,-16.0,11101001,909.12,1984,44.3,5.15,520.2,908.42,0.0,-2.7, , 
,909.84,2016,81.0,-14.8,11101001,910.19,2016,50.2,6.18,591.6,909.48,0.0,-2.7, , 
,910.87,2048,81.0,-12.9,11101001,911.22,2048,54.5,6.18,632.4,910.52,0.0,-2.7, , 
,911.93,2112,82.5,-10.9,11101001,912.27,2112,54.5,7.21,632.4,911.57,0.0,-2.7, , 
,912.92,2144,82.5,0.0,11101001,913.25,2176,76.9,12.36,846.6,912.60,0.0,-2.7, , 
,913.91,2240,82.5,-15.6,11101001,914.24,2272,73.7,8.24,826.2,913.58,0.0,-2.7, , 
,914.89,2336,82.5,0.0,11101001,915.21,2336,57.6,7.21,652.8,914.56,0.0,-2.7, , 
,915.87,2368,82.5,-11.3,11101001,916.19,2400,56.1,7.21,632.4,915.55,0.0,-2.7, , 
,916.86,2400,82.5,-14.1,11101001,917.19,2432,56.1,6.18,632.4,916.51,0.0,-2.7, , 
,917.91,2464,82.5,-15.2,11101001,918.27,2464,48.6,6.18,571.2,917.55,0.0,-2.7, , 
,918.96,2464,84.0,-9.8,11101001,919.34,2464,41.2,5.15,479.4,918.61,0.0,-2.7, , 
,920.05,2464,84.0,-5.9,11101001,920.41,2464,41.2,5.15,479.4,919.70,0.0,-2.7, , 
,921.10,2464,84.0,-5.1,11101001,921.45,2432,41.2,5.15,479.4,920.75,0.0,-2.7, , 
,922.17,2176,84.0,0.0,11111101,922.52,1568,0.0,0.00,316.2,921.81,0.0,-2.7, , 
,923.18,960,84.0,0.0,11111111,923.49,960,29.4,4.12,397.8,922.87,-3.1,0.0, , 
,924.11,832,84.0,0.0,11111111,924.42,896,29.4,4.12,418.2,923.80,-3.1,0.0, , 
,925.04,928,84.0,0.0,11111111,925.35,928,29.4,3.09,397.8,924.73,-2.3,0.0, , 
,925.95,864,84.0,0.0,11101011,926.25,896,56.1,9.27,673.2,925.65,-3.1,0.0, , 
,926.91,1216,85.5,0.0,11101011,927.25,1088,75.3,12.36,867.0,926.59,-1.6,0.0, , 
,927.99,1760,85.5,0.0,11101011,928.33,2112,87.1,14.42,948.6,927.62,-0.8,0.0, , 
,929.11,1632,85.5,0.0,11111111,929.42,1248,84.3,15.45,969.0,928.68,0.0,-2.7, , 
,930.06,1504,85.5,0.0,11101011,930.41,1600,84.3,13.39,969.0,929.71,-0.8,0.0, , 
,931.09,1792,85.5,0.0,11101011,931.46,1920,90.2,12.36,989.4,930.74,-0.8,-2.7, , 
,932.14,2144,85.5,-19.5,11101001,932.47,2240,91.4,11.33,989.4,931.79,0.0,-2.7, , 
,933.19,2496,85.5,-23.0,11101001,933.53,2592,92.9,11.33,989.4,932.82,0.0,-2.7, , 
,934.21,2848,87.0,-21.9,11101001,934.49,2976,90.2,11.33,948.6,933.87,0.0,-2.7, , 
,935.14,2304,85.5,0.0,11111101,935.51,1920,26.7,4.12,357.0,934.80,0.0,-2.7, , 
,936.21,1952,85.5,0.0,11101011,936.57,1984,87.1,13.39,948.6,935.86,0.0,-2.7, , 
,937.25,2048,85.5,0.0,11101001,937.59,2080,91.4,12.36,989.4,936.91,0.0,-2.7, , 
,938.28,2144,84.0,-21.1,11101001,938.62,2176,91.4,11.33,989.4,937.93,0.0,-2.7, , 
,939.29,2240,84.0,-25.0,11101001,939.64,2240,91.4,10.30,989.4,938.96,0.0,-2.7, , 
,940.33,2304,82.5,-27.0,11101001,940.67,2336,91.4,10.30,989.4,939.98,0.0,-2.7, , 
,941.40,2368,82.5,-27.7,11101001,941.75,2400,92.9,11.33,989.4,941.01,0.0,-2.7, , 
,942.45,2464,81.0,-23.8,11101001,942.80,2464,91.4,11.33,989.4,942.11,0.0,-2.7, , 
,943.46,2528,81.0,-20.7,11101001,943.78,2560,92.9,11.33,989.4,943.12,0.0,-2.7, , 
,944.45,2624,81.0,-19.1,11101001,944.80,2656,92.9,12.36,989.4,944.13,0.0,-2.7, , 
,945.47,2720,81.0,-18.0,11101001,945.81,2752,92.9,12.36,989.4,945.13,0.0,-2.7, , 
,946.53,2816,79.5,-19.1,11101001,946.85,2848,91.4,11.33,969.0,946.15,0.0,-2.7, , 
,947.52,2112,79.5,0.0,11111101,947.89,1536,23.5,4.12,316.2,947.17,0.0,-2.7, , 
,948.58,2016,79.5,0.0,11101001,948.93,1952,85.5,14.42,948.6,948.23,0.0,-2.7, , 
,949.65,1952,81.0,0.0,11101011,950.01,1952,91.4,14.42,989.4,949.30,0.0,-2.7, , 
,950.73,1984,81.0,-19.9,11101011,951.09,1984,91.4,10.30,989.4,950.37,0.0,-2.7, , 
,951.82,1984,81.0,-27.7,11101001,952.17,2016,91.4,10.30,989.4,951.45,0.0,-2.7, , 
,952.89,2016,81.0,-28.9,11101001,953.24,2048,91.4,10.30,989.4,952.54,0.0,-2.7, , 
,953.93,2080,81.0,-26.6,11101001,954.29,2080,91.4,10.30,989.4,953.57,0.0,-2.7, , 
,955.00,2112,81.0,-25.4,11101001,955.34,2112,91.4,10.30,989.4,954.65,0.0,-2.7, , 
,956.02,2144,82.5,-24.6,11101001,956.34,2144,91.4,11.33,989.4,955.69,0.0,-2.7, , 
,957.04,2176,82.5,-23.8,11101001,957.39,2176,88.6,10.30,969.0,956.69,0.0,-2.7, , 
,958.08,2176,82.5,-26.2,11101001,958.40,2208,60.4,8.24,693.6,957.74,0.0,-2.7, , 
,959.06,2176,82.5,0.0,11101001,959.40,2176,34.1,4.12,418.2,958.73,0.0,-2.7, , 
,960.09,2112,84.0,-6.3,11101001,960.44,2112,32.5,4.12,397.8,959.75,0.0,-2.7, , 
,961.15,2080,84.0,-9.0,11101001,961.51,2048,32.5,4.12,418.2,960.80,0.0,-2.7, , 
,962.22,1984,84.0,-10.5,11101001,962.58,1984,34.1,4.12,438.6,961.87,0.0,-2.7, , 
,963.33,1952,84.0,-9.8,11101011,963.69,1920,38.4,4.12,479.4,962.95,0.0,-2.7, , 
,964.40,1920,84.0,-10.2,11101011,964.79,1888,59.2,7.21,693.6,964.04,0.0,-2.7, , 
,965.52,1888,85.5,-13.7,11101011,965.88,1888,65.1,7.21,734.4,965.16,0.0,-2.7, , 
,966.60,1888,85.5,-15.2,11101011,966.95,1888,47.1,6.18,571.2,966.24,0.0,-2.7, , 
,967.69,1888,85.5,0.0,11101011,968.05,1888,65.1,8.24,734.4,967.31,0.0,-2.7, , 
,968.80,1888,85.5,-11.7,11101011,969.18,1888,65.1,7.21,734.4,968.42,0.0,-2.7, , 
,969.92,1888,87.0,-14.8,11101011,970.30,1888,65.1,7.21,734.4,969.54,0.0,-2.7, , 
,971.00,1888,87.0,0.0,11101011,971.35,1920,85.5,13.39,948.6,970.66,0.0,-2.7, , 
,972.07,1920,85.5,-11.7,11101011,972.42,1952,81.2,10.30,907.8,971.70,0.0,-2.7, , 
,973.13,1984,85.5,0.0,11101011,973.49,1984,66.3,8.24,754.8,972.78,0.0,-2.7, , 
,974.22,1984,85.5,0.0,11101001,974.58,1984,41.2,5.15,499.8,973.86,0.0,-2.7, , 
,975.28,1984,85.5,-3.1,11101011,975.65,1952,36.9,4.12,459.0,974.94,0.0,-2.7, , 
,976.38,1952,84.0,-2.3,11101011,976.73,1952,35.3,4.12,438.6,976.01,0.0,-2.7, , 
,977.45,1920,84.0,-2.3,11101011,977.82,1920,35.3,4.12,438.6,977.10,0.0,-2.7, , 
,978.54,1920,84.0,-2.0,11101011,978.93,1920,36.9,4.12,459.0,978.18,0.0,-2.7, , 
,979.67,1920,82.5,-2.0,11101011,980.03,1888,35.3,4.12,459.0,979.31,0.0,-2.7, , 
,980.75,1888,82.5,-1.2,11101011,981.12,1888,36.9,4.12,459.0,980.39,0.0,-2.7, , 
,981.86,1888,82.5,-2.3,11101011,982.24,1888,40.0,5.15,479.4,981.48,0.0,-2.7, , 
,983.01,1888,82.5,-2.7,11101011,983.38,1888,42.7,5.15,499.8,982.63,0.0,-2.7, , 
,984.10,1888,82.5,-3.5,11101011,984.46,1888,42.7,5.15,499.8,983.74,0.0,-2.7, , 
,985.20,1920,82.5,-10.9,11101011,985.57,1920,41.2,5.15,499.8,984.82,0.0,-2.7, , 
,986.29,1920,82.5,-11.7,11101011,986.66,1920,41.2,5.15,499.8,985.92,0.0,-2.7, , 
,987.40,1920,82.5,-9.8,11101011,987.77,1920,20.8,2.06,295.8,987.03,0.0,-2.7, , 
,988.49,1920,82.5,-15.6,11101011,988.83,1888,20.8,2.06,316.2,988.13,0.0,-2.7, , 
,989.56,1888,82.5,-16.8,11101011,989.94,1920,20.8,2.06,316.2,989.20,0.0,-2.7, , 
,990.65,1888,82.5,-18.0,11101011,991.02,1888,26.7,3.09,357.0,990.28,0.0,-2.7, , 
,991.74,1888,84.0,-14.1,11101011,992.10,1888,28.2,3.09,377.4,991.38,0.0,-2.7, , 
,992.82,1920,82.5,-9.8,11101011,993.18,1920,40.0,5.15,479.4,992.46,0.0,-2.7, , 
,993.90,1920,82.5,-8.2,11101011,994.26,1952,40.0,5.15,479.4,993.55,0.0,-2.7, , 
,994.98,1984,82.5,-9.0,11101011,995.34,1984,38.4,4.12,459.0,994.62,0.0,-2.7, , 
,996.06,1984,84.0,-7.8,11101001,996.42,2016,36.9,4.12,459.0,995.70,0.0,-2.7, , 
,997.16,2016,84.0,-8.2,11101001,997.53,2016,26.7,3.09,357.0,996.80,0.0,-2.7, , 
,998.27,2016,84.0,-8.2,11101001,998.62,2016,25.1,3.09,357.0,997.90,0.0,-2.7, , 
,999.33,2016,84.0,-7.4,11101001,999.69,2016,25.1,3.09,357.0,998.99,0.0,-2.7, , 
,1000.40,2016,84.0,-6.6,11101001,1000.76,1984,31.0,4.12,397.8,1000.03,0.0,-2.7, , 
,1001.49,1984,84.0,-7.0,11101001,1001.83,1984,29.4,3.09,397.8,1001.12,0.0,-2.7, , 
,1002.53,1984,84.0,-7.0,11101001,1002.89,1984,29.4,4.12,397.8,1002.17,0.0,-2.7, , 
,1003.61,1984,84.0,-7.0,11101001,1003.96,1984,36.9,4.12,459.0,1003.25,0.0,-2.7, , 
,1004.66,2016,84.0,-7.0,11101001,1005.00,2016,36.9,4.12,459.0,1004.30,0.0,-2.7, , 
,1005.71,2016,84.0,-7.4,11101001,1006.05,2016,36.9,4.12,459.0,1005.36,0.0,-2.7, , 
,1006.75,2016,84.0,-7.4,11101001,1007.10,2016,51.8,6.18,612.0,1006.41,0.0,-2.7, , 
,1007.80,2048,82.5,-8.6,11101001,1008.15,2048,51.8,6.18,612.0,1007.44,0.0,-2.7, , 
,1008.86,2048,84.0,-9.4,11101001,1009.22,2080,51.8,6.18,612.0,1008.50,0.0,-2.7, , 
,1009.91,2080,82.5,-10.2,11101001,1010.26,2080,50.2,6.18,591.6,1009.58,0.0,-2.7, , 
,1010.95,2112,82.5,-11.3,11101001,1011.31,2112,50.2,6.18,591.6,1010.60,0.0,-2.7, , 
,1011.99,2112,82.5,-11.3,11101001,1012.34,2112,53.3,6.18,612.0,1011.66,0.0,-2.7, , 
,1013.04,2112,82.5,-11.3,11101001,1013.39,2112,38.4,4.12,459.0,1012.70,0.0,-2.7, , 
,1014.07,2080,82.5,-8.2,11101001,1014.40,2080,34.1,4.12,418.2,1013.74,0.0,-2.7, , 
,1015.14,2048,82.5,-7.8,11101001,1015.49,2048,35.3,4.12,438.6,1014.76,0.0,-2.7, , 
,1016.18,2048,82.5,-6.6,11101001,1016.52,2048,35.3,4.12,438.6,1015.83,0.0,-2.7, , 
,1017.23,2048,82.5,-7.0,11101001,1017.58,2048,47.1,6.18,550.8,1016.87,0.0,-2.7, , 
,1018.28,2048,82.5,-7.4,11101001,1018.64,2080,45.9,6.18,550.8,1017.94,0.0,-2.7, , 
,1019.34,2080,82.5,-8.2,11101001,1019.70,2080,45.9,5.15,550.8,1019.00,0.0,-2.7, , 
,1020.43,2112,82.5,-8.6,11101001,1020.79,2112,44.3,5.15,520.2,1020.07,0.0,-2.7, , 
,1021.50,2144,82.5,-8.2,11101001,1021.83,2144,31.0,4.12,397.8,1021.16,0.0,-2.7, , 
,1022.53,2144,82.5,-5.1,11101001,1022.87,2144,26.7,3.09,357.0,1022.18,0.0,-2.7, , 
,1023.56,2112,82.5,-7.4,11101001,1023.92,2112,32.5,4.12,397.8,1023.20,0.0,-2.7, , 
,1024.61,2112,82.5,-8.6,11101001,1024.97,2144,54.5,8.24,632.4,1024.26,0.0,-2.7, , 
,1025.67,2176,82.5,-6.3,11101001,1026.01,2176,57.6,7.21,652.8,1025.33,0.0,-2.7, , 
,1026.67,2208,82.5,-11.7,11101001,1027.01,2208,51.8,6.18,591.6,1026.35,0.0,-2.7, , 
,1027.67,2240,82.5,-9.8,11101001,1028.01,2240,47.1,5.15,550.8,1027.34,0.0,-2.7, , 
,1028.69,2272,82.5,-15.6,11101001,1029.03,2272,48.6,6.18,591.6,1028.36,0.0,-2.7, , 
,1029.70,2304,82.5,-3.9,11101001,1030.04,2304,38.4,5.15,459.0,1029.37,0.0,-2.7, , 
,1030.70,2304,82.5,0.0,11101001,1031.04,2272,19.2,2.06,275.4,1030.38,0.0,-2.7, , 
,1031.71,2272,82.5,-14.5,11101001,1032.04,2240,16.1,2.06,244.8,1031.38,0.0,-2.7, , 
,1032.71,2240,82.5,-19.9,11111101,1033.06,2208,17.6,2.06,244.8,1032.37,0.0,-2.7, , 
,1033.74,2176,82.5,0.0,11111101,1034.08,2176,16.1,3.09,244.8,1033.39,0.0,-2.7, , 
,1034.75,2208,82.5,0.0,11101001,1035.09,2176,84.3,13.39,928.2,1034.41,0.0,-2.7, , 
,1035.78,2240,81.0,0.0,11101001,1036.12,2272,88.6,12.36,948.6,1035.44,0.0,-2.7, , 
,1036.79,2336,82.5,-18.8,11101001,1037.13,2368,90.2,11.33,969.0,1036.45,0.0,-2.7, , 
,1037.81,2432,82.5,-25.4,11101001,1038.15,2464,90.2,10.30,969.0,1037.45,0.0,-2.7, , 
,1038.82,2528,82.5,-28.9,11101001,1039.17,2560,90.2,10.30,969.0,1038.49,0.0,-2.7, , 
,1039.82,2624,82.5,-25.8,11101001,1040.17,2656,90.2,10.30,969.0,1039.49,0.0,-2.7, , 
,1040.84,2720,82.5,-21.5,11101001,1041.18,2720,90.2,11.33,969.0,1040.51,0.0,-2.7, , 
,1041.86,2784,82.5,-21.5,11101001,1042.23,2848,87.1,10.30,928.2,1041.53,0.0,-2.7, , 
,1042.90,2880,82.5,-24.2,11101001,1043.31,2944,85.5,9.27,928.2,1042.57,0.0,-2.7, , 
,1043.86,2976,82.5,-29.7,11101001,1044.13,3008,85.5,9.27,907.8,1043.58,0.0,-2.7, , 
,1044.76,3040,82.5,-30.5,11101001,1045.10,3072,85.5,9.27,907.8,1044.46,0.0,-2.7, , 
,1045.80,3136,82.5,-29.7,11101001,1046.13,3168,84.3,9.27,907.8,1045.46,0.0,-2.7, , 
,1046.80,2368,82.5,0.0,11111101,1047.11,1856,0.0,0.00,275.4,1046.45,0.0,-2.7, , 
,1047.78,2528,82.5,0.0,11101001,1048.13,2464,51.8,8.24,571.2,1047.47,-1.6,-2.7, , 
,1048.83,2464,82.5,0.0,11101001,1049.18,2464,73.7,10.30,826.2,1048.48,0.0,-2.7, , 
,1049.90,2528,82.5,-20.7,11101001,1050.24,2560,79.6,9.27,867.0,1049.56,0.0,-2.7, , 
,1050.90,2592,82.5,-28.1,11101001,1051.25,2592,78.4,8.24,867.0,1050.56,0.0,-2.7, , 
,1051.94,2624,82.5,-26.6,11101001,1052.27,2656,78.4,8.24,846.6,1051.59,0.0,-2.7, , 
,1052.95,2688,82.5,-25.0,11101001,1053.30,2688,66.3,7.21,734.4,1052.63,0.0,-2.7, , 
,1053.96,2720,82.5,-18.0,11101001,1054.29,2720,65.1,7.21,714.0,1053.63,0.0,-2.7, , 
,1055.00,2752,84.0,-13.3,11101001,1055.35,2752,59.2,7.21,652.8,1054.64,0.0,-2.7, , 
,1056.00,2752,84.0,-12.1,11101001,1056.33,2784,59.2,7.21,652.8,1055.67,0.0,-2.7, , 
,1057.00,2784,84.0,-11.3,11101001,1057.35,2784,59.2,7.21,652.8,1056.66,0.0,-2.7, , 
,1058.03,2784,84.0,-10.5,11101001,1058.37,2784,45.9,5.15,520.2,1057.70,0.0,-2.7, , 
,1059.05,2784,84.0,-5.1,11101001,1059.40,2784,40.0,5.15,479.4,1058.70,0.0,-2.7, , 
,1060.10,2784,84.0,-1.6,11101001,1060.45,2784,41.2,5.15,479.4,1059.77,0.0,-2.7, , 
,1061.15,2784,84.0,-1.2,11101001,1061.49,2784,42.7,5.15,499.8,1060.80,0.0,-2.7, , 
,1062.17,2752,84.0,-2.0,11101001,1062.54,2752,42.7,5.15,499.8,1061.83,0.0,-2.7, , 
,1063.24,2752,84.0,-2.3,11101001,1063.58,2752,42.7,5.15,499.8,1062.90,0.0,-2.7, , 
,1064.27,2752,85.5,-3.1,11101001,1064.60,2752,42.7,5.15,499.8,1063.94,0.0,-2.7, , 
,1065.26,2752,85.5,-2.3,11101001,1065.61,2752,41.2,5.15,499.8,1064.93,0.0,-2.7, , 
,1066.28,2752,85.5,-4.3,11101001,1066.63,2752,47.1,6.18,550.8,1065.95,0.0,-2.7, , 
,1067.33,2720,84.0,-5.5,11101001,1067.68,2720,47.1,6.18,550.8,1066.97,0.0,-2.7, , 
,1068.35,2720,85.5,-7.0,11101001,1068.67,2688,51.8,6.18,591.6,1068.02,0.0,-2.7, , 
,1069.31,2688,85.5,-10.5,11101001,1069.65,2688,51.8,6.18,591.6,1068.98,0.0,-2.7, , 
,1070.32,2656,84.0,-11.3,11101001,1070.66,2656,54.5,6.18,612.0,1069.98,0.0,-2.7, , 
,1071.36,2656,85.5,-13.3,11101001,1071.70,2656,57.6,7.21,652.8,1071.01,0.0,-2.7, , 
,1072.39,2656,85.5,-14.5,11101001,1072.76,2656,57.6,7.21,652.8,1072.05,0.0,-2.7, , 
,1073.46,2656,84.0,-12.5,11101001,1073.82,2656,57.6,7.21,652.8,1073.13,0.0,-2.7, , 
,1074.50,2624,84.0,-12.1,11101001,1074.84,2624,57.6,7.21,652.8,1074.15,0.0,-2.7, , 
,1075.50,2624,84.0,-10.2,11101001,1075.83,2624,59.2,7.21,652.8,1075.17,0.0,-2.7, , 
